tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
32,1,4,4,32,256,256,1,512,2,2262.06103515625,True,0
8,4,64,32,8,1,16,16,512,1024,7.2325119972229,True,2047
16,2,256,16,32,1,8,4,256,8,35.099647521972656,True,13165
8,256,256,256,16,1,64,1,256,128,2147483648.0,False,28189
16,16,128,128,32,32,4,4,512,1024,4.790272235870361,True,33228
128,1,16,64,256,4,16,16,512,32,103.4475555419922,True,34955
8,2,128,8,16,1,1,16,8,512,7.938047885894775,True,37163
8,1,8,16,128,32,16,16,512,128,5.579775810241699,True,39163
8,16,128,32,64,1,2,32,128,256,96.57241821289062,True,43614
8,8,256,8,8,4,512,1,1024,8,2147483648.0,False,55958
32,256,256,16,32,8,4,2,1024,4,2147483648.0,False,73966
8,16,16,8,16,2,4,128,16,256,1577.933837890625,True,77305
8,32,32,8,128,4,16,16,512,512,32.531455993652344,True,79463
8,32,64,8,64,8,4,2,256,4,50.68083190917969,True,82523
32,32,256,32,32,8,8,8,8,128,547.4805908203125,True,87908
4,1,8,8,128,64,4,2,64,16,19.166208267211918,True,91384
8,1,256,64,16,4,8,4,1024,16,10.704895973205566,True,97436
16,2,128,16,64,4,32,4,256,64,28.679168701171875,True,101804
8,4,16,16,32,8,2,256,2,256,543.0476684570312,True,103461
32,2,16,16,32,4,16,1,16,16,288.9093017578125,True,107791
8,4,4,512,16,256,4,1,32,1024,4.739071846008301,True,109795
4,32,256,64,32,2,1,16,256,32,14.35647964477539,True,129675
4,32,32,64,32,8,1,64,1,1024,196.60389709472656,True,140310
16,32,64,64,128,16,8,8,512,1024,33.9947509765625,True,144994
4,16,512,16,8,4,8,1,16,8,2147483648.0,False,157378
4,4,32,256,64,32,2,1,1024,32,11.37664031982422,True,164966
32,64,64,256,128,4,8,16,32,16,2147483648.0,False,176971
16,2,8,32,32,4,4,1,16,256,17.374208450317383,True,179859
16,4,64,512,16,16,1,2,1024,4,47.35385513305664,True,183088
4,32,256,64,32,8,2,4,4,16,267.8599548339844,True,192009
128,4,32,4,128,16,2,128,32,1024,58.17548751831055,True,194987
4,64,512,512,16,1,2,1,1024,2,2147483648.0,False,209371
8,4,128,4,32,4,64,2,64,1024,299.5650634765625,True,214515
32,4,4,32,128,16,2,4,2,8,1044.3253173828125,True,217698
8,1,8,256,32,128,2,8,4,128,18.862079620361328,True,220230
64,2,64,256,128,4,2,32,16,64,13.230079650878906,True,222814
32,4,32,4,128,1,64,2,64,512,216.41932678222656,True,227194
16,2,128,512,16,16,8,1,16,1024,2147483648.0,False,239784
32,16,128,16,32,2,1,128,16,256,218.59429931640625,True,244349
8,128,128,256,32,4,32,2,64,2,2147483648.0,False,255619
4,4,8,16,32,128,8,4,256,256,1.0936319828033447,True,257143
32,4,4,4,256,16,8,1,1024,256,4.371456146240234,True,259247
256,4,4,8,256,8,256,1,512,128,392.1653747558594,True,270309
8,2,16,512,64,64,1,1,1,32,214.12864685058597,True,277645
8,2,4,64,8,32,8,1,128,64,15.590399742126465,True,279812
16,1,128,64,32,2,2,1,1024,2,2147483648.0,False,292865
4,16,128,4,8,1,32,8,32,32,770.4534912109375,True,295128
8,2,4,4,16,256,16,32,512,32,44.14054489135742,True,296214
128,2,16,64,512,4,16,8,256,512,28.408832550048828,True,298890
16,16,128,128,32,2,8,64,128,64,174.28787231445312,True,301064
4,8,256,1024,4,8,32,2,128,32,154.81549072265625,True,304481
4,4,8,256,8,256,2,64,1024,64,8.159232139587402,True,306286
128,1,32,128,256,4,4,1,1024,2,2147483648.0,False,321706
4,8,8,8,32,8,1,2,64,1024,14.566399574279783,True,325164
8,1,64,16,8,8,2,512,1024,512,3.295232057571411,True,326738
8,4,4,8,256,8,2,1,512,512,18.00806427001953,True,331511
32,1,4,64,64,32,2,4,32,512,4.395008087158203,True,333295
4,16,16,256,64,16,128,1,128,1,570.6065673828125,True,335159
4,16,32,4,16,32,1,128,1024,512,11.644927978515623,True,338563
1024,1,4,4,1024,2,32,4,64,16,1746.951171875,True,348854
8,16,128,8,16,32,4,1,512,256,12.44876766204834,True,356812
8,1,4,16,128,4,2,32,256,1024,11.473919868469238,True,359251
128,1,16,32,128,8,1,1,2,256,2147483648.0,False,372024
4,4,32,64,4,64,512,1,1024,1,3201.447021484375,True,376798
64,1,32,128,64,64,2,64,128,512,2.75763201713562,True,378834
16,2,128,128,32,32,8,4,1024,32,2.792448043823242,True,383448
4,2,64,128,4,16,2,32,1024,32,4.254720211029053,True,384953
8,2,128,16,32,8,64,4,512,32,31.81772804260254,True,387623
