tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
16,32,128,256,16,32,1,1,16,1,2147483648.0,False,0
32,2,16,8,128,16,1,1,4,64,2147483648.0,False,12727
4,1,32,4,8,2,2,64,8,128,182.724609375,True,14072
4,1,64,64,64,1,4,32,8,1024,8.330240249633789,True,16136
16,4,16,16,64,8,8,1,16,128,17.129472732543945,True,19646
4,32,128,64,4,64,4,1,512,8,15.684608459472656,True,25826
32,16,64,64,32,1,32,2,1024,32,144.60006713867188,True,30383
16,16,32,8,256,8,4,2,32,32,45.822975158691406,True,39122
16,64,128,1024,32,16,16,64,16,512,2147483648.0,False,50484
16,4,4,16,16,4,64,16,256,1024,183.8755798339844,True,51956
16,2,16,32,512,2,64,4,512,32,82.42073822021484,True,53405
8,4,256,8,16,2,2,1,4,128,2147483648.0,False,66105
4,1,256,4,16,2,1,2,512,512,2147483648.0,False,79654
4,2,64,16,8,4,1,8,4,256,14.252032279968262,True,82008
8,2,64,64,8,128,1,8,4,128,14.48140811920166,True,84728
64,4,64,64,64,2,2,1,256,16,2147483648.0,False,99074
8,64,128,32,8,4,1,8,64,128,94.28889465332033,True,103649
32,8,256,128,32,8,4,256,128,512,9.373696327209473,True,106140
256,8,8,16,256,32,32,2,32,2,2147483648.0,False,118372
8,2,32,32,8,1,8,128,1024,128,33.53907012939453,True,119484
8,1,4,4,32,16,1,64,128,64,172.41087341308594,True,121054
4,32,128,64,16,2,4,4,4,64,42.02495956420898,True,122723
4,1,64,4,4,32,8,1,1024,1024,30.56947135925293,True,132498
4,2,4,1024,8,256,4,2,4,256,49.23596954345703,True,133538
64,8,16,128,128,16,32,32,1024,256,49.0332145690918,True,138083
32,1,64,8,128,2,16,1,128,128,2147483648.0,False,151116
4,32,128,128,32,16,4,128,32,1024,14.995455741882324,True,156207
8,4,8,32,16,32,2,16,8,1024,4.477952003479004,True,158389
16,2,16,4,32,1,8,32,16,1024,35.70278549194336,True,159591
32,8,64,8,128,4,8,4,16,128,51.28192138671875,True,164179
32,16,32,256,128,16,2,4,128,4,2147483648.0,False,175501
8,1,64,16,8,2,4,1,512,1,56.0261116027832,True,180862
32,2,8,16,32,16,4,128,128,256,16.365568161010742,True,183435
64,16,64,4,64,8,8,128,8,512,595.9721069335938,True,188828
64,4,8,8,128,4,2,4,16,128,58.41510391235352,True,191032
8,2,8,8,8,256,2,4,128,4,23.348224639892575,True,193664
32,64,64,4,128,4,4,32,4,1024,2147483648.0,False,205809
4,2,8,4,32,8,256,1,256,1024,28.667903900146484,True,207155
16,2,8,8,32,32,32,2,1024,32,6.863872051239014,True,209184
32,8,16,32,64,64,1,8,8,512,35.70790481567383,True,213637
4,64,256,4,4,2,4,4,512,4,65.82476806640625,True,215563
4,1,16,4,4,64,2,2,16,16,224.400390625,True,217298
4,8,64,4,128,2,2,2,32,1024,2147483648.0,False,229821
16,32,32,8,64,1,4,1,256,512,20.0263671875,True,234880
4,2,4,128,8,256,2,256,32,256,87.58783721923828,True,236040
8,4,8,8,32,256,32,4,64,8,246.57101440429688,True,237409
16,1,512,512,16,1,2,2,2,4,2147483648.0,False,253663
16,2,16,4,128,4,64,2,1024,256,37.6360969543457,True,255339
32,8,8,8,32,32,1,64,128,64,1323.388916015625,True,258830
32,4,16,16,256,4,64,2,512,1024,31.474687576293945,True,261332
64,16,128,64,64,2,16,4,1024,16,187.77395629882807,True,271705
4,8,8,64,128,8,1,1,256,1024,27.23942375183105,True,279132
4,32,512,64,8,4,1,2,1024,32,2147483648.0,False,291588
128,1,64,4,128,4,4,1,64,8,2147483648.0,False,313230
4,4,32,8,32,8,4,64,256,512,1.6885759830474854,True,314740
8,8,8,16,64,2,1,2,2,128,41.8047981262207,True,319655
32,16,16,8,256,2,32,1,512,512,102.94271850585938,True,324579
16,16,128,4,64,16,16,2,32,64,2147483648.0,False,336009
16,8,16,16,64,32,4,64,16,1024,5.158912181854248,True,337989
8,16,16,4,256,2,1,64,8,256,2147483648.0,False,351980
4,8,32,4,8,8,32,32,128,128,76.92185974121094,True,353233
4,2,8,8,64,2,4,1,64,64,59.76166534423828,True,354831
16,4,8,16,16,4,64,2,64,512,23.27244758605957,True,357780
4,16,64,8,128,16,2,8,2,1024,28.46003150939941,True,368674
4,32,128,4,64,8,8,64,16,64,333.6273803710937,True,371236
16,1,4,4,256,32,2,4,4,4,626.1790771484375,True,373939
16,4,64,4,16,1,16,1,64,16,2147483648.0,False,385384
8,1,8,64,64,128,4,1,4,1,1961.227294921875,True,389382
4,4,16,64,8,4,4,8,64,512,3.423232078552246,True,391470
4,1,512,16,4,2,4,1,32,32,2147483648.0,False,406386
64,4,8,4,128,4,4,8,4,1024,65.06700897216797,True,408723
4,128,128,64,32,4,2,2,64,256,2147483648.0,False,421164
8,2,16,16,512,1,1,16,2,512,2147483648.0,False,432861
16,8,64,128,128,4,512,1,1024,16,52.50048065185547,True,440271
4,128,1024,1024,8,1,16,1,128,8,2147483648.0,False,454797
16,1,8,8,64,64,1,1024,2,1024,426.6414184570313,True,456556
8,64,64,16,128,1,128,2,128,4,1255.6124267578125,True,462306
64,4,16,4,256,1,16,4,128,128,71.92063903808594,True,464952
128,2,8,256,128,32,32,4,128,4,659.8441162109375,True,467466
16,16,64,64,16,2,32,4,32,16,352.0839538574219,True,469587
128,32,64,16,128,8,16,8,256,512,2147483648.0,False,483374
16,32,32,64,32,64,64,8,512,1024,124.40064239501952,True,488091
4,8,128,32,16,4,32,1,64,256,130.9951934814453,True,492792
8,1,16,16,32,32,4,1,64,1,154.25331115722656,True,494721
8,8,128,4,16,16,32,16,1024,128,10.599424362182615,True,497583
8,1,64,64,32,8,256,1,256,4,243.76730346679688,True,503546
64,1,4,64,128,16,2,16,16,128,15.740927696228027,True,506443
4,2,8,16,32,64,1,1,2,1,3536.0625,True,512876
8,8,8,8,256,1,1,8,16,32,2147483648.0,False,525156
4,8,64,1024,64,16,2,256,2,256,583.352294921875,True,528219
128,1,8,64,256,8,32,1,32,512,29.517824172973636,True,536895
4,32,64,64,128,2,512,1,1024,16,68.0417251586914,True,539681
16,16,64,8,16,2,64,8,256,32,207.99693298339844,True,541758
16,16,64,256,32,4,1,1,8,16,2147483648.0,False,554089
8,1,256,4,8,16,32,16,1024,32,23.25503921508789,True,558309
4,4,64,8,16,16,1,1,16,4,151.0584259033203,True,568872
8,1,8,128,16,16,1,1,512,64,16.312320709228516,True,572331
8,4,32,4,128,8,32,8,512,512,18.293760299682617,True,574877
4,16,256,8,8,8,1,128,16,256,12.280832290649414,True,577480
8,4,64,32,32,1,8,1,512,1024,132.2065887451172,True,580942
256,4,8,32,256,4,64,4,128,32,786.3685302734375,True,587291
16,1,8,4,32,16,2,1,16,1024,10.834943771362305,True,590317
4,8,16,8,8,32,16,1,64,256,33.158145904541016,True,591894
8,1,16,4,32,16,1,128,4,1024,43.37971115112305,True,593721
64,32,64,16,64,16,2,64,1024,1024,2147483648.0,False,605886
4,4,8,8,8,128,256,2,512,8,692.6458740234375,True,608347
4,8,8,4,8,128,32,1,1024,256,11.092991828918455,True,610590
32,2,64,4,32,32,4,8,64,32,27.63776016235352,True,612493
8,16,16,4,512,1,1,16,128,128,2147483648.0,False,630307
4,64,64,256,128,4,4,8,8,1024,2147483648.0,False,642794
4,1,8,16,1024,2,4,32,32,512,64.34406280517578,True,646623
256,2,8,4,512,8,128,8,256,8,2204.7763671875,True,653074
4,8,128,128,64,1,16,64,16,64,1593.6195068359375,True,655844
8,8,1024,512,8,2,8,2,1024,4,2147483648.0,False,670247
128,8,32,16,128,4,64,2,512,256,257.8083801269531,True,681009
4,2,16,4,256,2,4,256,256,256,119.00415802001952,True,683065
32,64,64,4,128,4,8,2,512,256,2147483648.0,False,695185
4,128,256,1024,16,16,4,8,8,16,564.5230102539062,True,700563
32,8,8,16,64,64,32,1,64,1024,11.389951705932615,True,704326
4,4,4,16,4,8,1024,1,1024,64,432.7567443847656,True,706060
64,2,128,4,64,8,4,4,512,1024,63.83206558227539,True,715864
4,2,16,4,128,16,8,1,32,128,9.613311767578123,True,721742
64,4,64,128,64,4,64,16,64,512,168.5360565185547,True,723826
16,2,32,32,128,4,8,1,256,4,41.133056640625,True,727279
32,1,16,8,32,1,2,8,4,32,252.39859008789065,True,728765
32,1,64,16,128,2,8,128,128,256,44.46207809448242,True,730555
32,1,32,128,32,8,8,128,32,256,44.88703918457031,True,732152
128,1,16,128,256,8,256,2,512,16,2147483648.0,False,743917
4,32,512,32,16,2,64,1,1024,256,2147483648.0,False,756417
4,32,64,32,64,2,2,2,4,256,253.51475524902344,True,765777
8,64,64,128,64,32,4,4,256,4,2147483648.0,False,777220
16,8,256,128,16,16,16,1,128,64,2147483648.0,False,791426
32,128,256,64,32,4,32,4,256,64,2147483648.0,False,805377
8,1,32,32,64,64,2,128,512,128,15.356927871704102,True,807957
32,4,8,8,32,256,2,1,2,64,57.28665542602539,True,810474
8,8,8,8,256,1,1,64,8,256,2147483648.0,False,822749
8,1,64,16,8,1,4,4,8,8,438.0456848144531,True,824686
16,16,16,64,64,16,16,32,512,512,49.098751068115234,True,827384
8,16,32,32,128,4,32,1,32,64,30.21107292175293,True,829508
16,2,16,16,16,128,1,16,64,512,2.2231040000915527,True,831303
4,16,128,8,8,2,1,32,256,256,3.5031039714813232,True,833726
32,2,128,128,64,16,1,1,64,2,2147483648.0,False,853636
