tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,Valid,timestamp
32,256,1,16,5.252096176147461,True,0
1024,64,4,2,8.224767684936523,True,2659
8,256,8,16,26.96396827697754,True,6479
16,64,8,2,31.24019241333008,True,10293
512,32,32,16,26.38643264770508,True,13850
128,256,16,2,2.565119981765747,True,16176
4,64,2,16,140.54092407226562,True,17783
256,256,256,1,3.3751039505004883,True,20136
1024,128,64,1,6.338560104370117,True,22776
1024,4,1,2,109.36524963378906,True,24418
32,64,1,16,17.079296112060547,True,27526
1,256,1,2,139.58143615722656,True,29120
8,16,8,1,235.40325927734372,True,30894
64,8,1,8,59.71763229370117,True,36251
512,512,64,1,2.0398080348968506,True,38591
16,1024,1,8,3.3658881187438965,True,40972
512,16,1,4,29.38368034362793,True,44800
8,64,1,16,68.99712371826172,True,50640
32,512,32,8,3.521536111831665,True,53165
32,128,2,64,13.963264465332031,True,56221
512,2,256,1,320.79156494140625,True,57953
512,16,16,8,48.00921630859375,True,62672
64,64,16,16,13.019136428833008,True,65628
256,256,128,4,3.8686718940734863,True,68472
256,64,4,8,8.89139175415039,True,71259
16,1024,2,64,4.241407871246338,True,73653
64,16,2,4,29.09081649780273,True,77409
128,256,2,1,6.8679680824279785,True,79871
512,4,64,2,181.36370849609372,True,81512
256,8,128,4,98.12582397460938,True,83293
32,4,8,1,222.5745849609375,True,85028
8,2,2,2,1794.9921875,True,88352
256,16,16,2,30.971904754638672,True,92488
16,512,16,64,8.282112121582031,True,95078
256,2,1,1,158.98316955566406,True,96668
32,64,16,64,30.42815971374512,True,100521
8,64,8,16,101.18348693847656,True,102078
512,2,2,2,219.23532104492188,True,103744
32,32,16,32,54.17164611816406,True,108796
512,128,8,32,6.978559970855713,True,111503
16,64,4,8,33.21753692626953,True,115662
1024,8,32,8,96.97484588623048,True,117461
64,32,16,4,23.996416091918945,True,120798
512,256,8,4,2.4975359439849854,True,123430
16,64,8,64,55.75577545166016,True,128634
64,2,8,2,229.13023376464844,True,130476
32,256,32,2,6.301695823669434,True,133236
256,32,256,1,22.66521644592285,True,136526
128,4,4,4,117.18041229248048,True,138264
2,1024,2,16,21.486591339111328,True,141576
1024,512,1,128,8.102911949157715,True,144341
