tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,Valid,timestamp
8,64,4,2,62.82444763183594,True,0
8,64,8,2,64.48025512695312,True,6455
64,512,32,16,1.9374079704284668,True,9006
64,8,8,2,59.05817413330078,True,14535
1024,8,128,8,105.3521957397461,True,16433
16,256,4,8,9.32044792175293,True,19745
4,128,2,128,117.47020721435548,True,21574
8,512,8,128,17.00147247314453,True,25034
8,1,4,1,3310.32275390625,True,29978
512,512,1,2,6.465536117553711,True,33397
32,128,2,8,8.873984336853027,True,36198
4,32,4,4,256.8314819335937,True,37998
512,1024,512,2,3.939327955245972,True,40550
64,1024,1,256,7.142399787902832,True,43373
64,8,16,8,96.17407989501952,True,45276
512,256,2,2,5.191679954528809,True,48134
64,512,16,8,1.9363839626312256,True,51112
256,128,128,2,6.798336029052734,True,54267
1024,128,8,4,4.45849609375,True,56840
512,8,64,4,97.32915496826172,True,58622
1024,512,8,32,2.1934080123901367,True,61443
1024,32,2,4,15.29958438873291,True,64739
512,2,16,1,228.83839416503903,True,66621
1024,1024,1024,1,4.625408172607422,True,69245
32,1024,2,8,1.763327956199646,True,71728
1024,8,4,2,57.52217483520508,True,77108
32,256,16,32,7.319551944732666,True,80089
128,256,16,64,4.079616069793701,True,82947
1024,128,1,4,8.262656211853027,True,85778
64,1024,2,2,3.2092161178588867,True,88275
512,2,128,1,307.9495544433594,True,90252
1,128,1,1,262.2248840332031,True,92190
1024,32,16,4,24.52889633178711,True,95869
1,512,1,512,251.7073974609375,True,97601
16,256,8,4,9.139200210571287,True,100582
16,128,4,32,26.11507225036621,True,104269
256,32,2,1,16.726015090942383,True,107346
128,32,32,2,23.11065673828125,True,111273
256,2,64,1,307.9219055175781,True,113290
256,32,8,1,14.834688186645508,True,116409
64,64,8,16,12.488703727722168,True,119425
32,1024,8,32,2.1176319122314453,True,121765
512,256,64,4,3.787775993347168,True,124416
1024,64,256,4,12.831744194030762,True,127529
512,4,16,1,115.6710433959961,True,129453
1,32,1,4,1028.73291015625,True,131971
256,512,32,1,1.4540799856185913,True,134235
256,128,16,32,7.062528133392334,True,136929
128,512,4,64,2.156543970108032,True,139207
64,512,4,8,1.4315520524978638,True,141711
8,4,8,4,1016.7234497070312,True,144535
128,4,2,4,114.58457946777344,True,146299
32,2,16,2,487.2325134277344,True,148633
16,256,2,2,8.804351806640625,True,151486
128,32,128,1,22.709247589111328,True,155007
128,32,32,8,25.033727645874023,True,158821
1024,1024,4,32,1.257472038269043,True,161371
1024,1024,2,8,3.4119679927825928,True,163957
8,512,8,16,14.026752471923828,True,167181
1024,128,1,32,6.68671989440918,True,170115
16,1024,8,128,4.498432159423828,True,172610
1024,16,32,8,48.61747360229492,True,177722
512,4,64,1,164.26803588867188,True,179446
64,64,1,16,9.073663711547852,True,182162
256,1024,32,2,1.1806720495224,True,184643
128,16,64,16,54.6693115234375,True,190107
16,256,4,4,8.878080368041992,True,193207
256,128,8,128,7.896063804626465,True,195841
256,256,2,64,4.011007785797119,True,198408
1024,1024,128,4,1.913856029510498,True,201125
256,64,4,8,8.90982437133789,True,204004
2,1024,2,2,22.27916717529297,True,207869
512,32,128,2,23.88172721862793,True,211606
128,64,1,32,11.052032470703123,True,214493
256,256,8,32,3.739648103713989,True,217115
2,2,1,1,6746.60546875,True,225731
32,256,16,16,6.841343879699707,True,228515
1024,256,128,2,3.774463891983032,True,231261
512,128,8,128,7.899136066436768,True,233925
256,128,2,4,4.580351829528809,True,236826
4,64,4,2,128.2303924560547,True,238769
2,8,1,4,1863.81005859375,True,242188
32,512,16,2,2.626559972763061,True,244778
128,16,128,8,52.79743957519531,True,250032
16,256,4,128,14.927871704101562,True,253353
256,512,4,32,2.0244479179382324,True,255784
64,128,8,128,7.895040035247803,True,258431
256,4,256,1,160.62258911132812,True,260030
128,4,4,2,111.43270111083984,True,261692
8,64,1,2,59.58860778808594,True,267001
256,16,8,4,31.4388484954834,True,271037
512,8,16,1,58.4529914855957,True,276667
8,4,4,1,885.28076171875,True,279557
64,512,8,8,1.9292160272598269,True,281916
4,256,4,256,72.8954849243164,True,287983
128,128,64,8,6.837247848510742,True,290654
32,128,2,2,8.399871826171875,True,293388
64,16,32,16,50.83852767944336,True,298371
512,1024,8,2,1.5267839431762695,True,301070
2,1024,1,1,22.789119720458984,True,304975
1024,64,64,8,13.195263862609863,True,308366
16,32,16,8,97.51654052734376,True,310050
64,256,64,1,3.348479986190796,True,312504
64,256,4,32,3.529727935791016,True,314924
