tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,Valid,timestamp
1024,16,16,8,5.302271842956543,True,0
32,1024,4,256,390.9990539550781,True,22826
32,64,1,32,126.19264221191406,True,32080
1024,16,64,2,5.104640007019043,True,33845
128,512,8,1,232.5944366455078,True,48223
512,512,4,128,62.52851104736328,True,53689
256,4,16,2,16.226303100585938,True,56266
1024,1024,16,32,117.0360336303711,True,64505
512,2,128,2,12.27673625946045,True,66774
128,32,64,4,46.857215881347656,True,71426
1024,4,128,4,7.961599826812744,True,73136
256,512,1,4,449.5247497558594,True,98615
32,128,32,32,393.933837890625,True,120990
512,1024,64,8,125.21574401855467,True,130009
1024,8,1024,1,13.08672046661377,True,132492
64,128,32,16,120.48076629638672,True,141004
32,1024,32,4,187.4186248779297,True,152718
16,32,1,4,255.14495849609372,True,168512
512,32,128,2,11.72377586364746,True,170880
512,2,512,2,23.965696334838867,True,174085
8,32,8,4,471.5366516113281,True,200654
16,1024,1,256,371.1754150390625,True,222073
256,32,128,4,30.228479385375977,True,225344
1024,1024,8,64,116.53836822509766,True,233564
512,64,256,1,14.437376022338867,True,236057
128,4,1,4,31.559680938720703,True,239390
1024,1024,1,16,226.51084899902344,True,253198
512,32,64,16,25.136127471923828,True,256576
1024,4,256,2,7.390207767486572,True,258414
512,32,128,2,11.719679832458496,True,260501
2,8,2,8,1692.70166015625,True,263129
4,1024,1,256,1192.29541015625,True,265451
64,64,4,4,63.06611251831055,True,271207
4,4,2,4,877.0283813476562,True,273192
256,256,128,2,42.74483108520508,True,277343
1024,512,1024,1,63.4705924987793,True,282082
64,4,64,1,80.97586822509766,True,288263
1024,16,256,4,11.97158432006836,True,290529
512,4,512,1,14.456831932067873,True,293096
256,128,64,16,49.337345123291016,True,298109
16,1024,2,512,776.6364135742188,True,299840
512,1024,512,2,125.7871322631836,True,308291
1024,1024,1024,1,126.8111343383789,True,317024
512,32,64,8,15.239168167114258,True,320039
1024,2,256,1,5.928959846496582,True,322071
512,128,16,64,25.066495895385746,True,325319
1024,64,256,1,10.613759994506836,True,327546
1024,64,256,1,10.61580753326416,True,330161
32,512,4,4,178.49754333496094,True,342035
1024,64,1024,1,12.938240051269531,True,344733
64,128,32,4,80.66560363769531,True,350736
2,16,1,4,1688.0968017578125,True,353533
1024,128,1,128,16.754688262939453,True,356024
512,512,1,512,62.3902702331543,True,361924
128,2,64,2,42.27481460571289,True,366039
256,1024,256,2,128.85708618164062,True,374781
1024,512,1024,1,63.35283279418945,True,380173
256,64,32,32,50.06028747558594,True,384624
512,1024,256,4,124.86656188964844,True,393302
128,32,128,4,60.29926300048828,True,398108
1024,512,1024,1,63.517696380615234,True,403446
1024,1024,1024,1,127.57913970947266,True,411984
64,1024,1,512,209.32403564453125,True,425640
16,128,16,16,372.4748840332031,True,447145
128,64,64,2,40.5852165222168,True,450963
256,32,256,1,22.08051109313965,True,454477
64,128,16,2,63.115264892578125,True,460402
1024,512,128,8,60.78873443603516,True,465374
1024,64,128,4,13.350912094116213,True,467714
32,256,16,64,392.9026489257813,True,490637
