A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
0,1,0,0,1,2,1,0,1,0,2,1,1,1,1,1,1,1000,1,1,25,5,8,2048,1,8,1,32,8,3253248,True,1980
1,1,0,0,0,1,0,2,2,1,0,1,1,1,1,1,1,1000,1,2,25,20,1,2048,1,1024,1,1,2,4491264,True,3312
0,1,1,0,0,0,2,1,2,0,1,1,1,1,1,1,1,1000,4,1,1,25,10,2048,1,32,1,8,8,9223372036854775807,False,4638
0,0,1,0,0,2,0,1,0,1,2,1,1,1,1,1,1,1000,25,2,20,1,1,2048,1,1,1,4,512,9223372036854775807,False,5927
1,0,0,1,1,2,0,1,0,1,2,1,1,1,1,1,1,1000,1,10,10,1,10,2048,1,256,1,2,4,7277568,True,7003
1,0,0,1,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,2,1,20,5,5,2048,1,16,1,8,16,1778688,True,8527
1,1,0,0,1,2,0,1,0,2,1,1,1,1,1,1,1,1000,50,1,1,4,5,2048,1,2,1,16,64,1530880,True,10235
1,0,0,1,0,2,1,0,1,0,2,1,1,1,1,1,1,1000,5,2,10,5,2,2048,1,8,1,4,64,1613824,True,11640
0,0,0,0,0,0,2,1,2,1,0,1,1,1,1,1,1,1000,1,10,5,2,10,2048,1,4,1,2,256,14812160,True,13243
0,0,1,0,0,2,0,1,1,0,2,1,1,1,1,1,1,1000,1,8,5,1,25,2048,1,1024,1,1,2,76911616,True,15251
0,0,0,0,1,1,0,2,2,1,0,1,1,1,1,1,1,1000,1,10,5,1,20,2048,1,4,1,512,1,13720576,True,16818
1,1,0,0,0,0,1,2,0,1,2,1,1,1,1,1,1,1000,1,5,4,10,5,2048,1,128,1,1,16,28435456,True,18493
1,0,1,0,0,2,1,0,1,0,2,1,1,1,1,1,1,1000,1,4,25,5,2,2048,1,1,1,32,64,9223372036854775807,False,19700
0,0,0,1,1,0,2,1,1,2,0,1,1,1,1,1,1,1000,25,20,1,2,1,2048,1,16,1,8,16,2907136,True,21961
0,0,0,0,1,2,0,1,1,0,2,1,1,1,1,1,1,1000,8,25,1,1,5,2048,1,8,1,1,256,7968768,True,23237
1,1,1,1,0,1,0,2,2,0,1,1,1,1,1,1,1,1000,5,2,20,1,5,2048,1,1,1,2,1024,9223372036854775807,False,24951
1,1,0,0,0,2,1,0,0,1,2,1,1,1,1,1,1,1000,4,5,1,50,1,2048,1,1,1,128,16,16158720,True,26644
1,0,1,1,0,2,1,0,2,1,0,1,1,1,1,1,1,1000,1,5,1,40,5,2048,1,32,1,8,8,9223372036854775807,False,27921
1,1,1,1,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,1,5,100,2,1,2048,1,2,1,64,16,9223372036854775807,False,29073
0,1,0,1,1,2,1,0,1,0,2,1,1,1,1,1,1,1000,5,50,2,2,1,2048,1,128,1,16,1,14698496,True,30974
0,1,0,1,0,1,2,0,2,0,1,1,1,1,1,1,1,1000,4,10,1,25,1,2048,1,32,1,8,8,15762432,True,32388
0,0,0,0,0,0,2,1,1,0,2,1,1,1,1,1,1,1000,1,1,5,200,1,2048,1,1024,1,1,2,13497344,True,33675
0,1,1,0,1,0,1,2,1,0,2,1,1,1,1,1,1,1000,25,2,5,4,1,2048,1,2,1,64,16,9223372036854775807,False,34746
