tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
32,8,256,64,32,2,4,32,4,512,56.6824951171875,0
4,2,64,256,8,4,16,1,1024,512,27.27731132507324,3134
8,4,128,1024,16,64,1,16,4,16,88.27289581298828,5015
4,2,16,32,32,64,256,1,512,4,174.8817901611328,6708
4,8,512,8,4,8,16,2,256,16,251.8128662109375,14020
16,64,128,256,16,32,1,1,256,32,2147483648.0,26238
32,32,32,4,32,2,256,1,1024,2,2147483648.0,37595
8,16,1024,64,8,2,16,4,64,16,1150.4957275390625,49283
64,64,64,8,128,16,8,4,16,8,2147483648.0,62941
16,32,128,256,64,8,4,256,1024,1024,31.5996150970459,67338
4,32,128,32,16,64,32,1,32,128,172.75494384765625,71077
64,8,128,8,64,8,128,4,1024,128,219.07763671875,80090
32,4,64,4,32,64,32,4,1024,512,136.6876220703125,82899
4,16,64,128,16,4,4,2,512,64,1.0024960041046145,84857
4,4,16,8,8,256,4,8,512,128,2.653183937072754,86892
16,4,128,4,16,16,8,128,128,128,26.677248001098636,88025
8,2,512,64,16,4,4,64,4,1024,98.39718627929688,89677
4,128,512,128,4,1,8,1,1024,8,2147483648.0,102119
4,128,128,512,8,64,1,2,2,16,2147483648.0,113622
4,1,8,16,4,8,128,4,1024,256,27.046911239624023,114719
4,16,64,8,4,1,32,2,256,64,60.075008392333984,116346
8,2,64,64,32,2,512,1,1024,512,95.66925048828124,120110
8,4,16,8,32,128,32,1,128,16,40.55756759643555,122123
4,2,16,512,64,128,1,1,1,2,2714.578857421875,133765
16,32,32,16,16,1,8,2,64,16,135.43218994140625,136339
16,8,64,64,64,2,1,512,64,1024,90.2481918334961,140732
32,1,4,16,128,32,8,4,512,512,3.0156800746917725,142846
16,8,8,8,32,16,128,2,1024,128,22.955007553100582,146098
32,16,32,512,32,32,1,8,8,1024,78.92991638183594,150617
16,16,64,8,16,128,4,128,64,512,34.23846435546875,152590
4,4,16,4,128,8,64,2,64,256,12.0381441116333,155275
16,2,16,256,32,16,2,512,128,1024,12.995583534240724,157960
