tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
4,2,8,8,256,16,64,8,256,256,6.547455787658691,0
16,16,16,32,256,4,1,1,4,1,2147483648.0,14087
4,1,16,8,64,4,2,32,256,32,32.06143951416016,15704
4,8,32,128,32,4,4,32,64,64,17.24928092956543,18202
4,8,16,4,128,2,8,1,128,128,71.69331359863281,20335
4,2,64,512,8,16,1,4,4,256,34.01318359375,22381
64,1,16,4,64,8,1,1,256,32,33.99270248413086,29543
8,8,8,16,64,128,2,1,8,1,786.9808349609375,32470
4,16,64,256,8,128,256,4,512,4,1365.065673828125,35540
4,64,128,512,16,16,8,2,128,16,28.653568267822266,38120
4,128,256,16,8,1,8,128,256,128,86.4901123046875,43087
16,64,256,64,16,2,1,4,64,4,81.35987091064453,52561
16,8,16,4,512,4,16,8,32,1024,31.333375930786133,54854
8,1,16,128,16,256,2,128,16,1024,4.941823959350586,61376
64,1,4,256,64,128,8,2,1024,512,7.574528217315674,63804
32,32,64,64,32,1,512,2,1024,8,1161.8447265625,69287
4,4,128,8,16,16,4,1,32,8,64.15462493896484,73645
8,8,8,4,8,1,64,1,64,32,622.4097290039062,75655
32,2,16,128,64,64,8,2,64,2,222.36160278320312,78163
8,1,8,64,8,128,16,1,128,1024,12.813311576843262,81163
16,1,32,32,16,8,8,16,8,512,10.057727813720703,83484
4,1,128,64,16,8,1,32,4,32,60.47743988037109,85106
32,1,64,4,128,1,1,2,1024,1024,2147483648.0,100283
8,8,8,512,8,256,2,8,4,8,1622.1368408203125,103204
8,8,16,128,8,128,128,4,256,128,39.2171516418457,104647
32,8,128,128,32,1,2,8,256,8,48.25088119506836,107242
8,8,16,128,128,8,512,2,1024,2,446.5080261230469,109117
8,2,16,64,8,4,1,1,128,32,27.03667259216309,110944
8,16,64,8,64,64,16,4,32,64,8.129535675048828,113494
4,128,256,64,16,8,16,16,128,32,134.5771484375,118388
4,128,512,4,8,4,1,4,256,8,71.6021728515625,127580
8,64,64,32,128,2,16,1,64,256,10.280960083007812,132030
4,4,16,4,32,1,32,2,32,256,61.55161666870117,133457
16,16,16,512,16,64,8,4,256,32,17.737728118896484,136551
64,32,32,8,64,2,8,32,1024,128,2147483648.0,148615
8,1,4,16,128,64,512,1,512,4,320.7833557128906,150106
8,1,4,256,16,512,1,1,32,2,175.48800659179688,152142
128,4,8,8,128,16,1,4,128,128,101.70470428466795,156942
8,1,16,32,16,256,8,2,256,8,14.806015968322754,159410
8,2,4,4,256,16,1,1,128,1,2539.3388671875,168877
8,2,64,128,32,4,512,2,512,512,72.6487045288086,171828
16,4,8,64,256,16,1,1,8,128,2147483648.0,184253
4,4,16,64,64,32,4,2,512,512,1.6640000343322754,186599
8,1,64,64,64,4,4,64,4,512,13.96019172668457,188909
16,8,8,4,256,8,16,2,64,2,208.2723846435547,190549
16,4,64,64,64,32,2,8,8,32,30.04825592041016,192466
32,4,8,32,32,256,16,2,128,256,6.789120197296143,194810
16,32,32,32,16,128,8,8,128,128,104.60364532470705,197435
4,16,32,32,128,32,64,4,64,512,5.325823783874512,199361
8,2,256,128,8,2,4,4,4,128,413.3314514160156,203278
16,256,512,256,16,2,2,2,256,32,2147483648.0,217560
16,2,4,32,16,64,128,8,1024,16,197.72006225585935,218839
8,4,64,64,128,8,32,1,512,128,17.028095245361328,224282
64,16,32,64,64,32,1,2,256,4,326.1890563964844,234148
128,16,64,256,128,16,256,4,512,1024,2147483648.0,246327
16,2,32,64,32,64,8,4,64,32,8.359935760498047,249103
4,32,128,8,8,64,64,8,64,512,459.1534118652344,251313
4,2,64,256,4,32,1,16,128,16,11.517951965332031,253753
64,4,32,16,64,64,2,1,1024,2,2147483648.0,266101
4,16,16,8,64,16,2,4,16,512,7.579648017883301,274533
4,4,256,512,16,16,32,2,512,2,58.19801712036133,280277
16,512,512,16,16,2,8,2,16,1024,2147483648.0,300328
32,8,16,8,32,2,1,4,128,16,123.6490249633789,302771
8,4,256,8,16,4,1,8,8,512,73.68294525146484,307037
4,1,128,4,4,16,16,1,64,16,2147483648.0,318255
4,1,32,16,16,64,32,4,1024,128,3.308543920516968,320288
4,32,128,256,4,32,8,16,32,16,177.86778259277344,321682
128,1,8,256,128,64,2,16,64,1024,3.28601598739624,323655
4,8,16,16,128,16,1,4,512,4,227.8594512939453,334825
8,2,32,16,8,256,128,2,512,64,65.29945373535156,336635
4,1,512,512,4,8,2,16,256,32,3.012608051300049,339454
8,2,32,4,32,2,2,4,128,16,8.310784339904785,341556
8,2,16,256,32,64,16,64,32,1024,5.2848639488220215,343278
128,8,8,4,128,16,4,2,64,1024,220.87680053710935,348369
32,4,8,256,32,128,4,1,4,1,3940.529052734375,354634
16,16,64,8,32,4,2,1,1024,64,35.29625701904297,362027
8,8,32,1024,16,32,8,8,256,256,1.2267520427703855,363806
8,4,32,8,256,4,32,8,32,1024,2.9808640480041504,366022
4,8,32,256,8,8,8,1,64,64,13.944831848144531,368978
4,256,256,64,4,2,32,2,256,16,779.2916259765625,375249
8,2,32,64,8,4,2,4,32,32,11.789312362670898,377588
32,32,32,16,256,8,2,4,4,1024,2147483648.0,391345
4,2,4,4,16,4,1,8,64,64,11.808768272399902,393674
8,1,8,4,64,1,16,1,32,2,722.4545288085938,395542
32,4,4,4,512,16,16,16,512,1024,10.71718406677246,398098
32,1,32,512,128,16,1,4,512,512,52.72166442871094,407856
4,1,512,8,4,16,32,8,1024,1024,34.32243347167969,413275
8,16,32,8,16,2,4,32,256,128,10.562560081481934,416113
16,8,16,16,16,64,2,32,16,512,9.41260814666748,418900
16,8,8,4,16,1,64,8,256,256,188.8675842285156,420509
128,2,32,64,128,2,1,128,4,256,303.3681945800781,423138
8,2,8,128,64,64,128,4,1024,4,71.81926727294922,424414
4,2,256,64,32,2,1,64,512,128,4.640768051147461,426676
4,16,128,32,64,4,2,1,1024,256,2147483648.0,441185
8,2,64,8,32,16,16,4,256,128,50.39923095703125,442871
4,128,128,4,8,16,2,16,256,256,79.8187484741211,447566
8,8,16,16,32,64,8,16,256,64,3.313663959503174,449728
64,2,8,16,64,128,128,1,1024,8,52.44416046142578,453987
64,16,16,8,256,8,8,4,256,128,2147483648.0,465242
8,8,128,256,8,4,2,1,256,1,2147483648.0,476651
16,16,16,64,16,16,1,16,8,64,162.23744201660156,479512
8,64,64,32,128,4,1,64,16,256,2147483648.0,497317
4,128,512,512,4,16,1,16,32,1024,90.94041442871094,501847
32,1,128,256,32,32,1,2,16,512,2147483648.0,514745
8,1,32,256,32,64,2,64,64,512,1.0455039739608765,516556
8,32,32,8,256,2,4,8,1024,512,2147483648.0,528758
32,4,64,128,64,32,2,8,2,128,30.505983352661133,530638
32,8,8,8,256,8,32,8,1024,8,903.7639770507812,533998
4,128,512,4,4,1,1,4,1,8,1872.322509765625,539325
8,1,4,8,128,4,256,4,1024,1024,8.155136108398438,541578
32,64,64,32,32,8,256,1,1024,1,2147483648.0,553753
4,32,64,4,128,4,4,1,512,32,2147483648.0,566251
4,64,1024,256,8,1,128,2,128,4,2147483648.0,578639
128,4,64,16,128,2,4,4,512,16,179.91270446777344,588263
4,128,256,4,4,2,64,2,512,256,841.7310791015625,592053
32,4,128,8,32,8,64,8,512,512,120.36505889892578,594949
4,1,128,64,4,64,4,8,64,16,32.712703704833984,596569
16,16,256,8,16,4,4,2,256,2,131.41197204589844,605933
64,8,32,16,128,2,4,16,8,32,1338.723388671875,612041
8,8,32,16,32,8,8,128,256,1024,10.34547233581543,614152
8,32,128,32,64,16,8,2,1024,32,9.047039985656738,618115
64,4,64,256,128,8,16,8,128,8,266.9609069824219,623009
16,4,16,4,16,16,4,2,64,64,8.287232398986816,625377
64,4,8,128,128,32,1,2,64,2,1129.865234375,629738
16,1,8,4,32,128,2,128,1024,128,17.84115219116211,632296
32,32,32,32,128,4,4,1,4,128,158.79270935058594,642787
16,1,8,8,128,8,8,16,64,1024,3.121151924133301,644591
4,4,1024,4,4,1,2,1,64,16,2147483648.0,660442
64,8,32,16,64,1,4,8,256,128,28.509183883666992,663060
128,1,4,8,256,16,4,32,32,32,171.03872680664062,664907
4,8,16,8,16,16,1,2,32,2,103.91859436035156,666752
8,2,256,16,32,2,8,1,16,1,2147483648.0,679752
16,2,8,16,512,8,16,32,256,256,26.043392181396484,681176
64,8,32,32,64,64,4,1,1024,128,2147483648.0,693396
256,1,8,32,256,32,1,512,128,512,901.2234497070312,696957
4,4,4,16,64,128,16,2,256,2,30.7589111328125,698142
16,8,64,512,128,8,64,8,64,1024,67.72223663330078,699837
4,16,64,64,64,1,4,2,16,32,50.746368408203125,703201
4,32,512,512,4,4,32,2,1024,1024,255.27398681640625,708029
4,1,64,8,16,2,1,128,128,512,2.762752056121826,709601
8,4,8,32,16,128,16,4,512,8,20.791296005249023,712132
4,8,32,32,256,1,512,1,512,512,159.2790985107422,713973
8,1,16,16,32,16,32,2,1024,4,46.97907257080078,715752
8,1,128,512,16,32,2,256,2,256,188.71807861328125,717109
8,1,16,256,32,16,4,1,1024,64,8.121343612670898,720355
4,2,256,4,4,4,8,32,1024,256,3.83078408241272,722353
32,1,16,128,64,16,128,4,1024,1024,11.056127548217772,724803
8,2,8,8,32,8,1,32,2,32,667.9326782226562,726995
32,64,128,32,64,8,32,1,128,512,2147483648.0,741052
4,128,128,16,32,4,32,8,128,8,696.247314453125,746408
8,8,128,256,32,8,1,64,16,128,13.02732753753662,749820
16,8,16,16,64,16,2,1,256,16,16.243711471557617,754591
8,1,16,128,128,32,1,2,8,64,2147483648.0,766366
128,1,4,4,1024,2,1,1,2,8,2147483648.0,781917
64,1,4,16,256,4,2,2,8,4,831.2319946289062,784914
8,8,32,256,16,64,1,8,512,16,8.052736282348633,787504
16,2,16,16,128,64,2,8,32,8,45.22803115844727,789117
8,1,32,16,8,32,16,2,256,16,31.69791984558105,791191
