tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
8,64,256,256,32,4,1,1,64,256,2147483648.0,0
64,16,32,4,64,4,16,8,512,256,152.43263244628906,5042
16,1,8,16,256,8,1,128,1024,128,334.9073791503906,8605
4,64,128,16,8,32,2,8,64,128,79.21561431884766,11123
4,2,8,512,64,64,4,8,512,16,14.904319763183594,14219
32,8,32,512,64,32,32,1,32,1024,58.470401763916016,21897
4,2,16,16,8,1,1,1024,4,1024,1930.4468994140625,25053
4,8,8,8,32,4,1,1,1024,16,26.56563186645508,27329
32,4,8,1024,64,128,256,2,1024,1024,41.36038589477539,29009
32,16,16,16,128,2,2,4,32,256,2147483648.0,40298
64,2,8,16,64,128,2,2,4,512,24.54630470275879,42164
16,8,16,64,16,128,64,2,64,16,221.8577880859375,43848
8,32,32,64,64,64,1,1,1024,4,2147483648.0,56160
4,32,512,1024,16,2,2,8,64,256,32.00614547729492,59710
4,4,512,128,8,1,2,8,4,8,419.3935241699219,62517
16,1,4,16,64,32,16,32,512,64,14.582783699035645,65279
16,16,128,1024,32,32,2,1,128,2,2147483648.0,77579
4,32,256,256,4,2,64,4,128,64,265.3931579589844,79697
32,4,128,128,32,1,8,8,8,128,394.7222900390625,82838
16,8,16,256,128,64,64,8,128,1024,31.671295166015625,84242
32,16,32,4,128,8,4,32,16,32,1008.6768798828124,89618
32,128,128,128,32,8,8,8,8,8,2147483648.0,103370
16,1,8,8,128,4,2,8,4,1024,3.171328067779541,105756
32,4,128,4,64,4,2,32,64,32,6.576128005981445,108005
8,8,16,1024,64,128,8,2,16,128,3.363840103149414,109978
32,64,128,16,64,16,32,16,256,128,2147483648.0,122005
32,16,64,64,32,64,4,32,1024,1024,64.14643096923828,124521
16,8,16,64,32,16,8,2,8,64,25.869312286376957,125960
4,16,32,128,128,32,1,32,128,512,2147483648.0,138258
4,128,256,16,16,4,2,4,2,16,2147483648.0,149759
8,32,32,256,16,128,16,64,512,128,104.69580841064452,152114
4,2,128,256,16,64,4,256,64,1024,1.2216320037841797,153753
32,8,16,512,32,32,2,16,4,16,1312.943115234375,156904
8,4,128,4,32,32,4,8,8,256,24.59750366210937,158555
32,16,64,32,128,1,1,64,32,256,2147483648.0,170642
4,4,16,64,4,512,8,128,32,512,44.49792098999024,172111
16,128,512,32,16,2,1,2,16,4,2147483648.0,186042
16,16,16,64,128,8,4,128,128,512,176.16383361816406,190539
32,2,32,64,128,8,64,1,256,32,16.468992233276367,199020
8,1,64,256,8,64,8,16,64,256,4.339712142944336,200817
8,8,32,128,64,4,128,1,256,4,112.18534088134766,203166
16,16,128,512,16,8,4,8,64,256,5.928959846496582,205752
4,4,32,1024,16,64,1,8,2,16,351.1705627441406,207465
8,1,4,4,32,8,1,256,8,256,313.6133117675781,209068
4,1,16,64,32,16,32,8,512,8,18.14323234558105,211711
32,1,32,64,32,2,4,4,64,4,88.02201843261719,213683
8,16,16,8,64,1,8,2,64,512,128.25599670410156,215264
8,4,8,128,128,64,128,1,256,4,80.27545928955078,216883
16,4,32,512,32,16,8,2,256,16,3.989504098892212,219755
4,1,4,4,32,2,1,16,512,1024,12.743680000305176,222394
16,16,32,4,64,1,1,4,512,1024,2147483648.0,233729
4,16,32,4,128,32,1,1,16,4,2147483648.0,248469
4,4,8,32,128,8,1,1,256,8,121.33785247802734,259333
64,16,16,1024,64,128,2,64,128,1024,383.0599670410156,264543
4,128,256,32,16,8,8,2,8,128,659.1918334960938,269940
32,1,8,16,128,32,8,32,16,32,150.84031677246094,271375
32,2,64,64,32,2,2,2,256,16,160.98098754882812,276796
4,1,128,256,8,64,1,16,1024,256,3.2962560653686523,278840
4,2,16,4,16,16,16,2,1024,128,5.656576156616211,280630
8,128,128,4,64,2,1,1,32,8,2147483648.0,298973
8,16,256,64,16,1,256,1,512,2,2147483648.0,311278
8,1,64,8,16,2,2,64,8,128,57.63276672363281,312397
8,2,128,16,32,2,4,32,64,1024,1.0536960363388062,314208
128,8,8,32,128,64,4,8,32,512,251.357177734375,319289
32,1,128,1024,32,32,16,32,32,1024,48.66048049926758,320996
16,1,32,64,128,16,16,4,1024,128,8.639488220214844,323678
16,1,8,512,32,256,8,8,128,128,4.254720211029053,325504
32,1,8,4,32,16,8,8,8,1024,8.291328430175781,327523
8,2,128,512,8,4,2,8,8,1024,53.36268615722656,328926
4,2,256,512,4,16,8,1,256,128,2147483648.0,340672
4,2,32,1024,8,64,2,1,4,16,114.14323425292967,342528
4,64,64,512,64,64,4,256,256,256,216.0056304931641,353090
8,8,128,32,32,16,16,16,64,128,6.164480209350586,354844
4,2,128,128,32,4,8,1,512,16,47.36000061035156,359283
4,2,16,4,8,32,256,2,1024,16,237.9397125244141,360674
128,4,64,4,128,2,64,16,512,64,241.97222900390625,363576
64,4,4,4,128,1,256,2,512,64,83.16108703613281,366151
4,64,64,32,8,1,64,1,1024,64,76.37401580810547,368541
256,2,8,8,1024,2,1,1,2,512,2147483648.0,388886
8,8,128,1024,32,32,128,1,256,2,201.8508758544922,396276
4,16,16,8,32,1,2,2,32,2,239.05279541015625,398693
8,32,128,64,64,2,2,1,4,1024,2147483648.0,412905
32,4,8,64,64,16,4,16,16,64,44.21222305297852,414421
4,1,64,16,32,16,2,2,32,128,18.82111930847168,426492
8,4,256,16,8,1,32,4,256,16,148.78924560546875,429266
8,64,256,8,32,2,8,16,32,64,226.19955444335935,433690
16,2,4,16,64,64,4,16,16,32,76.27776336669922,434782
4,4,4,32,256,32,16,1,128,8,20.600831985473636,437396
8,8,8,1024,32,256,64,1,256,8,56.72243118286133,438598
4,2,4,4,4,256,16,2,512,4,315.1861877441406,439888
64,16,32,512,64,32,32,16,128,16,2417.08544921875,446982
4,4,256,4,16,1,2,2,8,1024,401.9363708496094,456385
8,8,16,8,64,4,8,128,512,512,29.91923141479492,457713
4,1,4,4,32,4,8,2,512,4,37.84396743774414,458892
16,16,16,64,64,128,32,8,64,16,279.69537353515625,461353
32,8,64,256,64,4,1,512,512,512,188.89727783203125,466205
16,4,4,16,16,128,2,8,32,16,119.3144302368164,467650
4,8,16,8,32,1,8,16,512,64,34.84979248046875,468765
8,2,4,128,8,512,4,4,512,32,9.515007972717283,470681
512,1,4,4,512,1,4,64,8,128,1152.4505615234375,475320
4,1,8,16,16,8,8,4,1024,8,10.43660831451416,477601
8,16,64,4,16,2,32,16,32,16,4746.76025390625,484058
4,2,64,32,8,16,8,16,8,256,17.6046085357666,486475
8,16,64,128,8,2,4,16,16,128,57.14739227294922,487988
16,32,32,128,32,32,16,2,256,256,80.59903717041016,492734
4,4,32,256,64,16,64,16,128,512,3.3669118881225586,494463
8,2,128,1024,64,16,2,16,64,256,3.92192006111145,496950
64,4,16,32,128,64,32,2,32,8,1461.127197265625,502921
8,16,32,512,16,32,256,1,1024,8,58.23590469360352,505344
4,4,256,256,4,32,1,8,8,16,78.2581787109375,507069
16,1,32,32,32,32,4,16,256,32,3.7816319465637207,508896
64,16,32,8,256,1,128,8,256,128,2147483648.0,520122
8,8,16,8,16,1,8,16,128,1024,28.220415115356445,521400
16,256,256,64,32,4,2,32,128,1024,2147483648.0,535753
16,8,8,16,512,2,128,1,128,256,72.4879379272461,537371
8,4,256,256,8,4,2,128,512,512,2.3889920711517334,539221
8,64,64,8,16,32,4,2,16,1024,159.42349243164062,543729
4,4,64,1024,16,16,2,2,4,512,60.47743988037109,546356
32,64,128,32,32,8,128,8,128,32,2147483648.0,558408
8,1,32,4,128,8,8,32,128,64,5.879807949066162,560326
8,1,64,32,128,2,8,2,256,64,4.013055801391602,566231
16,2,4,64,32,16,2,128,8,128,455.0400085449219,567810
16,64,64,128,32,8,16,16,64,16,2147483648.0,579061
4,8,32,8,4,2,8,8,16,64,221.3079071044922,580447
32,2,16,512,32,32,128,1,256,1,3135.8115234375,587998
128,64,64,16,128,8,512,1,512,256,2147483648.0,605756
32,1,8,64,32,8,4,16,512,64,9.381888389587402,607803
16,1,64,64,64,8,8,128,64,256,15.93344020843506,610338
4,64,128,64,4,4,8,1,128,1,686.42919921875,615549
256,4,32,64,256,4,16,1,64,1024,2147483648.0,634573
8,512,512,16,16,1,16,1,1024,512,2147483648.0,649862
8,1,32,1024,128,32,1,128,64,512,15.681535720825195,653147
8,1,64,64,8,64,2,2,4,128,324.2905578613281,655788
4,16,64,8,16,2,4,2,64,8,25.398271560668945,657139
32,4,16,8,64,32,64,4,256,1024,9.060352325439451,659583
4,1,128,512,16,64,1,32,1024,256,2.093055963516236,661650
32,1,128,16,32,32,4,32,128,64,2.47705602645874,663771
4,2,32,32,64,4,2,1,512,32,38.28940963745117,672296
4,2,64,128,128,8,128,4,128,64,19.47443199157715,675125
16,2,64,32,32,2,1,2,16,512,2147483648.0,686663
16,16,32,4,128,4,4,2,512,2,194.28659057617188,690267
4,16,1024,4,4,2,4,1,32,4,2147483648.0,704902
16,16,32,8,16,64,1,1,64,8,75.10015869140625,708606
4,64,128,256,8,4,128,1,128,2,2247.162841796875,714817
64,8,32,64,256,4,8,1,32,2,2147483648.0,727127
16,64,64,16,32,2,4,1,512,1,2147483648.0,738509
32,8,32,8,256,2,64,8,64,256,121.83757019042967,741171
8,32,32,1024,16,128,16,2,128,64,11.976703643798828,744760
4,4,128,512,64,4,4,8,64,64,2.15449595451355,747435
16,1,64,128,16,64,4,2,128,512,11.999232292175291,751892
32,1,128,8,64,8,1,2,1024,32,2147483648.0,767351
8,4,16,16,32,32,32,16,64,128,22.11737632751465,770662
32,2,16,128,128,8,128,8,1024,8,122.25536346435548,772035
4,32,256,64,16,4,4,128,256,512,62.23052978515625,773638
4,8,16,1024,16,64,256,1,256,256,30.895103454589844,775182
8,1,128,64,8,1,2,32,8,1024,37.74771118164063,776281
16,4,16,16,16,8,4,4,8,1024,9.075712203979492,778597
8,4,128,1024,8,16,1,8,64,1024,3.998719930648804,781011
8,64,128,64,16,2,2,4,4,512,524.9003295898438,786245
16,16,128,16,32,32,64,8,1024,8,100.97151947021484,788703
64,1,32,256,64,16,4,1,128,32,2147483648.0,801560
32,2,16,4,128,64,1,8,16,64,25.47609519958496,803610
4,8,256,4,32,1,2,64,512,256,5.653503894805908,805806
32,2,4,512,32,256,64,4,256,512,12.933119773864746,808223
16,2,64,8,64,4,4,256,256,256,12.63923168182373,810522
16,8,32,512,16,32,16,32,512,128,19.07916831970215,813158
4,1,64,16,16,16,4,64,32,512,1.3035520315170288,814763
8,8,32,64,16,8,2,64,512,512,2.646015882492065,816310
64,8,64,8,64,16,1,64,128,128,172.9566650390625,820828
4,64,512,256,4,4,8,64,128,1024,62.50188827514648,822656
8,32,64,16,128,8,8,1,16,8,80.5580825805664,829948
64,8,32,8,128,1,64,2,128,512,2147483648.0,841258
256,4,8,32,512,8,4,4,8,1024,82.61939239501953,851951
16,32,64,64,32,64,2,1,16,16,81.21036529541016,861149
16,1,4,16,32,16,32,32,32,32,1100.937255859375,863548
16,32,128,64,16,4,4,2,512,1024,73.47404479980469,868098
16,8,8,1024,16,256,32,32,256,256,152.51455688476562,869491
4,32,64,64,8,64,128,4,1024,512,33.26259231567383,871050
8,2,32,64,64,32,64,2,256,64,4.823040008544922,873081
16,2,8,8,128,1,128,2,512,128,91.2363510131836,874353
32,16,16,64,32,8,64,4,512,4,1498.44482421875,878373
4,64,64,32,8,128,4,1,8,256,207.0569000244141,881172
64,64,128,128,64,1,2,512,32,512,2147483648.0,894798
4,2,8,16,4,16,8,4,32,1024,9.41875171661377,896959
4,8,128,16,16,2,256,4,1024,32,52.421630859375,898560
4,256,1024,256,8,2,4,64,8,1024,2147483648.0,910001
8,1,4,4,16,16,4,16,1024,64,5.643263816833496,912027
8,4,16,256,128,64,2,32,256,512,5.479423999786377,915082
16,16,32,8,32,8,4,64,64,512,20.931583404541016,918974
8,2,128,128,16,1,16,2,1024,16,83.96800231933594,923542
16,4,4,512,16,512,16,4,32,1024,14.705663681030272,925982
16,1,512,256,16,4,64,1,1024,32,2147483648.0,935991
4,1,4,16,256,8,1,16,16,32,261.7651062011719,943766
4,1,128,256,4,16,1,32,32,64,14.809087753295898,946188
16,256,256,16,32,8,1,2,128,256,2147483648.0,964433
32,4,16,8,128,8,128,4,1024,64,41.51603317260742,965911
32,1,16,4,128,16,32,2,1024,8,48.9277458190918,968585
16,128,128,8,16,16,16,32,128,128,2147483648.0,980665
16,32,32,1024,16,128,1,4,16,256,113.84320068359376,985286
4,16,64,8,8,1,1,1,256,4,94.68313598632812,988840
8,2,256,64,8,2,8,4,512,4,30.654464721679688,991892
4,2,8,32,64,4,4,32,16,1024,6.770688056945801,993823
8,2,64,128,16,16,128,4,512,128,19.056640625,996954
4,4,256,1024,8,16,128,2,512,4,212.91622924804688,1002718
32,2,64,16,32,2,2,64,16,1024,3.5287039279937744,1004416
4,512,512,4,4,1,8,1,64,1024,2147483648.0,1017295
4,8,512,16,16,1,32,16,128,1024,596.4195556640625,1019792
16,2,64,512,16,16,2,64,4,1024,21.109760284423828,1022753
4,64,512,128,4,8,2,8,256,16,7.306240081787109,1025075
4,2,4,16,8,32,2,2,2,4,2006.381591796875,1028248
4,128,256,1024,4,8,1,1,256,64,170.36492919921875,1037569
4,2,1024,256,4,4,64,2,512,128,2147483648.0,1050712
16,2,8,16,64,4,1,256,512,256,138.38233947753906,1052426
