tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
8,8,8,64,64,8,2,2,16,2,294.7553405761719,0
32,64,128,32,64,4,2,2,64,8,2147483648.0,12161
4,16,256,512,16,16,8,32,8,128,54.47987365722656,13675
64,8,64,16,128,16,1,2,128,8,2147483648.0,27745
8,8,8,8,32,16,2,32,32,512,7.602176189422607,30197
16,128,128,16,64,2,2,1,8,2,2147483648.0,44409
8,32,128,256,16,4,4,2,32,256,92.62079620361328,48773
128,8,8,8,512,1,8,8,1024,256,2147483648.0,60069
8,4,32,256,128,8,256,2,512,16,26.3505916595459,61837
4,16,64,32,128,8,2,1,512,1024,2147483648.0,76406
16,4,8,64,32,8,4,1,1024,128,14.98419189453125,79459
32,2,16,128,64,128,4,1,32,8,30.96473693847656,83347
8,4,256,128,16,2,2,4,128,64,10.514431953430176,89902
4,16,256,16,4,1,8,4,1024,8,14.527487754821776,92792
4,8,8,32,64,16,32,16,32,32,174.71795654296875,94207
4,4,8,8,32,4,512,1,512,32,90.94963073730467,95661
8,32,64,16,32,64,256,1,512,256,71.76703643798828,99681
8,8,8,4,128,16,16,64,512,64,81.33631896972656,101389
16,1,8,128,16,64,4,2,16,256,7.052288055419922,103831
4,256,1024,512,8,1,16,8,512,8,2147483648.0,115272
32,1,16,8,128,64,2,32,1024,32,51.755008697509766,116779
8,2,128,256,8,32,2,2,8,1024,176.67173767089844,120324
32,4,8,8,32,1,256,2,512,4,1601.827880859375,123203
256,1,4,4,1024,2,4,4,16,512,16.951295852661133,126965
4,4,8,4,256,32,1,16,8,64,2147483648.0,138480
8,64,1024,128,8,1,8,2,128,32,2147483648.0,152485
16,2,64,32,16,4,4,64,64,1024,1.4847999811172483,154655
64,4,16,8,128,16,2,1,1024,1024,20.118528366088867,163361
32,2,8,128,64,64,1,16,512,128,16.146432876586914,166031
4,8,128,128,64,2,1,16,16,512,5.715968132019043,170314
4,8,512,512,16,1,1,4,256,1024,2147483648.0,182763
4,1,8,8,256,16,16,1,1024,128,36.59980773925781,185935
