tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
4,2,4,64,16,32,2,128,256,256,18.1790714263916,0
32,1,64,64,128,1,1,2,8,32,2147483648.0,15088
8,64,64,256,16,16,1,8,256,512,158.24794006347656,26197
4,2,32,256,4,8,16,64,64,256,105.4924774169922,27468
32,8,8,32,512,4,1,64,8,128,2147483648.0,41249
32,4,4,64,128,64,2,1,32,256,12.873727798461914,44490
16,4,4,16,64,128,8,64,512,256,11.4268159866333,46674
64,4,4,4,512,16,2,16,1024,1024,131.5696563720703,56957
64,2,16,64,64,32,1,256,1024,512,15.19820785522461,59706
8,128,256,128,8,16,1,1,32,16,2147483648.0,71963
8,1,4,16,64,128,2,4,16,256,6.710271835327148,74021
64,1,4,8,64,2,2,32,64,32,219.95724487304688,75554
4,8,128,64,32,16,128,2,1024,8,14.163968086242676,79593
256,2,16,4,256,8,64,8,1024,64,133.86752319335938,82720
4,8,32,32,64,1,16,2,128,64,1.542143940925598,84528
4,16,64,32,32,64,8,2,128,64,0.8888319730758667,86212
64,2,32,32,128,32,2,2,1024,512,36.64691162109375,94901
8,4,256,8,32,4,2,4,16,256,14.30835247039795,108278
16,2,64,16,32,32,8,8,8,64,61.86700820922852,110265
8,8,16,128,32,8,8,1,256,8,6.664192199707031,112576
8,4,128,32,16,16,64,1,512,32,43.87123107910156,119570
8,32,64,64,64,2,4,2,8,16,69.79583740234375,122714
16,8,8,32,512,8,1,2,1,512,2147483648.0,136425
64,1,64,64,64,2,2,8,4,1024,64.49766540527344,139555
8,16,1024,32,8,2,32,1,128,1024,2147483648.0,157694
16,64,64,1024,32,64,2,128,64,128,2147483648.0,168931
8,4,16,64,128,8,1,4,1,512,20.02739143371582,176697
4,2,64,64,128,4,1,4,32,256,2147483648.0,189431
16,2,8,256,16,128,1,32,32,256,6.597631931304932,191403
16,2,32,16,32,2,1,1,4,32,45.453311920166016,198153
16,8,16,32,16,16,16,1,256,512,9.068544387817385,201119
8,16,32,8,256,4,4,8,32,256,2147483648.0,212407
