tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
4,16,32,16,32,2,2,8,128,256,33.490943908691406,0
16,32,64,256,16,4,1,2,128,8,39.85612869262695,3923
64,8,128,8,64,8,32,16,512,1024,227.55941772460935,7511
4,2,16,8,16,16,4,4,512,32,2.093055963516236,9721
128,8,16,4,256,8,32,4,128,512,2147483648.0,21046
16,64,128,64,32,1,2,2,1024,4,71.05945587158203,30720
32,8,32,8,128,2,16,1,256,512,78.84288024902344,39097
8,1,8,4,64,32,2,1,2,8,599.0707397460938,42827
4,32,64,4,32,64,8,16,32,32,44.3054084777832,44717
16,2,16,32,64,64,8,1,8,32,52.36735916137695,47386
16,4,16,16,128,16,1,16,32,256,10.34444808959961,53549
64,32,32,16,128,32,16,4,32,16,2147483648.0,65612
64,4,16,4,64,1,16,2,512,4,193.6855010986328,68805
4,16,32,1024,8,256,4,1,1024,4,13.37343978881836,72506
32,1,4,8,64,16,4,1,128,16,23.23967933654785,76737
16,16,64,128,128,16,2,64,2,64,2147483648.0,88059
16,8,8,32,32,16,2,256,256,512,108.5470733642578,89866
8,8,64,8,8,32,1,4,16,16,37.06982421875,91497
8,4,8,8,32,128,64,4,256,64,16.348159790039062,94311
4,128,256,32,8,8,1,512,2,1024,2147483648.0,105774
32,16,16,8,128,16,64,16,128,1024,49.867774963378906,110472
4,4,128,8,8,4,8,16,128,128,6.907904148101807,113606
16,4,4,128,32,256,1,2,128,16,24.10188865661621,117728
16,2,4,64,16,512,2,8,64,512,9.82323169708252,120147
8,8,16,16,16,128,4,1,512,256,3.556351900100708,122706
4,64,256,128,32,8,16,32,32,256,104.07936096191406,125240
64,1,4,32,256,8,16,1,32,1024,16.543743133544922,130750
4,1,64,256,16,16,2,16,128,128,0.8212479948997498,133057
64,32,128,64,64,8,1,1,1024,2,2147483648.0,150954
8,1,128,1024,64,16,2,2,32,16,2147483648.0,164322
8,4,64,128,32,32,8,16,1024,512,1.5677440166473389,166069
64,8,8,4,512,8,1,1,64,2,2147483648.0,180239
4,64,128,64,16,2,2,1,512,64,67.44371032714844,187802
4,16,64,128,8,64,2,64,32,256,6.916096210479736,190460
4,4,32,4,4,4,2,2,4,256,189.1471405029297,192453
8,2,8,64,128,16,2,2,512,32,28.625919342041016,194835
512,1,4,4,512,8,2,1,16,2,2147483648.0,208789
8,4,64,128,16,8,1,1,128,2,64.89702606201172,216316
8,4,8,4,16,4,8,16,512,1024,5.539840221405029,218492
4,2,4,4,4,32,2,32,256,256,7.724031925201416,220354
16,64,64,4,128,2,16,4,64,4,2147483648.0,231659
32,32,32,512,128,32,4,1,4,512,163.0320587158203,242549
64,1,4,4,256,1,2,1,8,256,132.88858032226562,246243
8,1,64,8,16,8,8,32,256,64,5.049344062805176,248485
8,8,32,4,128,4,4,2,16,4,229.8091583251953,253313
