tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
4,4,16,4,4,64,1,16,32,128,5.912576198577881,True,0
32,2,8,8,128,8,8,2,512,2,177.5114288330078,True,1656
16,8,8,16,16,2,4,32,1024,512,17.959936141967773,True,4428
8,4,128,32,8,64,64,1,64,1,2147483648.0,False,15864
64,2,16,32,256,8,1,8,8,16,211.38021850585935,True,19330
4,16,512,32,4,16,16,2,1024,2,115.21126556396484,True,23609
4,256,1024,64,4,1,256,1,1024,4,2147483648.0,False,38346
4,1024,1024,1024,4,2,16,1,64,1,2147483648.0,False,55460
8,16,16,4,8,8,1,4,1,4,4058.428466796875,True,61146
8,2,512,32,8,1,1,2,128,128,2147483648.0,False,73798
8,4,64,256,16,128,4,1,16,1,424.7173156738281,True,77534
4,32,1024,512,4,2,8,4,8,4,5085.98974609375,True,86738
8,1,4,16,8,8,1,2,4,8,515.1365356445312,True,88483
4,8,1024,4,8,1,2,1,4,1,2147483648.0,False,103276
8,2,256,32,16,1,1,1,1,4,2147483648.0,False,118468
128,2,4,4,1024,1,64,1,128,2,1328.175048828125,True,124235
8,4,128,64,64,8,8,1,8,1,1079.462890625,True,132589
4,8,1024,64,4,1,4,8,256,16,26.57689666748047,True,135159
64,32,64,128,128,4,8,64,16,1024,2147483648.0,False,147116
4,8,64,256,64,32,2,4,8,4,188.9454040527344,True,150643
32,2,4,128,128,64,512,1,512,1024,20.2475528717041,True,153501
4,4,8,16,4,128,4,4,4,4,3729.6630859375,True,158236
8,256,1024,64,8,1,1,1,8,1,2147483648.0,False,177436
256,2,8,16,1024,2,1,1,128,1,2147483648.0,False,197274
32,16,32,1024,32,128,8,4,512,16,69.89926147460938,True,199981
16,64,64,16,32,2,16,32,16,1024,2147483648.0,False,211224
128,1,8,4,1024,1,256,4,256,8,1813.3719482421875,True,215469
4,4,64,4,16,2,256,2,1024,256,80.94310760498047,True,217134
32,8,64,64,64,64,1,2,1,16,2147483648.0,False,229367
64,32,64,64,64,16,16,1,32,4,2147483648.0,False,243230
16,512,512,32,16,2,8,8,256,128,2147483648.0,False,262902
64,2,128,256,64,8,1,1,32,1,2147483648.0,False,281934
8,16,16,16,512,1,8,4,16,32,2147483648.0,False,293235
32,2,16,8,256,1,8,8,32,256,3.507200002670288,True,294958
4,128,512,4,4,8,8,16,128,1024,282.0229187011719,True,297891
4,128,1024,128,4,1,1,4,1,8,2147483648.0,False,309256
4,1024,1024,32,4,2,128,2,128,2,2147483648.0,False,325497
32,8,128,64,64,1,1,16,1,16,909.8803100585938,True,329742
4,2,256,512,4,4,4,2,32,16,111.9836196899414,True,333935
32,4,4,32,512,16,2,1,4,2,984.69580078125,True,341161
32,4,8,256,32,128,8,1,8,2,1192.6671142578125,True,344799
4,1,1024,128,4,1,1,2,2,8,2147483648.0,False,358424
128,1,8,8,128,2,2,1,1024,2,2147483648.0,False,370047
4,256,256,8,8,1,128,8,256,128,2147483648.0,False,381420
4,4,4,64,4,16,1,16,1,16,7954.87109375,True,390385
4,1,16,8,4,8,2,32,64,1024,2.209791898727417,True,391962
8,1,16,4,8,8,4,1,8,2,3031.6728515625,True,397373
8,4,4,8,16,2,16,4,64,512,19.71199989318848,True,399809
4,2,16,16,8,1,4,16,4,16,6180.1572265625,True,407023
4,2,16,4,16,2,128,8,256,256,43.094017028808594,True,408226
8,1,64,8,8,8,1,2,32,2,163.41708374023438,True,411903
