tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
4,4,4,32,8,8,4,8,1024,64,8.887295722961426,True,0
16,4,16,128,16,256,16,16,32,16,460.3484191894531,True,1980
4,16,128,512,8,8,2,16,128,16,14.576640129089355,True,5199
4,128,256,1024,8,16,8,1,64,4,305.1724853515625,True,14692
8,2,16,32,16,256,64,1,64,1,3452.820556640625,True,19760
4,32,1024,8,4,4,2,2,2,2,2147483648.0,False,32045
16,1,128,128,64,16,32,2,64,512,2147483648.0,False,43782
4,32,1024,256,8,1,2,1,64,1,2147483648.0,False,58071
4,1,512,1024,4,16,2,1,16,1,2147483648.0,False,72721
8,8,64,128,8,2,1,4,64,128,5.227519989013672,True,75091
128,4,32,16,256,1,64,8,64,512,203.7340087890625,True,79830
16,1,256,8,16,1,2,8,4,64,148.7073211669922,True,82883
8,2,4,64,16,512,4,16,16,32,307.3126525878906,True,84576
32,1,32,64,256,2,1,4,1,256,2147483648.0,False,97350
4,4,16,16,256,2,16,4,32,64,4.428800106048584,True,99399
4,2,1024,16,8,1,512,2,512,1024,2147483648.0,False,112426
4,128,1024,8,8,2,1,2,32,4,2147483648.0,False,127009
8,1,64,4,128,1,32,32,64,512,122.14988708496094,True,128294
4,4,16,16,256,2,16,1,32,64,67.20921325683594,True,130434
4,1,16,16,256,2,16,4,32,64,3.95468807220459,True,132432
4,1,16,32,8,8,1,4,1,64,130.38284301757812,True,133936
4,1,16,8,256,2,1,4,32,64,2147483648.0,False,145756
4,1,16,32,16,8,16,4,32,64,24.55244827270508,True,147151
4,1,16,16,256,2,256,2,512,64,42.72742462158203,True,148377
8,1,4,4,8,1,16,64,16,1024,1765.7047119140625,True,151191
4,2,16,16,256,2,16,4,32,64,3.95468807220459,True,153409
4,1,16,16,256,2,16,4,32,64,3.95468807220459,True,155336
4,1,16,16,256,2,16,8,32,64,8.819711685180664,True,157568
32,1,16,32,32,2,16,32,32,256,74.99673461914062,True,158663
8,1,8,8,512,2,16,4,32,64,8.243200302124023,True,160734
8,1,16,16,256,2,16,4,32,64,4.170752048492432,True,162725
4,1,16,16,256,2,16,4,32,256,1.0516480207443235,True,164263
4,1,16,16,256,2,16,4,32,256,1.0516480207443235,True,166212
4,1,16,16,256,2,16,4,32,256,1.0516480207443235,True,168320
4,1,16,16,256,2,16,4,32,256,1.0516480207443235,True,169986
4,1,16,16,256,2,8,8,16,256,4.290559768676758,True,172021
4,1,16,16,256,2,8,8,32,128,4.291584014892578,True,173999
4,1,16,16,256,2,32,4,32,256,2.4586238861083984,True,175942
16,1,16,16,128,4,16,8,32,128,15.89350414276123,True,178970
4,1,16,8,256,2,8,8,16,256,2.601984024047852,True,181032
4,2,4,128,4,32,1,1,1,1,2147483648.0,False,191613
4,1,64,32,4,1,16,2,16,512,253.085693359375,True,193609
8,16,512,4,8,8,1,1,8,32,2147483648.0,False,207733
16,4,16,4,16,4,4,4,8,32,140.95770263671875,True,209137
16,4,16,128,16,16,2,2,4,8,319.003662109375,True,210799
32,2,256,8,32,2,16,4,32,256,662.92529296875,True,222806
4,1,16,16,256,2,16,4,32,256,1.0516480207443235,True,224692
4,1,16,16,256,2,16,1,32,256,56.37836837768555,True,226901
4,8,32,4,4,32,512,2,1024,4,4295.72119140625,True,232396
4,1,16,16,512,2,16,4,32,256,0.8468480110168457,True,234457
4,1,16,16,256,2,32,4,32,256,2.4586238861083984,True,235891
4,1,16,16,256,2,16,4,16,256,1.9804160594940183,True,237680
4,1,16,16,256,2,16,4,32,256,1.0516480207443235,True,239717
4,2,32,32,256,2,16,4,32,128,1.2031999826431274,True,241996
4,1,16,16,512,2,32,4,32,256,1.264639973640442,True,244209
4,2,32,32,128,4,16,4,32,256,1.2769279479980469,True,246825
8,1,16,16,512,2,8,8,8,256,4.2045440673828125,True,249303
4,1,16,16,512,2,8,8,32,256,2.1329920291900635,True,251532
4,2,16,16,512,2,16,4,32,256,0.8499199748039246,True,253907
4,1,16,16,512,2,16,4,32,256,0.8468480110168457,True,256371
8,4,32,16,8,16,32,8,128,16,122.67008209228516,True,258090
4,1,16,16,512,2,16,2,32,256,1.2144639492034912,True,261438
4,2,16,16,512,2,16,8,32,128,3.5624959468841557,True,263507
4,2,16,16,512,2,16,4,32,256,0.8499199748039246,True,265323
512,4,4,4,512,1,128,8,128,1024,2147483648.0,False,277920
16,4,4,256,16,128,8,2,16,16,309.4415283203125,True,279512
4,128,512,4,4,16,256,4,512,512,3231.458251953125,True,285925
4,64,1024,4,4,1,2,1,64,256,2147483648.0,False,300142
64,4,8,4,128,2,32,16,64,256,266.6014709472656,True,303125
8,1,16,16,256,2,32,4,32,256,2.7402238845825195,True,305217
4,2,32,32,256,2,16,4,32,256,1.2031999826431274,True,307719
4,2,16,16,512,2,16,8,32,256,1.784832000732422,True,309651
8,1,64,16,128,1,4,4,32,1024,4.649983882904053,True,313864
4,1,16,16,512,2,16,1,32,1,724.5414428710938,True,318762
4,1,16,32,16,8,16,16,32,256,18.69209671020508,True,321856
32,1,16,16,512,2,16,4,32,256,2.0992000102996826,True,323883
8,2,128,4,64,1,1024,1,1024,1024,427.2076721191406,True,331103
4,2,16,8,512,1,16,4,32,256,1.363968014717102,True,333735
4,4,16,16,512,2,32,4,32,256,1.3486080169677734,True,336068
4,1,16,16,512,2,16,16,32,256,4.253695964813232,True,338513
16,2,16,32,32,4,4,8,16,32,51.55327987670898,True,339835
8,64,256,256,32,1,8,8,512,16,75.60192108154297,True,344640
8,4,16,4,64,2,1,2,2,64,76.09343719482422,True,348438
4,16,16,8,4,1,1,4,1,256,261.1824645996094,True,350106
8,8,1024,32,8,1,32,2,128,1024,2147483648.0,False,364380
4,1,16,8,512,1,16,4,32,256,1.3670400381088257,True,366512
4,1,16,16,512,2,16,4,32,64,3.140608072280884,True,368431
4,1,16,16,512,2,16,4,32,256,0.8468480110168457,True,371159
16,2,16,32,32,16,8,32,32,64,43.23225784301758,True,372586
4,1,32,32,256,2,16,4,32,64,2.4033279418945312,True,375081
8,1,16,16,512,2,16,4,32,256,1.0168319940567017,True,377490
4,1,16,16,512,2,16,4,32,256,0.8468480110168457,True,379940
4,1,256,512,8,2,2,2,16,64,179.3955841064453,True,386013
4,4,8,8,256,16,1,64,4,1024,2147483648.0,False,397499
32,16,128,32,64,4,16,1,32,8,2147483648.0,False,411400
16,2,64,4,16,128,2,2,2,2,2147483648.0,False,422460
8,2,128,64,16,2,4,8,16,64,13.637632369995115,True,425378
4,1,8,8,1024,1,8,8,16,256,12.378111839294434,True,428150
4,1,16,16,512,2,16,8,32,256,2.240511894226074,True,431421
4,2,16,16,512,2,32,4,64,256,0.7106559872627258,True,433450
4,2,16,16,256,2,64,4,64,512,1.7653759717941284,True,435137
4,2,16,8,512,1,32,4,64,256,1.235967993736267,True,436843
4,2,16,16,512,2,64,4,128,256,0.8509439826011658,True,438454
8,1,32,16,128,4,16,8,64,256,0.8632320165634155,True,440376
