tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,Valid,timestamp
256,64,4,1,63.75423812866211,True,0
64,256,1,2,465.8452453613281,True,1675
32,1024,1,8,508.5603942871094,True,3173
32,256,1,256,184.83404541015625,True,14636
32,32,2,32,160.97996520996094,True,24627
512,256,32,32,48.54272079467773,True,28754
8,256,4,128,882.1893310546875,True,30687
32,128,2,1,276.1799621582031,True,46459
1024,2,32,2,5.350399971008301,True,48123
512,64,512,2,23.75372886657715,True,50731
256,4,256,1,22.995967864990234,True,53356
64,512,1,512,118.9785614013672,True,61941
256,1024,32,1,121.83245086669922,True,70125
128,512,8,1,232.33126831054688,True,83788
256,2,16,1,16.219135284423828,True,86195
1024,128,2,2,112.4679718017578,True,94040
1024,128,128,2,16.665599822998047,True,96324
128,512,16,32,105.70751953125,True,103776
32,512,16,2,127.01593780517578,True,112169
2,1024,1,8,1676.416015625,True,115005
1024,16,512,1,7.036928176879883,True,116806
256,512,8,2,116.32230377197266,True,124591
16,2,1,1,252.36070251464844,True,139244
1024,512,16,32,61.49836730957031,True,144195
2,1024,1,128,1824.7711181640625,True,146995
512,512,2,16,60.14054489135742,True,151489
32,128,2,8,126.85721588134766,True,159655
256,4,2,2,15.76959991455078,True,161950
16,256,8,1,254.9135284423828,True,176963
1024,128,2,1,223.5801544189453,True,190122
512,4,1,4,9.075712203979492,True,192088
8,256,2,32,561.138671875,True,193612
64,4,32,4,83.94137573242188,True,199478
16,4,1,4,252.4016571044922,True,214467
32,1024,32,32,391.9779968261719,True,236932
2,256,2,64,1825.4049072265625,True,239894
512,32,4,1,32.0,True,243407
256,32,32,8,23.44038391113281,True,246457
256,64,4,8,17.2728328704834,True,248776
128,32,8,8,39.67078399658203,True,252666
4,16,1,8,874.8226318359375,True,254768
8,1024,8,16,561.2533569335938,True,256424
64,64,4,32,80.19660949707031,True,262253
4,256,4,16,980.0673217773438,True,264198
8,256,4,32,562.4043579101562,True,265790
512,256,1,64,33.30662536621094,True,268914
128,64,2,8,34.369537353515625,True,272277
8,512,4,256,1516.7620849609375,True,274914
2,32,2,16,1686.7379150390625,True,277531
64,32,8,8,79.57299041748047,True,283186
512,512,256,2,63.26886367797852,True,288386
32,1024,4,64,234.27891540527344,True,302400
8,16,1,1,468.3120727539063,True,304432
32,512,2,2,508.74163818359375,True,305812
128,64,8,4,31.462400436401367,True,309345
1024,32,4,4,8.691712379455566,True,311128
4,64,4,4,874.708984375,True,313255
128,256,4,8,44.75699234008789,True,317233
128,64,1,8,44.9699821472168,True,321333
2,64,1,16,1686.0784912109375,True,323993
1024,4,2,4,4.578303813934326,True,325651
32,16,32,16,248.9108428955078,True,340621
1024,128,32,16,19.42323112487793,True,343579
32,16,16,4,159.07431030273438,True,353733
256,256,2,256,51.90963363647461,True,358362
256,256,1,2,449.2933044433594,True,359904
1024,128,8,64,19.23686408996582,True,362530
8,1024,4,128,880.3276977539062,True,364308
1024,8,256,2,7.293951988220215,True,366604
64,512,32,16,120.75212860107422,True,374532
32,128,4,8,126.17011260986328,True,382699
32,256,8,8,157.84141540527344,True,392435
16,16,4,1,252.3453369140625,True,407556
64,256,2,16,68.59878540039062,True,412578
128,4,32,4,42.0208625793457,True,416191
64,64,4,32,80.19353485107422,True,422089
1024,512,4,256,59.72684860229492,True,426896
512,8,32,1,7.955455780029297,True,428784
1024,512,256,1,94.7025909423828,True,435448
8,128,8,64,884.7196044921875,True,437241
64,4,8,2,63.172607421875,True,442348
256,64,64,4,23.319551467895508,True,445628
128,512,32,32,98.35826873779295,True,452257
1024,256,1024,1,36.547584533691406,True,455558
64,512,2,128,117.45075225830078,True,463814
64,32,1,1,137.87954711914062,True,472399
64,32,32,4,81.01888275146484,True,478269
16,1024,2,16,272.7700500488281,True,494357
32,32,1,2,136.97740173339844,True,503499
512,16,8,16,10.578944206237791,True,505429
2,512,1,16,1684.9346923828125,True,508153
64,8,1,8,63.08659362792969,True,513434
16,16,16,16,378.977294921875,True,534945
512,256,8,4,32.35327911376953,True,538501
512,512,4,4,114.3336944580078,True,546925
64,32,8,2,63.043582916259766,True,551975
1024,256,16,8,30.882816314697266,True,555006
16,128,1,4,254.9063720703125,True,569836
1024,128,128,2,16.662527084350586,True,572092
256,8,1,2,22.337535858154297,True,574696
8,2,2,1,467.1744079589844,True,576360
512,16,16,2,7.921664237976074,True,578760
128,64,32,2,40.12646484375,True,582844
1024,64,4,2,29.212671279907227,True,585756
512,2,256,2,14.89510440826416,True,588109
4,256,2,4,876.5142822265625,True,589900
64,256,64,8,119.58067321777344,True,597994
4,32,4,1,873.8170776367188,True,600125
16,16,8,4,252.38937377929688,True,614960
64,64,1,64,79.07225799560547,True,620517
1024,128,16,16,16.925695419311523,True,622824
32,1,4,1,126.21311950683594,True,630772
128,128,4,64,46.27660751342773,True,634747
2,256,2,64,1825.406005859375,True,637594
32,32,8,4,126.18956756591795,True,645888
1024,16,8,4,4.417535781860352,True,647647
16,64,2,8,252.36376953125,True,662401
512,4,16,4,10.592255592346191,True,664495
8,256,8,1,466.7176818847656,True,666288
8,8,4,1,467.0822448730469,True,667672
16,128,2,2,272.4761657714844,True,683652
128,1024,64,1,136.62106323242188,True,692542
128,128,64,2,40.54732894897461,True,696337
128,8,128,4,61.30995178222656,True,701189
512,2,1,1,11.190272331237791,True,703114
256,8,8,4,16.178176879882812,True,705459
1024,32,4,2,16.04096031188965,True,707915
16,1024,1,16,356.38885498046875,True,728069
8,64,4,2,465.65478515625,True,729721
1024,4,4,1,5.685247898101807,True,731876
16,4,1,1,252.34329223632807,True,746690
16,32,4,16,315.71661376953125,True,765064
512,16,32,8,12.093440055847168,True,767586
16,64,8,32,371.1611022949219,True,788576
4,32,1,32,875.3981323242188,True,790840
256,128,8,1,63.742977142333984,True,795765
64,512,1,64,92.8911361694336,True,802641
64,512,8,8,93.14508819580078,True,809328
128,256,8,32,59.57939147949219,True,813829
512,16,1,16,9.076736450195312,True,815780
1024,64,128,2,10.705920219421388,True,817841
32,512,2,16,137.1883544921875,True,826710
128,8,64,1,40.50944137573242,True,830602
4,1,2,1,875.5609741210938,True,832536
128,1024,1,64,134.4716796875,True,841181
128,2,64,2,42.219520568847656,True,845005
128,4,32,2,41.829376220703125,True,849051
32,512,2,2,508.6177368164063,True,850491
256,16,8,8,20.85171127319336,True,853068
256,16,2,1,34.53337478637695,True,856143
8,32,4,2,466.1206970214844,True,857512
16,64,2,16,252.35353088378903,True,872080
1024,32,8,1,16.068607330322266,True,874260
1024,256,2,4,112.4874267578125,True,881941
128,64,32,4,40.42854309082031,True,885427
256,64,1,16,22.35391998291016,True,888011
8,512,1,16,466.76275634765625,True,889562
1024,128,1024,1,23.9738883972168,True,892322
128,1024,16,4,135.1761932373047,True,901470
1024,1024,256,4,121.25081634521484,True,909725
64,512,32,2,86.434814453125,True,915973
1024,16,1,1,56.84223937988281,True,920384
8,16,2,16,467.6075439453125,True,922092
512,128,32,8,21.568511962890625,True,925165
256,16,4,8,15.807488441467283,True,927355
16,16,16,8,318.7240905761719,True,945914
1,1024,1,1024,2147483648.0,False,956414
128,32,16,2,31.55660820007324,True,959653
2,1024,2,1,2777.60302734375,True,963349
4,1024,4,1,1394.62548828125,True,965642
1024,8,128,8,12.692480087280272,True,967580
256,32,8,2,17.296384811401367,True,969778
4,32,2,16,875.3663940429688,True,971667
512,128,256,1,21.015552520751957,True,974427
64,1,64,1,84.27110290527344,True,980371
256,8,2,8,15.850496292114258,True,983282
128,512,1,512,103.56224060058594,True,990733
128,512,16,8,74.04134368896484,True,996372
256,512,256,4,96.37785339355467,True,1003159
512,8,1,2,17.334272384643555,True,1005573
256,16,128,4,30.394367218017575,True,1008687
512,32,2,32,10.906623840332031,True,1010719
256,512,1,4,449.4090270996094,True,1012204
32,512,8,8,158.0175323486328,True,1022339
16,16,2,1,255.1623687744141,True,1037491
2,1024,1,2,2780.381103515625,True,1041292
32,512,32,4,161.25030517578125,True,1051673
1024,8,1,2,15.955967903137209,True,1054036
1024,1024,1,2,1774.5172119140625,True,1057090
1024,16,2,4,8.681471824645996,True,1059436
512,512,16,8,61.70828628540039,True,1064353
16,64,8,16,315.7790832519531,True,1082947
16,512,8,8,315.6346740722656,True,1100975
4,64,2,1,876.4784545898438,True,1102976
16,1024,1,256,367.1439208984375,True,1123645
256,8,32,8,24.18483161926269,True,1126355
1,64,1,32,3320.54931640625,True,1130782
8,1024,8,16,561.2472534179688,True,1132460
256,128,32,16,30.13222312927246,True,1135573
512,512,2,8,115.12525177001952,True,1143272
512,128,8,128,25.02963256835937,True,1146343
1,512,1,2,3299.736572265625,True,1150684
16,8,2,8,252.3842620849609,True,1165378
256,64,1,8,34.5794563293457,True,1168806
64,1024,32,2,149.36575317382812,True,1178675
32,64,2,2,136.94361877441406,True,1187649
1024,8,2,1,15.994879722595217,True,1189963
512,32,32,1,8.679424285888672,True,1192006
64,8,8,2,63.12857437133789,True,1196801
8,4,2,4,467.61370849609375,True,1198322
16,8,8,4,252.42112731933597,True,1213018
256,8,128,4,31.16134452819824,True,1215953
1024,512,512,2,61.71443176269531,True,1221093
256,256,2,2,227.2061462402344,True,1234945
256,8,16,1,15.808511734008787,True,1237195
8,256,8,16,562.471923828125,True,1238744
4,1024,1,128,981.3606567382812,True,1240955
32,256,2,8,137.1197509765625,True,1249797
1024,128,8,8,16.81920051574707,True,1252193
16,32,16,8,317.9939880371094,True,1270135
1024,16,32,2,5.182464122772217,True,1271964
64,8,1,8,63.08659362792969,True,1276661
128,8,1,4,31.459327697753903,True,1280091
64,1024,1,128,146.5743408203125,True,1289232
256,128,16,1,34.5425910949707,True,1292520
128,32,16,1,31.512575149536133,True,1295634
32,512,8,64,237.62022399902344,True,1309588
1024,4,512,1,7.270400047302246,True,1311998
1024,8,128,1,5.093376159667969,True,1313658
512,256,32,32,48.540672302246094,True,1317964
128,256,64,2,43.39097595214844,True,1321555
128,512,1,256,84.9438705444336,True,1327843
256,64,32,4,20.19430351257324,True,1331190
128,1024,16,64,193.5872039794922,True,1343362
64,128,8,4,62.9749755859375,True,1348245
16,1024,16,4,315.96441650390625,True,1366246
32,16,1,8,126.14553833007812,True,1374401
128,2,1,1,31.45830345153809,True,1377543
8,1024,2,512,1516.91064453125,True,1380125
128,128,16,8,39.77318572998047,True,1383789
256,1024,32,16,125.07443237304688,True,1392310
32,64,8,2,126.15987396240234,True,1400381
32,512,8,16,157.92845153808594,True,1410442
2,1,2,1,1690.79296875,True,1413304
128,64,16,8,40.03532791137695,True,1416684
16,128,1,16,254.9872589111328,True,1431624
64,1024,32,4,149.3186492919922,True,1441084
16,128,8,16,315.747314453125,True,1459041
8,8,2,8,467.6065368652344,True,1460499
1024,1024,32,1,120.0373764038086,True,1468682
512,64,64,1,11.913215637207031,True,1470759
1024,128,8,4,16.244735717773438,True,1472925
64,128,8,128,198.79833984375,True,1485122
512,256,128,1,33.974273681640625,True,1488398
64,512,1,32,89.34194946289062,True,1494547
256,256,8,128,49.67219161987305,True,1498776
1024,2,32,2,5.350399971008301,True,1500415
64,8,1,2,62.95552062988281,True,1505659
16,32,1,16,252.3617248535156,True,1520821
1024,512,32,32,60.15385437011719,True,1525618
64,32,8,4,63.05382537841797,True,1530260
1024,16,1,16,5.726208209991455,True,1532040
1024,128,2,64,16.651264190673828,True,1534852
256,512,1,1,1780.199462890625,True,1537530
16,512,2,1,1017.764892578125,True,1539626
128,256,32,1,44.71705627441406,True,1543367
256,128,1,1,449.0823669433594,True,1544847
512,32,256,2,14.07692813873291,True,1547032
1024,2,8,1,4.049920082092285,True,1548741
1024,512,8,32,59.245567321777344,True,1553326
1024,64,256,1,10.583040237426758,True,1555634
32,2,8,1,126.22335815429688,True,1563842
32,64,8,32,185.79046630859372,True,1575550
2,16,1,2,1686.0159912109375,True,1578376
16,256,1,4,356.2956848144531,True,1598507
512,1024,64,8,124.02278137207033,True,1606454
32,1024,16,1,276.30694580078125,True,1622642
256,256,8,4,34.88665771484375,True,1626184
1024,8,8,1,5.692416191101074,True,1627964
4,32,2,8,874.79296875,True,1629809
1024,512,16,4,60.63923263549805,True,1634673
1024,16,2,16,4.578303813934326,True,1636257
64,1024,1,1024,195.22457885742188,True,1648204
256,256,1,1,892.8184204101562,True,1650382
256,64,1,64,21.557247161865234,True,1653144
512,256,64,8,38.10508728027344,True,1656702
128,4,4,1,31.57094383239746,True,1659852
32,16,2,16,126.2919692993164,True,1668436
1024,32,256,4,11.916288375854492,True,1670401
2,1024,2,64,1824.8836669921875,True,1673197
64,32,1,32,63.08863830566406,True,1678004
8,16,4,16,562.545654296875,True,1679616
64,512,16,2,89.31123352050781,True,1685995
128,4,16,4,41.857025146484375,True,1689915
64,128,1,16,68.5854721069336,True,1695004
256,256,128,8,49.02912139892578,True,1699096
16,1024,2,32,315.6858825683594,True,1717241
128,32,64,2,40.35276794433594,True,1721309
512,128,4,1,113.7418212890625,True,1729146
32,512,8,64,237.5987243652344,True,1743425
256,8,64,1,20.26598358154297,True,1745917
256,1,1,1,15.808511734008787,True,1748355
256,32,128,4,30.1977596282959,True,1751718
32,256,2,128,184.7060546875,True,1762985
2,64,1,1,1687.7926025390625,True,1765726
2,128,2,128,2243.42431640625,True,1769195
16,512,16,32,471.0973510742188,True,1770700
512,128,16,4,18.48934364318848,True,1773306
16,1024,1,128,315.6807556152344,True,1791578
256,1024,128,2,130.50674438476562,True,1799945
8,64,8,8,561.9220581054688,True,1801844
16,64,4,1,253.49632263183597,True,1816861
512,256,16,64,48.4956169128418,True,1821035
512,8,2,1,17.318912506103516,True,1823338
32,4,4,1,126.17318725585938,True,1831455
128,128,32,1,34.25382232666016,True,1834534
512,16,4,4,8.687616348266602,True,1836685
256,256,2,64,37.338111877441406,True,1840117
16,32,8,1,252.36376953125,True,1854984
512,256,4,4,58.248191833496094,True,1859863
64,8,32,1,63.252479553222656,True,1864976
1024,16,1,8,8.653823852539062,True,1867020
256,1024,1,2,1780.167724609375,True,1869793
512,512,1,8,224.7034912109375,True,1883392
1024,1024,128,2,120.58316802978516,True,1891384
128,8,2,4,31.55660820007324,True,1894463
8,8,2,2,467.0689392089844,True,1895869
256,64,1,16,22.34060859680176,True,1898629
512,256,16,1,59.03257751464844,True,1903447
64,128,8,64,120.33638763427734,True,1911518
1024,64,64,8,13.403136253356934,True,1913565
4,64,4,2,873.8058471679688,True,1915529
16,128,1,1,553.1658325195312,True,1917061
16,2,8,2,252.4323883056641,True,1931502
32,1024,32,16,242.13401794433597,True,1946301
128,32,16,32,62.09331130981445,True,1951449
64,4,2,1,63.08966445922852,True,1956944
512,4,2,1,11.307007789611816,True,1959033
4,32,1,16,874.798095703125,True,1960892
512,128,64,8,26.53593635559082,True,1963624
256,512,32,4,67.95980834960938,True,1968912
256,8,32,4,21.02681541442871,True,1971689
1024,8,8,4,4.049920082092285,True,1973314
64,64,4,8,63.0568962097168,True,1978132
512,8,16,4,10.474495887756348,True,1980020
512,8,32,2,10.51852798461914,True,1981988
16,32,1,16,252.36480712890625,True,1996783
2,128,2,128,2243.198974609375,True,2000010
128,1024,1,256,132.4523468017578,True,2008720
64,256,8,2,89.27232360839844,True,2015024
64,128,2,128,93.31609344482422,True,2021362
512,2,128,1,10.53593635559082,True,2023565
128,512,32,2,75.0745620727539,True,2028967
1024,8,8,2,4.4165120124816895,True,2030686
64,1024,32,32,196.4073028564453,True,2042304
32,16,8,1,126.1322250366211,True,2050961
8,128,8,16,562.5098266601562,True,2052551
2,512,2,2,1676.338134765625,True,2055443
128,8,8,8,41.7710075378418,True,2059054
8,8,2,2,467.0351257324219,True,2060578
32,64,8,32,185.776123046875,True,2072345
1024,32,256,2,7.09119987487793,True,2074116
128,32,1,16,31.465471267700195,True,2078126
512,32,128,4,15.120384216308594,True,2080325
256,256,2,32,36.71244812011719,True,2084153
256,32,32,4,20.263935089111328,True,2087055
4,256,4,256,3027.3740234375,True,2091122
2,1024,2,2,2058.939453125,True,2094180
1024,32,8,2,8.695808410644531,True,2096033
64,64,2,64,80.7034912109375,True,2102282
1024,128,1,64,16.656383514404297,True,2104554
8,4,2,4,467.6044921875,True,2105941
32,64,1,1,275.8809509277344,True,2122415
512,4,32,4,10.659839630126951,True,2124404
32,64,16,16,186.13043212890625,True,2135905
512,128,64,1,18.42995262145996,True,2138439
1024,8,128,8,12.694527626037598,True,2140487
256,2,1,2,15.808511734008787,True,2142786
256,32,16,4,20.00281524658203,True,2145180
4,512,1,16,876.5133056640625,True,2146965
1024,16,8,8,5.244927883148193,True,2148816
128,64,4,64,46.878719329833984,True,2152883
1024,1024,16,8,118.58124542236328,True,2160869
128,8,8,1,31.540224075317383,True,2164266
256,64,8,4,17.294336318969727,True,2166594
1024,64,128,1,9.331711769104004,True,2168803
128,32,64,1,40.25958251953125,True,2172565
128,32,2,16,31.55660820007324,True,2175840
1024,512,8,64,61.01401519775391,True,2180583
256,8,64,4,24.06912040710449,True,2183352
256,128,8,4,22.44710350036621,True,2186364
