IMAGES_CACHE_LCL,IMAGES_CACHE_PRV,FILTER_CACHE_LCL,FILTER_CACHE_PRV,OUT_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WG_4_OCL_DIM,WG_5_OCL_DIM,WG_6_OCL_DIM,WG_7_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,WI_4_OCL_DIM,WI_5_OCL_DIM,WI_6_OCL_DIM,WI_7_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,INPUT_SIZE_4,WG_4,GLB_4,WI_4,LCL_4,PRV_4,INPUT_SIZE_5,WG_5,GLB_5,WI_5,LCL_5,PRV_5,INPUT_SIZE_6,WG_6,GLB_6,WI_6,LCL_6,PRV_6,INPUT_SIZE_7,WG_7,GLB_7,WI_7,LCL_7,PRV_7,runtime,Valid,timestamp
0,0,0,0,0,6,1,4,5,3,2,0,5,4,2,6,1,3,0,16,4,2,1,2,1,64,16,2,1,1,2,112,112,1,1,1,1,112,14,4,2,1,1,3,1,1,1,3,1,7,1,1,1,1,7,7,1,7,1,1,1,46412800,True,2687
1,0,0,1,1,4,1,2,6,3,0,5,6,5,3,4,0,2,1,16,1,4,2,2,1,64,1,4,4,2,2,112,14,2,2,2,1,112,28,4,1,1,1,3,1,3,1,1,1,7,1,7,1,1,1,7,1,7,1,1,1,334241792,True,7497
0,1,1,1,0,6,1,4,3,0,2,5,6,0,3,2,1,5,4,16,1,4,1,4,1,64,64,1,1,1,1,112,112,1,1,1,1,112,112,1,1,1,1,3,1,3,1,1,1,7,1,1,1,1,7,7,1,7,1,1,1,55898112,True,9957
0,1,1,1,1,0,1,2,5,6,3,4,4,2,1,6,3,5,0,16,1,16,1,1,1,64,4,8,2,1,1,112,1,8,1,14,1,112,28,4,1,1,1,3,1,1,1,3,1,7,1,7,1,1,1,7,1,7,1,1,1,66877440,True,12356
0,0,0,0,0,6,1,4,5,3,2,0,5,4,2,6,1,3,0,16,4,2,1,2,1,64,16,2,1,1,2,112,112,1,1,1,1,112,14,4,2,1,1,3,1,1,1,3,1,7,1,1,1,1,7,7,1,7,1,1,1,46413824,True,14611
0,0,0,0,0,6,1,4,0,5,3,2,5,4,6,3,1,2,0,16,4,2,1,2,1,64,2,4,1,1,8,112,112,1,1,1,1,112,1,14,8,1,1,3,1,1,1,3,1,7,1,7,1,1,1,7,1,7,1,1,1,17155072,True,16869
0,0,0,0,1,3,1,4,6,5,0,2,4,6,5,2,1,3,0,16,2,4,2,1,1,64,16,1,4,1,1,112,56,2,1,1,1,112,28,1,4,1,1,3,1,3,1,1,1,7,1,1,1,1,7,7,1,1,1,1,7,3521536,True,18609
1,1,0,1,0,5,3,4,1,2,0,6,4,3,0,6,2,1,5,16,4,1,4,1,1,64,64,1,1,1,1,112,8,2,7,1,1,112,14,1,2,4,1,3,1,1,1,3,1,7,1,1,1,7,1,7,1,1,1,1,7,18107392,True,20712
0,0,0,0,1,3,1,4,6,5,2,0,4,6,5,2,1,3,0,16,2,4,2,1,1,64,16,1,4,1,1,112,56,2,1,1,1,112,28,1,4,1,1,3,1,3,1,1,1,7,1,1,1,1,7,7,1,1,1,1,7,3522560,True,22428
0,0,0,0,1,3,1,4,6,5,0,2,4,6,5,2,1,3,0,16,2,4,2,1,1,64,16,4,1,1,1,112,56,2,1,1,1,112,28,1,4,1,1,3,1,3,1,1,1,7,1,1,1,1,7,7,1,7,1,1,1,6909952,True,24204
