tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
8,8,1024,4,8,1,128,1,512,2,2147483648.0,False,0
16,8,32,128,32,64,8,16,256,32,4.591616153717041,True,2002
4,1,8,8,256,32,4,4,128,4,551.6922607421875,True,6836
64,2,8,16,64,16,64,16,512,128,67.08735656738281,True,8602
16,256,512,1024,16,2,4,4,512,1024,2147483648.0,False,22396
16,8,256,32,16,8,64,8,512,512,153.7638397216797,True,25039
4,8,128,64,16,2,16,16,1024,256,38.52083206176758,True,26280
32,4,8,16,256,4,16,1,64,16,21.55827140808105,True,30086
4,1,32,64,8,4,4,4,4,4,1179.3111572265625,True,32583
4,4,64,32,32,2,4,4,1024,1024,1.1141120195388794,True,34441
8,2,128,128,8,64,4,32,1024,32,1.9527679681777956,True,36016
4,2,256,1024,4,16,128,2,1024,256,113.15302276611328,True,44712
8,16,512,4,16,1,4,1,64,1024,2147483648.0,False,58674
4,1,16,1024,16,64,8,2,32,8,86.55564880371094,True,60210
32,16,16,64,128,32,128,8,256,1024,44.49382400512695,True,64425
16,4,64,64,64,4,16,1,1024,256,35.895294189453125,True,71200
32,16,64,256,32,32,8,2,32,8,588.2398681640625,True,76022
4,8,512,512,8,8,2,4,32,128,29.24032020568848,True,81936
16,64,64,128,16,128,8,32,16,512,555.1431884765625,True,87121
16,64,256,256,16,1,16,1,128,4,2147483648.0,False,100870
4,1,32,512,4,16,4,16,256,128,7.811071872711182,True,102816
32,4,4,8,256,4,4,32,512,128,119.35334777832033,True,105030
32,256,256,4,32,4,2,4,512,64,2147483648.0,False,122779
16,32,256,16,16,1,512,2,1024,32,1279.204345703125,True,133711
4,32,64,256,8,128,1,1,2,64,174.34521484375,True,137428
32,16,64,64,64,16,128,8,256,256,196.1768951416016,True,141838
8,64,64,256,8,4,8,32,256,32,281.6501770019531,True,144634
16,2,32,4,256,2,4,8,16,512,2.6849279403686523,True,147211
32,4,8,8,256,1,4,2,64,32,27.884544372558597,True,150741
4,8,128,64,64,1,1,2,512,2,2147483648.0,False,165179
4,128,128,256,32,16,8,2,1024,8,29.672447204589844,True,172133
8,2,16,8,128,2,4,16,4,32,252.89523315429688,True,173893
4,256,256,32,8,2,2,16,2,512,2147483648.0,False,185266
8,32,32,32,64,2,4,16,32,64,85.08927917480469,True,189672
16,8,32,8,256,8,1,16,8,64,2147483648.0,False,201732
4,8,16,64,64,4,8,1,128,16,23.19872093200684,True,204787
4,32,64,32,8,2,16,4,512,16,18.64089584350586,True,207586
8,1,128,1024,16,32,4,128,256,128,2.588671922683716,True,209240
8,8,128,32,32,32,4,32,128,256,0.6420480012893677,True,211419
128,16,16,32,256,16,4,64,64,256,2147483648.0,False,223396
64,1,8,4,512,1,2,128,64,256,400.5662841796875,True,226467
8,2,128,512,16,16,64,16,256,128,17.157119750976562,True,229072
4,4,4,8,512,4,8,1,512,2,423.1229553222656,True,231959
16,64,64,256,32,8,256,2,512,2,2147483648.0,False,243277
16,16,32,64,32,2,2,16,128,256,26.616832733154297,True,247090
8,32,64,64,32,8,4,8,256,8,57.78022384643555,True,249332
8,1,512,512,8,8,16,4,32,64,2147483648.0,False,261065
4,8,512,1024,8,8,16,4,32,4,303.7450256347656,True,265960
8,4,8,512,8,512,16,8,256,1024,4.691967964172363,True,267822
16,4,128,8,64,1,8,32,1024,128,55.556095123291016,True,269076
32,16,128,64,64,4,2,32,512,256,40.89446258544922,True,273255
16,32,128,256,32,2,1,32,4,256,2147483648.0,False,284468
8,4,256,1024,32,8,32,1,32,32,2147483648.0,False,296862
4,32,32,1024,32,64,16,4,128,4,51.42835235595703,True,298497
4,4,256,4,8,1,1,16,1024,64,1.4325759410858154,True,300128
