tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
8,8,1024,4,8,1,4,1,16,16,2147483648.0,False,0
4,2,64,32,4,2,32,2,512,2,194.5753631591797,True,1829
4,256,512,64,4,1,64,4,128,8,2573.526123046875,True,9601
8,32,128,8,32,8,1,32,1024,512,36.08678436279297,True,20845
16,8,8,16,16,64,8,4,1024,128,5.937151908874512,True,22991
16,16,32,64,32,8,8,64,16,128,708.7472534179688,True,25781
16,32,128,128,16,16,16,2,32,512,567.140380859375,True,30882
4,16,128,64,64,2,512,2,512,4,889.4985961914062,True,34162
64,2,4,4,64,128,4,1,32,1,583.9728393554688,True,37038
4,1,32,32,8,4,2,4,4,32,55.03180694580078,True,38119
128,2,32,4,128,2,8,1,8,2,2147483648.0,False,52838
16,64,64,8,16,4,16,64,16,128,4033.756103515625,True,61663
8,8,64,64,16,8,1,16,256,16,10.954751968383787,True,64255
16,16,128,8,16,8,4,8,64,64,7.011328220367432,True,66585
4,8,256,8,4,16,256,2,256,256,2092.21435546875,True,71744
16,64,128,128,32,32,16,4,512,1024,2147483648.0,False,83047
8,16,32,32,8,64,32,32,64,256,320.532470703125,True,84812
16,1,8,16,16,2,64,1,256,512,20.03251266479492,True,88122
16,8,16,256,16,16,2,128,16,256,134.60479736328125,True,89759
128,1,8,8,512,1,128,1,128,8,381.1102600097656,True,97533
16,128,512,512,16,2,1,1,32,8,2147483648.0,False,115714
64,8,8,8,512,8,32,1,128,64,50.70336151123047,True,120578
4,1,512,32,16,1,2,64,256,1024,1.70905601978302,True,122162
4,64,128,16,8,8,2,2,16,64,68.674560546875,True,124206
4,32,64,64,32,16,32,32,128,32,240.54681396484372,True,125910
4,16,32,8,128,1,16,2,64,16,10.85747241973877,True,128180
4,16,16,16,64,8,1,4,128,1024,16.500736236572266,True,140016
64,32,64,64,128,2,4,8,64,128,2147483648.0,False,152097
8,128,256,16,16,16,1,2,16,8,2147483648.0,False,164436
4,4,32,128,128,4,256,1,256,4,168.42752075195312,True,166190
8,4,64,128,16,128,8,8,64,128,1.9824639558792116,True,167785
16,8,64,4,16,128,1,16,1,256,23.831552505493164,True,170844
8,8,16,32,8,2,4,8,512,32,10.355711936950684,True,173062
4,16,128,4,4,8,64,16,64,1024,425.734130859375,True,174604
16,32,256,32,32,4,8,64,16,512,374.3201293945313,True,179434
16,1,8,8,16,16,2,64,2,128,563.1856689453125,True,181082
8,32,256,4,8,16,2,8,4,64,276.5998229980469,True,183125
32,8,16,16,128,4,64,16,256,16,882.5528564453125,True,186451
4,8,128,32,64,4,4,16,32,512,1.070080041885376,True,188326
4,16,32,4,128,2,512,2,512,1024,59.49747085571289,True,189668
8,16,16,256,32,16,1,256,1024,256,109.45536041259766,True,194325
4,64,256,4,32,8,2,64,256,256,41.22419357299805,True,205265
64,64,64,512,128,8,4,64,16,128,2147483648.0,False,219040
