tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
8,8,64,256,16,128,32,16,512,256,3.299328088760376,True,0
4,1,4,16,4,256,1,256,128,256,20.41856002807617,True,2488
4,2,64,4,16,4,16,8,512,256,14.44761562347412,True,4839
16,8,256,128,16,1,1,32,16,512,12.03711986541748,True,7137
8,4,128,4,8,4,2,64,256,1024,0.7823359966278076,True,8726
8,8,512,128,8,2,1,1024,2,1024,310.3692932128906,True,10141
16,16,64,4,64,16,8,2,8,2,1330.196533203125,True,15678
4,4,32,8,32,128,8,8,32,256,1.6609280109405518,True,17532
8,8,16,8,16,16,2,4,32,256,2.751487970352173,True,19255
16,1,8,4,32,16,2,4,512,8,27.229183197021484,True,22584
4,16,32,32,128,16,128,2,256,2,141.45741271972656,True,23926
4,256,1024,4,4,2,2,16,32,128,450.7545471191406,True,29779
4,8,256,8,4,8,32,8,128,128,110.51007843017578,True,31564
64,1,16,4,512,1,16,1,1024,16,229.38726806640625,True,38502
8,2,16,256,16,64,16,1,64,512,12.682239532470703,True,41243
8,512,512,16,8,1,64,4,256,16,2147483648.0,False,56040
16,1,32,16,128,32,1,64,1024,512,7.098368167877197,True,58407
8,1,8,64,8,64,32,2,512,2,296.29541015625,True,59749
8,16,64,16,16,32,1,1,4,64,68.50457763671875,True,66171
4,2,8,8,4,16,128,4,1024,8,458.5021362304688,True,67718
8,1,8,64,32,64,32,2,32,512,13.820927619934082,True,70041
4,1,16,8,32,128,1,4,2,256,15.629311561584473,True,73191
128,2,4,32,128,8,4,64,8,512,348.65460205078125,True,75348
8,2,16,4,512,2,8,16,64,256,21.66886329650879,True,78520
32,8,64,512,128,16,4,1,64,2,2147483648.0,False,90749
8,32,64,16,8,2,2,512,256,1024,53.23878479003906,True,92714
4,8,64,4,4,2,8,4,512,64,6.831103801727295,True,94536
64,1,8,16,64,4,1,1024,8,1024,474.6311645507813,True,96142
4,1,4,512,4,512,2,512,128,512,39.762943267822266,True,97163
4,16,64,64,16,4,8,1,16,256,71.83360290527344,True,99575
16,1,4,16,64,128,8,4,32,64,14.385151863098145,True,101787
4,4,32,256,4,8,2,2,8,4,775.1649169921875,True,103797
8,64,512,32,8,2,16,32,32,128,713.7064819335938,True,107268
8,1,4,32,512,8,4,128,256,256,191.65696716308597,True,111280
512,2,4,8,512,16,128,1,512,16,2147483648.0,False,124356
4,32,1024,4,4,1,4,2,8,64,2147483648.0,False,136599
4,2,16,128,32,32,1,256,2,256,539.2138061523438,True,138526
16,2,128,64,64,8,4,16,4,32,36.85990524291992,True,139919
8,32,32,4,64,8,2,1,256,128,17.47148895263672,True,148187
4,2,32,512,16,16,8,4,128,512,1.7018879652023315,True,149934
16,4,4,32,256,8,1,1,1024,128,37.15584182739258,True,155943
64,4,32,16,64,64,64,4,512,4,609.2994384765625,True,158980
16,32,32,8,64,2,8,4,64,256,119.13932800292967,True,163300
16,8,128,8,16,32,32,1,512,64,2147483648.0,False,175523
4,16,256,256,4,8,64,8,256,256,82.09510040283203,True,177276
32,8,64,32,64,32,32,32,64,64,545.6168823242188,True,179946
8,1,64,4,128,8,4,8,512,1024,4.246528148651123,True,184801
4,16,16,64,128,4,8,4,256,1024,35.99871826171875,True,187502
16,2,256,256,32,1,4,4,512,32,36.66022491455078,True,198111
8,32,64,256,64,32,4,2,4,128,133.91871643066406,True,201247
256,32,32,8,256,2,8,64,16,128,2147483648.0,False,218898
8,2,4,16,256,4,4,4,4,16,252.9279937744141,True,221033
4,1,32,8,16,128,1,16,8,256,4.838399887084961,True,222874
32,64,64,16,64,8,16,4,1024,8,2147483648.0,False,234908
8,16,64,8,64,16,2,128,64,512,4.957183837890625,True,239701
16,4,8,4,32,4,4,1,8,256,22.993919372558597,True,243262
4,1,32,16,32,32,128,4,256,16,76.29209899902344,True,244646
64,1,64,512,64,64,8,4,512,4,167.32672119140625,True,249701
32,8,64,64,64,2,2,64,32,1024,24.780799865722656,True,253522
8,4,16,8,32,1,128,1,512,128,53.68832015991211,True,254970
4,1,8,16,4,16,8,1,64,2,1199.8751220703125,True,257521
16,4,16,32,256,4,2,32,32,256,18.55590438842773,True,263229
4,2,64,32,16,128,8,128,32,256,8.507391929626465,True,265211
16,4,4,8,64,64,16,1,512,8,12.641280174255373,True,267748
4,16,32,32,4,16,32,1,512,8,57.54572677612305,True,269225
8,64,1024,8,8,1,4,8,8,8,994.6787719726562,True,274994
4,8,16,4,16,32,4,32,1024,128,2.499583959579468,True,276620
4,2,64,128,4,4,8,4,16,32,124.2429428100586,True,277832
32,1,64,8,32,64,2,1,16,128,2147483648.0,False,290648
16,32,128,4,16,64,32,4,32,64,784.564208984375,True,293914
4,1,16,4,8,256,1,1024,16,1024,73.12895965576172,True,294938
16,4,32,256,64,8,1,2,4,8,543.9539184570312,True,303939
128,2,64,32,128,8,1,8,1,8,2147483648.0,False,315410
32,1,32,32,256,1,1,16,4,512,11.202560424804688,True,320013
4,16,16,32,32,4,4,1,128,16,37.73440170288086,True,321564
16,64,256,64,16,16,8,128,1024,256,54.89459228515625,True,326658
16,4,4,4,1024,2,16,8,512,128,95.14495849609376,True,328920
16,2,128,128,16,4,32,4,128,128,53.784576416015625,True,331931
4,32,512,128,4,8,16,4,16,4,6605.60791015625,True,340889
4,16,32,64,32,2,2,16,16,64,43.809791564941406,True,343236
128,1,32,64,128,16,32,1,32,256,2147483648.0,False,358659
