tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
4,64,256,128,4,1,4,16,64,512,50.31731033325195,True,0
8,2,128,16,8,8,8,8,32,16,72.5934066772461,True,2036
64,64,64,4,64,32,1,1,64,2,2147483648.0,False,15700
8,32,1024,8,8,2,32,4,1024,4,502.03955078125,True,27089
4,32,128,64,4,1,4,16,64,512,18.25996780395508,True,29990
4,64,256,128,4,1,4,16,64,512,50.29785537719727,True,31942
4,32,256,128,4,1,8,8,64,128,36.80563354492188,True,33344
4,64,256,128,4,1,8,8,64,512,92.1190414428711,True,35390
4,256,256,4,4,2,4,16,32,512,812.031982421875,True,41678
4,2,128,64,16,64,16,2,32,2,324.6366577148437,True,44805
4,4,128,32,4,8,128,1,256,1024,425.2354431152344,True,51401
8,1,8,4,256,1,1,16,4,128,101.70982360839844,True,54162
4,32,128,64,4,1,4,16,64,512,18.25996780395508,True,57691
4,64,256,64,8,1,4,16,64,1024,47.52998352050781,True,60445
4,32,128,32,4,1,4,64,64,256,41.54060745239258,True,62278
4,64,128,64,4,1,4,16,64,512,43.0909423828125,True,64267
16,2,256,8,16,16,32,1,256,1,2147483648.0,False,79287
32,16,16,4,32,4,128,2,128,512,238.6401214599609,True,82121
4,32,128,64,4,1,4,32,64,512,18.496511459350582,True,85101
128,1,8,8,128,1,4,1,64,2,401.4827575683594,True,96496
16,1,4,8,1024,2,128,1,128,32,51.1354866027832,True,98037
16,32,64,4,16,8,4,1,512,32,2147483648.0,False,109309
4,2,512,64,4,16,8,2,128,16,2147483648.0,False,120886
8,8,256,512,16,16,8,1,16,16,2147483648.0,False,133111
4,32,128,64,4,1,4,8,64,64,18.282495498657227,True,135730
4,32,128,128,4,4,4,16,64,512,9.237504005432127,True,138522
4,32,128,64,4,1,2,16,32,512,22.736896514892575,True,141994
4,32,128,64,4,1,4,2,64,1024,42.31782531738281,True,144204
4,32,128,128,4,4,4,8,64,512,9.237504005432127,True,146736
4,32,128,128,16,4,4,256,64,512,40.22272109985352,True,148321
4,32,128,128,4,4,4,16,64,512,9.239551544189451,True,150470
4,32,128,16,4,4,4,2,64,4,153.35833740234375,True,152489
4,64,256,256,4,4,4,16,64,512,39.11270523071289,True,154543
4,32,128,128,4,4,4,16,64,1024,9.237504005432127,True,156905
4,32,128,16,4,4,4,16,64,512,8.20531177520752,True,159115
4,32,64,64,64,4,4,16,64,512,55.651329040527344,True,163298
4,32,128,8,4,2,4,16,64,512,12.886015892028809,True,166041
4,2,128,16,4,64,1,2,64,4,74.7294692993164,True,168640
4,64,256,16,4,4,4,16,64,512,35.918846130371094,True,170484
4,32,128,16,4,4,4,128,64,512,39.13420867919922,True,171787
4,32,128,16,4,4,8,32,512,512,8.859647750854492,True,174214
4,4,128,16,4,4,4,16,64,512,5.198847770690918,True,176166
4,2,128,16,4,4,4,16,64,512,5.192704200744629,True,178904
4,32,128,512,4,4,4,16,64,512,17.043455123901367,True,182334
64,2,32,8,256,2,4,16,64,1024,2.3541760444641118,True,184979
4,2,128,16,4,4,4,16,64,512,5.193727970123291,True,186983
4,2,128,16,4,4,1,16,64,512,2.880511999130249,True,188668
4,2,32,64,8,4,4,16,64,512,3.746815919876098,True,190377
64,1,32,8,256,2,1,32,64,1024,7.703551769256592,True,193342
64,2,32,8,256,2,1,32,4,1024,53.30022430419922,True,197387
64,2,32,8,256,8,4,8,64,128,7.410687923431396,True,200084
64,2,32,16,256,4,4,16,64,1024,2.0725760459899902,True,201817
16,1,4,4,512,1,4,16,64,1024,42.624000549316406,True,203367
64,2,32,8,256,1,4,16,64,1024,3.304447889328003,True,205367
64,4,32,16,256,4,4,16,64,1024,17.457151412963867,True,209014
16,2,32,16,256,4,4,16,64,1024,1.32915198802948,True,211336
16,2,32,16,256,4,4,16,64,1024,1.3281279802322388,True,213634
16,2,32,16,256,4,4,16,64,1024,1.32915198802948,True,215468
16,4,512,32,16,2,4,16,64,1024,28.210176467895508,True,218123
16,2,32,16,256,4,1,256,64,1024,108.85529327392578,True,222592
16,2,32,16,256,4,4,16,64,1024,1.32915198802948,True,224332
16,2,32,4,256,4,4,16,64,256,2.1913599967956543,True,226218
8,2,32,32,64,16,8,2,64,4,21.54393577575684,True,229638
8,2,32,32,64,16,4,16,64,1024,0.4433920085430145,True,231499
8,2,32,32,64,16,4,2,64,4,51.39865493774414,True,233776
8,2,32,32,64,64,4,16,64,1024,0.447488009929657,True,235659
8,2,32,16,64,4,4,16,64,1024,0.4177919924259186,True,237543
8,2,32,32,64,16,2,16,64,1024,0.78438401222229,True,239461
8,4,32,16,64,4,4,16,64,1024,2.866175889968872,True,241900
8,2,32,128,64,64,4,16,64,1024,0.4331519901752472,True,243826
8,2,32,32,64,4,1,4,1,1024,48.84889602661133,True,249666
8,2,128,32,32,4,4,16,64,1024,0.8673279881477356,True,251506
8,4,32,256,16,8,4,16,64,1024,1.8053120374679563,True,253256
8,2,32,16,64,4,4,16,64,1024,0.4136959910392761,True,254935
8,2,32,16,64,4,2,16,8,1024,2.208767890930176,True,257055
8,2,32,16,64,4,2,16,64,1024,0.7106559872627258,True,259060
16,2,32,16,256,4,4,16,64,1024,1.3301759958267212,True,260977
64,2,32,16,64,4,4,1,64,1024,2147483648.0,False,273649
8,2,32,32,64,4,4,16,64,1024,0.466944009065628,True,275263
8,2,32,16,64,4,4,4,64,32,1.8063360452651975,True,277565
4,2,64,32,8,128,4,16,64,1024,1.943552017211914,True,279266
8,2,32,16,64,4,2,16,16,1024,1.1335680484771729,True,281078
8,2,32,64,64,4,4,16,64,1024,0.4915199875831604,True,282806
8,2,32,16,64,4,4,16,128,1024,0.4904960095882416,True,284726
8,1,128,32,32,4,4,2,64,2,60.335105895996094,True,290466
8,2,32,16,64,4,4,1,64,1,65.91590118408203,True,294231
8,2,32,16,64,4,64,2,64,4,422.0016784667969,True,296466
8,2,32,64,64,4,4,16,64,1024,0.4904960095882416,True,297936
8,2,32,8,64,1,4,8,64,64,3.7171199321746826,True,299710
8,1,8,4,64,1,4,16,64,1024,9.219072341918944,True,301857
8,16,32,16,64,4,4,16,64,1024,12.86246395111084,True,305406
