tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,Valid,timestamp
512,8,512,2,93.7922592163086,True,0
8,256,4,16,26.754047393798828,True,4184
8,256,2,1,17.253376007080078,True,7685
8,1024,8,128,8.970239639282227,True,11028
512,2,512,2,373.2777099609375,True,13265
2,512,2,64,60.53683090209961,True,18945
256,256,8,128,4.082687854766846,True,21429
1024,128,64,1,6.361087799072266,True,24605
256,64,2,1,11.386879920959473,True,27847
1024,32,64,1,23.326719284057617,True,31583
32,64,1,4,15.744000434875488,True,34950
512,128,512,2,6.2863359451293945,True,37484
1024,64,1024,1,11.175935745239258,True,41499
32,128,8,16,12.814335823059082,True,45037
64,64,64,4,12.722175598144531,True,48231
256,1024,1,1024,3.986432075500488,True,50874
1024,2,1024,1,318.7281799316406,True,52831
1024,512,1024,1,4.61516809463501,True,56086
64,128,8,2,4.426752090454102,True,59377
512,512,2,128,4.414463996887207,True,62684
1024,2,256,2,373.2725830078125,True,64588
512,64,64,16,14.131199836730955,True,67881
32,8,2,8,123.99411010742188,True,70077
512,16,2,16,36.38374328613281,True,74648
1024,512,512,1,2.0142080783843994,True,77502
1024,128,8,128,7.897088050842285,True,80267
1024,1024,1024,1,4.627456188201904,True,83010
1,128,1,128,511.0835266113281,True,85267
1024,32,512,2,24.013824462890625,True,89302
256,4,256,4,195.8277130126953,True,91138
1024,8,512,1,81.76947021484375,True,98166
512,2,512,2,373.3012390136719,True,100242
512,256,512,2,6.160384178161621,True,103198
256,2,64,1,307.2880554199219,True,105622
1024,128,1024,1,11.147263526916504,True,109059
128,512,32,32,2.061311960220337,True,112090
32,32,16,2,31.565824508666992,True,116959
8,1024,1,256,9.977855682373049,True,120264
128,16,128,8,52.72883224487305,True,125741
1024,1,256,1,609.9015502929688,True,128137
64,1024,32,32,1.1356159448623655,True,130774
64,32,8,32,25.370624542236328,True,134605
8,4,8,2,969.8560180664062,True,137102
128,64,16,64,15.140864372253418,True,140770
128,128,64,1,6.102015972137451,True,143859
512,1024,128,8,1.9251199960708616,True,146838
128,64,32,32,14.124032020568848,True,150497
256,4,4,2,112.98406219482422,True,152331
128,64,128,2,12.098560333251951,True,155499
1024,2,1024,1,317.4778747558594,True,157645
1024,32,32,4,24.89036750793457,True,161989
32,128,8,64,14.045184135437012,True,165406
1024,256,16,2,2.5333759784698486,True,168026
512,256,4,64,4.105216026306152,True,170974
16,512,4,8,5.139455795288086,True,173821
1024,8,4,1,53.05651092529297,True,178923
64,64,8,8,12.100607872009276,True,181935
4,512,1,16,19.90860748291016,True,186110
4,1024,1,32,12.579839706420898,True,189618
8,128,8,128,65.59027099609375,True,195797
1024,32,1024,1,21.97299194335937,True,200102
1024,512,128,2,2.1145598888397217,True,202666
512,512,32,32,2.0541439056396484,True,205474
512,16,512,1,41.87443161010742,True,210573
512,8,16,2,61.45638275146485,True,216171
512,1,256,1,609.8452758789062,True,218747
