tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,timestamp
256,1,256,1,24.13260841369629,0
1024,64,4,4,16.00921630859375,2551
256,16,64,4,23.5468807220459,5894
4,128,4,64,1194.0433349609375,8190
1024,32,256,1,7.270400047302246,10282
512,16,32,16,15.738880157470703,13727
1024,32,2,8,8.696831703186035,16315
1024,32,64,2,5.791744232177734,18523
1024,32,64,1,5.9903998374938965,21119
1024,64,64,8,13.422592163085938,24008
1024,128,1,8,56.85555267333984,30096
1024,1024,64,2,120.0179214477539,40130
1024,8,64,2,5.125120162963867,42318
1024,64,1,8,29.110271453857425,46819
1024,32,512,2,11.932671546936035,49869
1024,32,64,2,5.790719985961914,52199
1024,4,64,1,5.1169281005859375,54144
1024,2,64,2,5.388288021087647,56411
1024,8,32,2,5.111807823181152,58710
1024,16,64,8,7.829504013061523,60888
32,8,32,2,161.6353302001953,72733
32,8,32,2,161.6363525390625,84770
1024,16,32,2,5.095424175262451,87594
64,16,16,4,80.38604736328125,95505
512,16,32,2,10.133503913879396,98033
1024,8,1024,1,13.07033634185791,100651
128,128,32,32,98.66957092285156,109149
1024,512,32,2,60.19993591308594,116397
512,1,512,1,15.185919761657717,119475
32,32,4,32,166.11021423339844,132131
1024,1024,1,1024,119.4424285888672,142478
1024,4,128,1,5.292031764984131,145033
512,256,32,2,33.82988739013672,150256
1024,64,32,16,13.369343757629396,153688
1024,8,32,1,3.9874560832977295,156097
512,256,32,2,33.85958480834961,160673
1024,32,32,4,5.767168045043945,163169
1024,8,256,1,5.745664119720459,165303
1024,16,32,2,5.096447944641113,168009
1024,1024,256,1,195.7539825439453,181989
256,8,32,1,15.869952201843262,185473
1024,8,32,1,3.9874560832977295,188487
1024,256,32,1,30.38719940185547,193543
1024,32,32,1,5.658624172210693,196611
1024,8,32,2,5.111807823181152,199031
1024,8,512,1,7.157760143280029,201802
1024,64,32,1,8.666111946105957,204720
128,64,128,1,40.64153671264648,210668
512,8,2,1,17.324031829833984,214101
256,8,32,1,15.871999740600586,218039
1024,512,32,1,60.76620864868164,224597
512,8,1,1,31.88224029541016,228944
1024,16,128,2,5.879807949066162,231076
512,8,2,1,17.320959091186523,235187
1024,16,32,2,5.097472190856934,237233
1024,256,32,1,30.42406463623047,241821
1024,16,32,1,4.360191822052002,243679
1024,8,32,1,3.9874560832977295,246027
1024,16,128,2,5.879807949066162,248213
1024,8,32,1,3.9874560832977295,250701
1024,128,32,1,16.23244857788086,254187
1024,32,32,1,5.658624172210693,256273
1024,16,32,2,5.1025919914245605,258837
64,8,32,1,63.26067352294922,264769
2,1024,2,512,6069.30224609375,272141
1,256,1,32,3318.08984375,276417
8,16,8,4,468.3919372558594,278345
1024,64,64,1,9.273344039916992,281210
32,8,32,1,126.33395385742188,291578
1024,8,32,1,3.9874560832977295,293627
1024,8,512,1,7.221248149871826,298188
1024,4,32,1,4.009984016418457,299876
1024,128,32,32,24.27699279785156,303410
512,8,4,1,11.332608222961426,307050
1024,8,16,1,4.398079872131348,309554
1024,8,128,1,5.083136081695557,312741
64,128,64,16,196.9397735595703,327630
128,8,32,1,31.69587135314941,332775
1024,32,32,4,5.77023983001709,336101
512,8,32,1,7.963647842407227,338450
1024,8,512,1,7.152639865875244,341322
512,2,32,1,8.150015830993652,343311
1024,4,16,1,4.048895835876465,344895
1024,8,32,1,3.9884800910949703,347031
1024,2,128,2,6.190080165863037,350394
256,8,32,1,15.874048233032228,354128
64,8,8,1,63.085567474365234,361018
32,8,32,1,126.33190155029295,371847
16,16,8,16,319.7951965332031,393178
8,32,4,8,468.0744934082031,395154
256,256,2,64,37.38419342041016,400255
8,1024,2,32,561.1990966796875,402060
1024,2,1024,1,13.343744277954102,405018
1024,16,32,2,5.095424175262451,407097
1024,16,32,2,5.095424175262451,409325
1024,8,1024,1,13.09388828277588,412370
1024,2,256,1,5.913599967956543,414316
1024,128,32,32,24.27699279785156,417866
512,1024,4,4,228.0263671875,433331
1024,8,256,1,5.747712135314941,435329
1024,1,64,1,5.377024173736572,438080
512,4,8,1,8.057855606079102,440786
256,2,16,1,16.20992088317871,444933
1024,1,32,1,4.113408088684082,446952
1024,512,32,1,60.14668655395508,453518
1024,64,32,16,13.36627197265625,457290
1024,1,32,1,4.113408088684082,460382
1024,2,32,1,4.089856147766113,462934
1024,8,16,8,5.322751998901367,464816
32,64,16,32,246.53106689453125,482479
