tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,timestamp
2,128,2,128,2260.897705078125,0
128,16,64,2,40.52275085449219,5302
1024,4,128,1,5.139455795288086,7295
1024,256,256,2,31.840255737304688,11628
4,1024,1,512,1668.359130859375,14967
8,512,1,512,881.0321655273438,17382
256,1024,64,16,146.88461303710938,28454
8,1024,1,512,881.7039184570312,30599
1024,16,128,1,5.082111835479736,33043
1024,4,128,1,5.141503810882568,36206
1024,4,128,1,5.140480041503906,38543
1024,8,128,1,5.086207866668701,40977
1024,16,256,1,5.67193603515625,43699
1024,16,128,1,5.081088066101074,45957
1024,16,64,2,5.097472190856934,48942
1024,16,64,1,5.082111835479736,51893
1024,16,128,2,5.879807949066162,54201
1024,16,128,2,5.880832195281982,57016
1024,2,128,1,5.299200057983398,59312
1024,16,128,1,5.083136081695557,61917
1024,512,128,1,95.12345886230467,70239
1024,32,128,8,12.45695972442627,73502
1024,16,128,1,5.083136081695557,75782
1024,1,128,1,5.358592033386231,78276
1024,16,256,1,5.677055835723877,80452
1024,32,128,1,5.813248157501221,82635
1024,8,128,1,5.088255882263184,84937
1024,16,128,1,5.082111835479736,87248
64,1024,1,32,141.04473876953125,98921
16,1024,2,512,776.6865844726562,101407
64,2,1,1,63.073280334472656,106800
1024,1024,1,1024,120.9200668334961,115827
1024,32,128,4,7.584767818450928,117944
128,16,128,1,40.5032958984375,122868
256,16,128,1,20.24652862548828,126179
512,16,128,1,10.1396484375,129225
1024,16,128,1,5.083136081695557,131180
1024,16,128,1,5.082111835479736,133500
1024,8,128,1,5.0872321128845215,135473
1024,16,32,2,5.1609601974487305,138059
1024,1,512,1,7.65337610244751,141527
16,4,16,4,332.6668701171875,162145
64,4,64,4,97.06393432617188,170510
128,4,128,4,63.03948974609375,176615
1024,32,128,1,5.815296173095703,179338
1024,32,128,1,5.813248157501221,181933
1024,16,64,2,5.096447944641113,184501
1024,16,256,1,5.669888019561768,187362
512,16,128,1,10.140671730041504,190648
256,32,128,8,49.5994873046875,195678
1024,32,128,4,7.583744049072266,198354
1024,16,128,1,5.082111835479736,201357
1024,256,16,1,58.407936096191406,207876
1024,32,64,2,5.794816017150879,210279
1024,16,128,1,5.083136081695557,212637
1024,32,256,1,7.278592109680176,215152
1024,4,128,1,5.139455795288086,218207
1024,512,128,1,95.48390197753906,227159
512,32,2,4,17.321983337402344,230927
128,32,128,8,99.10374450683594,238765
1024,1,1024,1,13.524991989135742,241595
1024,1024,4,4,230.75942993164065,256189
1024,8,128,4,7.855103969573975,258844
1024,1024,512,1,160.7915496826172,270506
1024,1,1024,1,13.520895957946776,273662
1024,8,128,1,5.088255882263184,277543
1024,16,128,1,5.083136081695557,280561
1024,16,128,1,5.083136081695557,283403
1024,512,1024,1,63.99692916870117,289787
1024,32,128,8,12.45695972442627,293427
1024,16,128,1,5.083136081695557,295713
128,16,128,1,40.50534439086914,300888
256,4,8,1,15.828991889953612,304473
256,1024,1,1024,145.41311645507812,315565
512,256,4,2,113.74694061279295,323980
128,512,128,4,105.3112335205078,331929
1024,1,1024,1,13.523967742919922,335064
1024,16,128,1,5.083136081695557,337765
1024,16,128,1,5.084159851074219,339970
1024,16,128,1,5.082111835479736,342377
1024,4,512,1,7.276544094085693,344517
1024,128,128,1,17.136640548706055,347664
512,16,128,1,10.142720222473145,350618
1024,16,128,1,5.083136081695557,352718
512,1,64,1,10.65062427520752,356065
32,1024,1,64,185.75360107421875,368667
1024,4,1024,1,13.213695526123049,371530
1024,256,64,4,32.663551330566406,375910
1024,2,128,1,5.298175811767578,378451
1024,16,64,2,5.097472190856934,380890
1024,16,128,1,5.082111835479736,382923
1024,16,128,1,5.083136081695557,385155
1024,1,1024,1,13.528063774108888,387782
1024,8,128,1,5.088255882263184,392006
512,32,1,4,31.891456604003903,396198
1024,512,128,1,95.97030639648438,404279
1024,1,512,1,7.656447887420654,406705
512,512,32,8,65.7991714477539,412898
32,32,16,2,126.2192611694336,422012
32,64,8,8,157.9509735107422,434066
1024,32,16,4,5.952511787414551,436622
1024,16,128,1,5.083136081695557,439915
1024,8,128,1,5.086207866668701,442313
1024,16,256,1,5.808127880096436,445078
1024,8,64,2,5.249023914337158,447712
256,256,1,32,34.98393630981445,452854
32,512,1,128,158.01036071777344,464609
8,64,2,2,468.5383605957031,466417
512,16,32,2,10.13862419128418,468497
1024,32,128,1,5.815296173095703,471089
1024,16,32,2,5.158912181854248,472761
1024,32,128,1,5.814271926879883,475016
1024,2,256,1,5.935103893280029,477473
1024,16,128,2,5.879807949066162,479947
1024,16,128,1,5.083136081695557,482427
1024,16,128,1,5.083136081695557,485300
1024,2,32,1,4.091904163360596,487812
256,64,32,8,23.380992889404297,490840
1024,128,128,8,24.28313636779785,494209
512,128,512,2,23.818239212036133,498004
1024,2,4,1,4.393983840942383,500566
1024,2,16,1,4.075520038604736,503411
1024,4,32,2,5.306367874145508,506062
1024,32,32,16,7.803904056549072,509000
1024,4,8,1,4.404223918914795,511748
1024,32,16,16,7.29088020324707,514226
1024,512,128,8,61.50758361816406,519955
1024,2,4,1,4.389887809753418,522917
1024,8,8,1,5.71289587020874,524804
1024,16,16,1,5.694464206695557,527380
1024,128,16,1,29.74003219604492,531221
1024,2,512,1,7.458816051483154,534467
1024,2,64,1,5.299200057983398,536960
1024,256,16,1,58.63321685791016,542000
1024,2,128,1,5.3002238273620605,545029
128,2,16,1,32.291839599609375,550092
1024,4,16,1,4.048895835876465,552784
1024,2,64,1,5.3002238273620605,554996
1024,4,32,1,4.081664085388184,557729
1024,2,64,1,5.3002238273620605,560409
1024,4,16,1,4.048895835876465,563126
1024,8,512,2,11.95622444152832,566157
1024,128,16,1,29.721599578857425,569708
1024,1024,16,1,232.89651489257807,585221
1024,4,8,1,4.404223918914795,588202
32,4,16,1,126.24486541748048,598137
1024,8,16,2,4.048895835876465,600615
8,64,4,1,468.5660095214844,602255
1024,4,16,1,4.048895835876465,604202
512,4,16,1,8.114175796508789,606764
1024,4,16,1,4.049920082092285,609373
1024,4,64,1,5.229568004608154,612115
