A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
0,0,1,1,0,2,1,0,0,1,2,16,1,2,1,8,1,1000,2,1,1,500,1,2048,1,2,1,32,32,9223372036854775807,False,3299
1,0,0,0,0,2,1,0,0,1,2,16,1,4,1,1,4,1000,5,1,1,100,2,2048,1,2,1,16,64,168267776,True,5534
0,0,1,0,0,2,1,0,0,2,1,16,2,1,1,4,2,1000,25,1,40,1,1,2048,1,16,1,32,4,905216,True,6263
0,1,1,1,1,2,1,0,0,2,1,16,1,1,1,16,1,1000,1,200,1,5,1,2048,1,1,1,64,32,589194240,True,12197
1,1,1,0,1,2,1,0,1,2,0,16,1,1,2,2,4,1000,2,20,1,5,5,2048,1,16,1,2,64,524124160,True,17948
0,1,1,1,0,2,0,1,1,2,0,16,8,1,1,1,2,1000,1,1,250,2,2,2048,1,128,1,2,8,9223372036854775807,False,18807
1,0,0,0,1,0,1,2,0,2,1,16,2,8,1,1,1,1000,1,5,1,200,1,2048,1,8,1,16,16,391859200,True,23083
1,0,0,0,1,1,2,0,0,1,2,16,1,1,1,2,8,1000,2,5,4,1,25,2048,1,16,1,8,16,19565568,True,24550
1,0,1,1,0,0,2,1,0,2,1,16,1,2,1,2,4,1000,5,2,1,10,10,2048,1,4,1,512,1,9223372036854775807,False,25415
0,1,0,0,1,1,2,0,0,1,2,16,1,8,1,1,2,1000,4,2,25,1,5,2048,1,1,1,2048,1,9408512,True,26206
1,0,0,1,0,2,1,0,0,2,1,16,1,4,4,1,1,1000,1,125,1,8,1,2048,1,4,1,16,32,196334592,True,28603
1,1,1,1,0,2,1,0,1,2,0,16,2,1,2,1,4,1000,4,5,10,1,5,2048,1,32,1,2,32,14194688,True,29878
1,0,0,0,0,1,2,0,1,2,0,16,1,4,2,2,1,1000,10,4,25,1,1,2048,1,64,1,1,32,3733504,True,30746
1,1,0,1,1,2,1,0,1,2,0,16,2,4,1,1,2,1000,10,1,5,10,2,2048,1,8,1,4,64,6390784,True,31877
0,0,1,1,1,0,2,1,1,2,0,16,2,2,4,1,1,1000,5,1,1,1,200,2048,1,4,1,16,32,9223372036854775807,False,32836
0,1,0,0,1,1,2,0,0,2,1,16,4,1,1,4,1,1000,2,50,10,1,1,2048,1,1,1,128,16,12405760,True,33801
1,0,1,1,0,2,0,1,0,2,1,16,1,1,1,8,2,1000,1,1,100,5,2,2048,1,16,1,8,16,9223372036854775807,False,34669
0,1,1,1,1,0,2,1,1,2,0,16,1,1,8,1,2,1000,5,1,1,100,2,2048,1,512,1,4,1,7831552,True,36155
1,0,1,1,0,1,2,0,1,0,2,16,1,8,2,1,1,1000,1,5,25,1,8,2048,1,16,1,2,64,9223372036854775807,False,36919
0,1,0,0,1,0,1,2,2,1,0,16,4,1,4,1,1,1000,50,1,4,1,5,2048,1,4,1,8,64,569344,True,37848
0,0,1,1,1,1,2,0,0,2,1,16,4,1,4,1,1,1000,4,5,1,10,5,2048,1,16,1,8,16,11129856,True,39005
0,1,0,1,0,1,0,2,2,0,1,16,1,4,1,2,2,1000,1,100,5,2,1,2048,1,4,1,64,8,283698176,True,42027
0,1,0,1,0,1,0,2,1,0,2,16,1,1,8,1,2,1000,10,25,1,2,2,2048,1,16,1,4,32,23156736,True,43211
1,0,1,0,0,1,0,2,0,2,1,16,2,2,1,4,1,1000,2,1,1,10,50,2048,1,4,1,256,2,9223372036854775807,False,44162
0,0,1,0,0,2,1,0,2,1,0,16,2,1,1,4,2,1000,2,5,4,1,25,2048,1,32,1,8,8,84127744,True,45729
0,1,1,1,0,0,1,2,1,2,0,16,1,1,4,4,1,1000,1,4,250,1,1,2048,1,8,1,8,32,9223372036854775807,False,46429
0,1,1,0,0,1,0,2,0,2,1,16,8,1,1,1,2,1000,1,8,125,1,1,2048,1,4,1,128,4,9223372036854775807,False,47127
0,0,1,1,0,0,1,2,2,0,1,16,8,2,1,1,1,1000,1,5,4,50,1,2048,1,8,1,64,4,9223372036854775807,False,47989
0,0,1,1,0,1,2,0,1,0,2,16,1,4,1,2,2,1000,2,1,4,125,1,2048,1,4,1,256,2,9223372036854775807,False,48803
0,0,1,0,0,1,0,2,2,0,1,16,1,8,1,1,2,1000,25,10,1,1,4,2048,1,512,1,1,4,61340672,True,50085
