A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
0,0,0,1,1,0,1,2,1,2,0,1,1,1,1,1,1,1000,25,1,2,2,10,2048,1,4,1,128,4,715776,True,2266
0,1,1,0,1,0,1,2,1,2,0,1,1,1,1,1,1,1000,10,1,2,10,5,2048,1,16,1,64,2,9223372036854775807,False,3149
1,1,0,1,0,2,0,1,2,0,1,1,1,1,1,1,1,1000,2,5,1,100,1,2048,1,4,1,512,1,30208000,True,4076
0,1,0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,1000,20,50,1,1,1,2048,1,2,1,16,64,2766848,True,5178
1,1,1,1,0,0,2,1,2,0,1,1,1,1,1,1,1,1000,2,20,25,1,1,2048,1,256,1,2,4,3086336,True,6019
1,0,1,0,0,1,2,0,1,2,0,1,1,1,1,1,1,1000,5,5,20,1,2,2048,1,256,1,1,8,531456,True,7064
0,0,1,0,1,0,2,1,2,1,0,1,1,1,1,1,1,1000,25,4,1,10,1,2048,1,8,1,16,16,4636672,True,8239
1,0,0,0,1,2,1,0,1,2,0,1,1,1,1,1,1,1000,20,1,1,50,1,2048,1,64,1,8,4,1859584,True,9469
0,1,1,1,1,0,1,2,2,0,1,1,1,1,1,1,1,1000,10,4,5,1,5,2048,1,4,1,1,512,9223372036854775807,False,10439
0,1,1,1,1,2,0,1,2,0,1,1,1,1,1,1,1,1000,2,1,50,10,1,2048,1,2,1,128,8,9223372036854775807,False,11797
0,1,1,0,1,2,0,1,1,2,0,1,1,1,1,1,1,1000,4,1,1,2,125,2048,1,2,1,256,4,9223372036854775807,False,13560
0,1,0,0,0,1,2,0,2,0,1,1,1,1,1,1,1,1000,2,10,50,1,1,2048,1,8,1,32,8,1516544,True,14727
0,1,1,0,1,0,1,2,1,2,0,1,1,1,1,1,1,1000,1,8,5,5,5,2048,1,2,1,32,32,9223372036854775807,False,15815
1,0,1,1,1,0,1,2,0,1,2,1,1,1,1,1,1,1000,50,1,1,4,5,2048,1,64,1,32,1,1104896,True,17159
0,1,1,0,0,2,1,0,2,1,0,1,1,1,1,1,1,1000,1,5,5,5,8,2048,1,4,1,2,256,9223372036854775807,False,18181
0,1,1,1,1,2,1,0,0,2,1,1,1,1,1,1,1,1000,2,20,25,1,1,2048,1,2,1,512,2,9223372036854775807,False,19049
1,1,0,1,0,1,2,0,1,2,0,1,1,1,1,1,1,1000,5,4,25,2,1,2048,1,4,1,128,4,310272,True,19732
1,0,1,1,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,40,1,1,5,5,2048,1,1024,1,1,2,4529152,True,21130
0,0,0,0,0,2,1,0,1,2,0,1,1,1,1,1,1,1000,2,4,1,1,125,2048,1,8,1,16,16,32548862,True,22779
