tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
1024,8,8,4,1024,1,2,64,128,512,2147483648.0,0
8,16,128,1024,8,32,16,32,512,32,23.49977684020996,3260
4,16,1024,512,4,2,1024,1,1024,32,2147483648.0,17692
4,1,128,1024,64,8,1,16,1,1024,152.80947875976562,27247
4,4,16,32,256,16,2,4,2,16,218.7612152099609,32896
4,2,4,64,128,64,1,256,4,1024,177.15609741210938,35980
8,4,4,32,128,32,2,1,2,1,3398.021240234375,41731
16,16,64,1024,32,64,2,4,8,4,172.00845336914062,44191
4,128,512,4,4,16,2,4,64,8,185.49554443359372,47062
4,2,1024,512,4,1,2,128,2,128,1254.4859619140625,49690
32,64,64,32,64,1,64,1,256,8,2147483648.0,61798
8,2,512,8,8,1,2,1,2,16,2147483648.0,77428
8,32,128,512,8,32,16,32,512,32,81.10591888427734,79141
8,16,128,1024,8,32,16,32,512,32,23.49260711669922,82288
8,32,256,1024,8,16,16,32,512,32,88.37529754638672,84342
8,16,128,1024,8,32,32,16,1024,16,27.71455955505371,86075
4,32,512,1024,4,8,16,32,512,32,22.925312042236328,89348
8,16,128,1024,8,64,16,32,512,32,22.185983657836918,92945
8,8,64,1024,8,128,16,32,512,32,11.579392433166504,95391
8,16,128,1024,8,32,16,32,512,32,23.49363136291504,98397
8,16,64,1024,8,128,32,16,512,32,43.15033721923828,100015
16,8,32,512,16,128,32,32,512,32,158.85311889648438,101729
16,4,64,512,16,128,16,16,512,32,4.492288112640381,103979
8,8,64,1024,8,128,4,32,256,32,7.53868818283081,106016
8,4,64,512,8,32,16,16,128,32,21.85932731628418,109349
16,4,64,512,16,128,16,16,512,32,4.492288112640381,111395
16,4,64,512,16,128,16,32,512,256,3.246079921722412,113515
4,8,256,512,4,32,16,32,512,64,4.695040225982666,116066
8,4,64,512,8,128,16,32,512,256,2.96345591545105,117942
16,4,64,1024,16,128,16,32,256,256,4.419583797454834,119946
8,4,256,1024,8,32,32,16,1024,256,8.835071563720703,122657
16,2,64,512,16,64,16,32,512,256,3.1549439430236816,124594
4,8,256,512,4,32,8,32,128,256,3.513344049453736,126675
8,4,64,512,8,64,16,64,512,256,4.593664169311523,129136
8,4,64,512,8,128,16,32,512,256,2.964479923248291,130759
8,4,64,512,8,128,32,16,1024,256,4.595712184906006,133120
8,4,64,512,8,128,16,32,512,256,2.96345591545105,135024
4,2,64,512,4,128,32,16,1024,512,6.634496212005615,137259
8,4,128,512,8,32,8,64,512,256,1.866752028465271,139385
8,4,64,512,8,64,16,32,256,256,4.117504119873047,141637
8,4,128,512,8,32,8,64,512,256,1.866752028465271,143692
8,4,128,512,8,32,8,64,512,256,1.866752028465271,145678
4,4,128,512,4,32,8,64,256,256,3.410943984985352,148162
4,4,128,512,4,32,8,64,512,128,3.410943984985352,150384
8,4,64,512,8,64,16,64,512,256,4.599808216094971,152436
8,8,128,512,8,64,8,32,128,256,2.3889920711517334,154941
4,8,256,512,4,16,8,128,512,128,4.81382417678833,157468
8,4,128,512,8,32,8,64,512,256,1.866752028465271,159321
4,4,128,1024,4,32,8,16,512,256,2.119679927825928,161556
8,4,128,256,8,16,8,32,128,256,2.608128070831299,164030
8,16,128,512,8,16,8,64,512,256,9.71878433227539,166888
8,4,128,1024,8,32,16,32,512,256,3.0494720935821533,169031
8,4,128,512,8,32,8,64,256,256,2.5221118927001958,171184
4,4,32,512,8,128,8,128,512,256,5.997568130493164,174104
8,4,128,512,8,64,8,64,512,256,1.639423966407776,175922
8,4,128,512,8,32,4,128,512,256,1.911808013916016,177725
