tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
8,1,8,32,8,512,64,1,128,32,165.5347137451172,0
16,4,8,64,128,8,1,32,256,128,81.13970947265625,4677
8,8,16,8,8,2,1,2,1,4,2668.72412109375,8952
32,2,8,8,512,1,2,2,1024,64,2147483648.0,20388
16,4,8,64,64,8,1,32,256,128,37.05753707885742,22711
16,4,8,64,128,8,1,32,128,128,74.37926483154297,26915
16,4,8,64,128,8,1,32,256,128,73.84575653076172,31208
16,4,8,32,128,4,1,32,256,128,79.50643157958984,36075
32,4,16,32,512,2,16,8,16,8,947.578857421875,38470
4,2,4,4,4,128,2,16,256,16,35.706878662109375,39698
8,4,4,4,8,4,8,8,64,8,966.1522216796876,42195
4,128,1024,64,8,1,128,2,256,16,2147483648.0,54586
4,2,4,4,4,128,2,8,256,16,26.556415557861328,56273
4,2,4,512,4,128,2,16,256,16,44.09344100952149,58003
4,2,4,4,4,2,2,256,256,1024,102.87308502197266,59293
4,2,4,4,4,16,2,16,256,16,33.950721740722656,60526
32,4,16,4,64,16,8,1,16,32,46.5797119140625,64283
4,4,512,128,16,1,16,1,16,1,2147483648.0,77045
4,32,64,512,8,64,2,2,4,2,609.9199829101562,79026
8,8,1024,16,8,2,2,1,512,64,2147483648.0,98444
4,4,32,4,4,64,2,8,256,16,11.874303817749023,100944
4,8,512,8,4,8,2,32,256,64,1.3209600448608398,102877
4,2,4,32,4,128,2,8,256,16,20.37248039245605,105996
4,16,1024,4,4,4,64,8,256,16,1442.2467041015625,110785
4,8,512,8,4,8,2,32,256,64,1.3209600448608398,112926
4,8,512,8,4,8,2,8,256,8,9.649151802062988,116687
4,1,512,8,4,8,2,32,256,64,1.2165119647979736,119048
4,8,512,8,4,8,32,4,256,4,488.6998901367188,122987
4,1,512,512,4,4,4,32,1024,64,1.7776639461517334,125332
8,32,512,8,16,4,2,2,256,2,2147483648.0,137603
4,1,512,64,4,8,2,8,256,64,6.08460807800293,142567
4,8,512,8,4,8,2,32,256,64,1.3209600448608398,145028
4,1,512,8,4,16,2,32,256,64,1.1560959815979004,148365
