tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
8,16,128,16,16,2,4,2,4,32,165.02169799804688,0
4,256,512,4,16,1,32,16,64,128,2147483648.0,11416
4,16,512,16,4,2,1,1,2,32,2147483648.0,23730
8,16,16,8,8,4,4,2,4,2,5820.90673828125,30819
8,8,32,128,256,8,4,32,8,1024,4.562943935394287,36894
32,256,256,8,32,2,4,256,64,256,2147483648.0,54713
4,1,512,16,16,1,32,1,32,1,2147483648.0,68849
32,4,8,8,128,8,16,2,64,4,111.74092864990234,70792
4,2,1024,4,4,2,1,2,2,2,2147483648.0,83847
8,2,64,64,8,64,1,2,2,2,3554.46484375,89598
32,2,128,512,64,4,16,64,1024,128,26.393600463867188,91467
4,32,128,1024,8,8,2,1,4,8,219.99717712402344,95267
256,2,16,64,256,4,512,1,1024,1,2147483648.0,110243
8,1,32,128,16,128,128,2,512,512,15.568896293640137,113727
4,1,1024,16,4,4,2,32,128,64,6.194176197052002,116897
4,2,64,4,4,8,1,1,4,1,2257.397705078125,122803
8,8,32,128,256,8,4,32,8,512,8.542207717895508,128582
8,16,32,128,256,8,4,32,8,1024,2147483648.0,139882
8,8,16,64,256,8,16,8,32,1024,31.32313537597656,141955
8,16,64,128,128,8,4,16,8,1024,58.470401763916016,146869
16,2,256,512,16,2,1,16,8,16,254.2213134765625,149582
64,1,16,32,256,2,16,1,1024,64,78.52851104736328,157715
64,8,16,4,512,2,128,4,128,64,287.76446533203125,162540
8,128,128,32,64,1,2,4,32,32,2147483648.0,176480
8,8,32,128,256,8,4,1,8,1,2147483648.0,188880
8,8,32,128,256,4,4,32,8,1024,27.107328414916992,194006
4,8,512,256,16,1,4,32,8,1024,68.98175811767578,195965
8,8,32,64,256,4,4,32,8,1024,7.783423900604248,201729
32,8,8,16,32,8,2,8,2,16,2344.4765625,206012
4,256,512,512,8,2,1,4,1,16,2147483648.0,218481
4,128,1024,64,4,2,1,4,64,4,249.17811584472656,228233
512,8,8,4,1024,1,16,2,32,8,2147483648.0,242596
4,1,1024,1024,4,2,1,128,2,512,1827.2666015625,245551
8,8,128,16,32,16,2,1,4,4,2147483648.0,257909
8,16,32,64,256,4,8,16,16,1024,14.726143836975098,263953
8,16,64,256,128,8,4,32,8,256,16.273408889770508,270059
8,8,32,128,256,8,2,64,8,1024,8.250368118286133,290605
8,4,32,128,256,8,4,32,8,1024,3.3966081142425537,294498
8,8,32,128,256,8,4,8,8,16,141.486083984375,299349
8,8,32,128,256,8,4,16,8,128,17.05779266357422,305592
128,4,32,256,256,8,4,32,8,1024,35.98233413696289,310179
8,32,32,128,256,8,4,32,8,1024,2147483648.0,322451
8,4,32,128,256,8,2,64,2,1024,20.26700782775879,328899
4,8,128,256,16,64,1,64,8,1024,5.355519771575928,331595
8,4,32,128,256,8,4,32,8,1024,43.07046508789063,333817
8,2,32,128,256,8,4,32,8,1024,2.1985280513763428,336696
8,4,32,128,256,8,2,64,8,1024,5.335040092468262,342259
8,4,32,128,256,8,4,32,8,1024,3.3955841064453125,345702
8,2,32,128,256,8,4,32,8,1024,2.1985280513763428,348006
4,4,1024,256,8,2,2,64,2,1024,315.86407470703125,349637
8,2,32,128,256,8,4,2,8,4,2147483648.0,361243
8,2,32,8,256,8,2,64,8,1024,3.012608051300049,364764
8,8,8,16,1024,2,4,32,4,1024,2147483648.0,377009
8,2,32,128,256,8,64,1,512,1024,35.88710403442383,379748
8,2,32,128,256,8,4,32,8,256,7.932928085327148,382530
64,2,32,128,256,8,4,32,8,1024,2.798592090606689,385301
32,2,32,32,256,1,4,32,8,1024,11.779071807861328,387840
8,1,32,128,256,8,4,32,8,1024,1.7694720029830933,391130
128,2,32,128,256,8,4,32,8,1024,24.4899845123291,393684
8,2,32,128,256,8,8,16,8,1024,2.8774399757385254,395650
8,1,32,128,256,8,2,64,8,1024,2.455552101135254,400525
256,16,32,128,256,8,4,32,8,1024,2147483648.0,414441
8,1,32,32,64,1,16,16,64,1024,33.25132751464844,415959
4,1,32,256,4,64,4,32,8,1024,11.45139217376709,418625
8,1,32,128,256,8,4,8,8,1024,12.76518440246582,424825
8,1,32,64,256,4,8,16,8,1024,2.190335988998413,427063
8,1,32,256,128,16,1,64,8,1024,6.569983959197998,430337
8,16,128,64,64,1,4,16,8,128,46.65139389038086,432919
8,1,32,8,256,8,4,32,8,1024,1.6640000343322754,436088
4,16,256,256,32,8,4,2,8,2,994.428955078125,446123
8,1,32,32,256,1,4,128,8,1024,49.45920181274414,447576
8,1,32,32,256,8,4,32,8,1024,1.2298239469528198,450660
4,1,32,64,8,64,4,2,8,1024,35.48672103881836,452458
8,1,32,32,128,16,4,32,8,1024,1.227776050567627,454960
8,1,32,32,256,8,4,32,4,1024,2.4535040855407715,458009
8,1,32,32,256,8,4,32,128,1024,1.3363200426101685,460765
4,1,128,64,32,16,4,32,4,1024,4.86297607421875,463314
8,1,32,32,128,16,4,32,8,1024,1.2288000583648682,465139
64,1,32,32,128,16,4,32,8,1024,2.5477120876312256,467376
8,16,32,32,256,8,2,64,8,1024,2147483648.0,479536
8,1,32,16,128,4,8,16,8,1024,2.9163520336151123,481268
8,1,32,32,128,16,4,32,8,1024,1.227776050567627,483286
8,1,32,32,128,8,4,32,8,1024,1.265663981437683,485922
8,1,32,32,128,16,4,8,8,16,31.80031967163086,488012
8,1,32,32,128,16,4,8,8,32,15.663104057312012,491554
8,1,32,8,128,1,4,32,8,1024,6.031360149383545,493483
8,1,32,32,128,16,2,64,8,1024,5.793791770935059,495991
8,1,32,32,128,16,4,8,8,32,15.661055564880373,499201
8,2,32,32,128,32,4,32,8,1024,1.483775973320007,501871
8,1,32,32,128,16,4,8,8,32,15.67027187347412,505170
8,1,32,32,128,16,2,64,8,1024,5.790719985961914,507438
8,16,32,32,128,16,1,64,1,1024,2147483648.0,519592
8,1,32,32,128,16,4,32,8,1024,1.2267520427703855,521878
4,1,128,4,32,16,4,32,8,1024,6.246399879455566,524160
8,1,32,32,128,16,4,8,8,32,15.67743968963623,527806
8,4,32,32,128,16,4,32,8,256,30.3319034576416,529949
128,1,32,32,128,16,4,32,8,1024,2.181119918823242,532775
8,1,32,32,128,16,4,32,8,256,4.834303855895996,535367
8,8,32,16,128,4,4,32,8,1024,5.51423978805542,538638
8,1,32,64,128,32,4,64,8,1024,2.3019518852233887,540963
16,1,32,512,128,16,4,32,8,1024,2.93068790435791,542926
8,1,32,32,128,16,4,8,8,256,2.0049920082092285,545464
64,1,32,32,128,16,8,16,8,1024,8.82688045501709,548315
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,550255
128,1,32,8,128,16,4,32,8,1024,2.208767890930176,552723
4,1,32,16,32,64,1,64,2,1024,13.06214427947998,555541
8,4,32,8,128,4,4,32,8,1024,3.680255889892578,558202
8,1,32,8,128,16,1,64,8,1024,5.749760150909424,562049
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,563818
16,1,32,8,128,16,2,64,8,1024,2.465791940689087,565974
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,567952
8,1,32,16,64,32,4,32,8,1024,1.04038405418396,570140
4,1,32,4,4,64,4,32,8,1024,13.943807601928713,572735
4,1,1024,16,8,2,2,4,2,8,2147483648.0,584719
4,1,512,16,4,8,4,32,8,1024,41.82527923583984,586499
8,1,32,8,256,8,4,32,8,1024,1.6640000343322754,589330
8,16,32,8,128,16,4,32,8,1024,5.888000011444092,595861
8,1,32,8,128,16,8,16,8,1024,1.844223976135254,598051
8,1,32,8,64,32,4,32,8,512,2.341887950897217,600269
8,1,8,4,1024,2,4,32,8,1024,44.38937759399414,604006
4,1,512,16,16,4,4,32,8,1024,11.052032470703123,606878
4,1,32,16,16,64,4,32,4,1024,2.5763840675354004,609235
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,611019
8,1,32,8,128,16,128,2,1024,1024,8.757247924804688,614575
8,1,32,8,128,16,8,16,8,1024,1.8452479839324951,616360
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,618160
8,1,32,8,128,8,4,32,8,1024,1.1827199459075928,620107
8,1,32,8,128,16,4,32,4,256,7.170048236846924,622273
8,4,32,8,128,16,4,16,8,128,10.045439720153809,625145
8,32,32,8,128,16,32,8,128,64,16.76595115661621,629173
16,1,32,8,128,16,4,32,8,1024,1.4049279689788818,631369
4,1,128,8,32,2,4,32,8,512,7.994368076324463,634598
16,1,32,8,128,16,4,32,8,1024,1.4049279689788818,636716
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,639031
64,1,32,32,128,16,2,64,128,1024,2.9409279823303223,641198
4,1,512,16,16,2,4,32,8,1024,18.91635131835937,644334
4,1,32,8,128,16,4,32,8,1024,0.9308159947395324,647449
8,1,32,8,128,16,4,1,8,1024,2147483648.0,659259
4,1,128,16,16,32,4,2,8,2,530.8671875,664324
8,16,32,8,128,16,4,1,8,1024,36.67046356201172,671189
4,4,256,256,4,1,1,1024,256,1024,65.15609741210938,672398
8,1,32,8,128,32,4,32,4,1024,2.0684800148010254,674646
8,1,16,8,256,8,2,64,2,1024,25.654272079467773,678595
16,1,32,8,128,8,4,32,8,1024,1.533951997756958,680694
8,1,16,8,256,8,4,32,8,1024,3.5031039714813232,683780
8,1,32,8,128,16,4,32,4,1024,1.8360320329666135,685906
8,1,32,128,128,4,4,1,8,1,575.0701904296875,695484
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,697342
4,1,128,512,4,64,8,32,16,32,176.79359436035156,699187
4,4,32,64,16,32,2,8,1024,64,1.900544047355652,701008
8,4,1024,1024,8,1,128,4,256,8,2147483648.0,713404
4,4,256,512,4,32,2,4,8,32,167.82949829101562,715783
4,1,1024,16,4,4,4,16,8,1024,249.95327758789065,719039
8,4,32,8,128,16,32,4,128,1024,72.05683135986328,720463
8,1,32,8,128,16,4,8,8,16,37.35347366333008,722758
8,1,32,8,128,16,64,8,256,1024,9.492480278015137,725764
8,2,128,256,8,16,4,16,16,32,48.036865234375,727383
8,1,32,8,128,16,4,8,8,1024,2.476032018661499,729914
8,1,32,8,128,16,4,1,8,1024,2147483648.0,741654
4,1,32,16,8,64,4,32,8,1024,3.249151945114136,743396
1024,2,4,4,1024,1,512,1,1024,1024,2147483648.0,760090
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,762378
8,1,32,32,128,16,4,32,8,512,2.450432062149048,764740
8,1,128,16,32,16,4,16,8,1024,3.052544116973877,767112
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,769085
8,1,32,8,128,16,4,1,8,1024,2147483648.0,780813
8,1,32,8,128,16,4,32,8,1024,0.9215999841690063,782495
8,2,32,8,128,16,4,32,8,1024,1.7489919662475586,784785
64,4,16,64,128,4,16,8,128,256,72.65177917480469,787172
16,4,8,4,32,4,2,8,2,64,181.6381378173828,789000
8,1,32,64,16,8,1,128,1,512,182.32012939453125,790501
4,2,4,128,16,64,64,1,64,256,27.828224182128903,792059
128,32,32,8,128,16,4,32,8,1024,2147483648.0,805618
4,1,512,16,16,4,2,64,8,1024,10.250240325927734,808219
