tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
4,1,32,4,32,128,8,2,16,2,793.6470947265625,True,0
32,32,64,4,128,1,32,16,32,128,2147483648.0,False,12002
8,8,8,64,128,64,1,128,2,512,346.0044860839844,True,40827
16,1,16,8,128,16,4,4,128,32,7.254015922546387,True,43443
4,2,64,16,64,1,32,8,64,128,113.26258850097656,True,50885
64,8,64,16,128,8,32,4,256,128,2147483648.0,False,62299
16,2,16,4,128,8,16,2,512,1024,12.066816329956056,True,65264
16,16,32,16,128,2,16,8,256,16,88.43981170654297,True,72993
4,8,16,512,4,32,32,8,1024,8,65.47456359863281,True,78177
16,1,16,4,128,2,8,4,128,32,5.3094401359558105,True,80560
16,1,16,256,128,16,4,4,128,32,6.818816184997559,True,83063
16,4,16,8,128,16,4,4,512,32,5.165056228637695,True,85309
16,4,16,8,128,64,4,4,512,32,6.072319984436035,True,87701
8,4,16,8,16,32,2,8,512,128,1.813503980636597,True,89913
16,4,16,8,128,16,128,1,1024,128,8.239104270935059,True,93228
16,4,16,8,128,16,1,8,512,256,7.906303882598877,True,98493
8,4,16,8,16,32,4,8,512,128,1.4929920434951782,True,99950
8,4,16,8,16,32,4,8,1024,128,1.6885759830474854,True,101889
8,4,16,8,16,32,4,8,512,128,1.4909440279006958,True,103454
8,4,16,4,16,32,4,8,512,128,1.649664044380188,True,105380
8,4,16,8,16,16,4,8,512,128,1.5994880199432373,True,107135
8,4,16,8,16,32,4,8,1024,128,1.6895999908447266,True,108813
8,4,16,4,16,32,8,8,512,128,1.7489919662475586,True,110460
8,4,16,8,16,32,2,8,512,128,1.789952039718628,True,111922
8,32,64,4,16,32,2,1,64,256,19.273727416992188,True,117628
4,8,8,4,16,256,8,4,8,128,76.96281433105469,True,123119
32,4,8,128,64,32,4,2,32,128,2.935807943344116,True,125396
64,1,8,32,64,4,16,16,1024,512,7.5878400802612305,True,127333
8,1,4,8,16,64,16,4,512,128,4.30182409286499,True,129576
8,8,16,8,16,32,4,8,512,128,2.3193600177764893,True,131492
4,8,16,8,16,32,4,8,512,128,1.691648006439209,True,133278
8,4,16,8,16,32,32,4,128,128,11.170816421508787,True,135850
8,2,16,8,16,32,4,4,512,128,1.575935959815979,True,137893
8,4,16,8,16,32,4,4,1024,256,1.206272006034851,True,139790
8,2,8,8,16,64,4,8,512,128,1.9886080026626587,True,141830
8,2,16,16,16,32,4,8,512,128,1.1130880117416382,True,143725
32,2,16,4,32,16,4,4,512,128,3.3679358959198,True,146156
8,2,16,16,16,32,16,4,1024,128,2.6572799682617188,True,148333
8,2,16,16,16,32,4,2,512,128,2.3050239086151123,True,150754
8,2,16,16,16,32,4,8,512,128,1.107967972755432,True,152843
16,2,8,8,32,32,4,8,512,256,2.062335968017578,True,155056
8,2,16,16,16,32,4,4,512,64,1.669119954109192,True,156790
8,4,16,16,16,32,4,8,512,128,1.4079999923706057,True,158430
8,2,16,16,16,32,4,8,1024,128,1.1509759426116943,True,160063
16,2,16,16,32,16,2,8,512,128,1.94867205619812,True,162260
16,2,16,8,32,16,4,8,512,256,1.2595200538635254,True,163935
8,1,4,8,16,64,8,16,512,256,2.7197439670562744,True,165652
16,2,8,8,32,32,4,4,512,128,2.2558720111846924,True,167531
32,2,16,8,64,16,4,8,512,128,2.5180160999298096,True,169603
8,8,16,128,16,32,4,8,512,128,2.219007968902588,True,171852
8,2,16,16,16,32,8,1,1024,1,64.69120025634766,True,177485
8,2,16,16,16,32,4,8,512,128,1.1059199571609497,True,179194
8,2,16,16,16,32,64,2,512,128,6.280191898345947,True,181304
8,2,16,16,16,32,4,256,512,1024,4.163584232330322,True,183226
8,1,16,16,16,32,4,2,512,128,3.039232015609741,True,185702
8,1,16,16,16,32,4,8,512,128,1.4243839979171753,True,187607
8,2,16,16,16,64,4,8,512,128,1.0209280252456665,True,189353
8,2,16,16,16,64,4,8,512,128,1.0250240564346311,True,191205
8,2,16,16,16,32,4,16,256,128,1.124351978302002,True,192979
8,2,16,16,16,64,4,8,512,128,1.026047945022583,True,194295
16,2,16,32,16,64,4,8,512,128,1.6250879764556885,True,196094
8,2,16,8,16,64,4,8,512,128,1.0864640474319458,True,197795
8,2,8,16,16,64,4,8,512,128,1.9752960205078125,True,199866
