tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,timestamp
4,32,1,1,221.9253692626953,0
64,1024,64,8,1.1653120517730713,2406
256,2,8,2,229.44869995117188,4257
4,32,4,1,234.65267944335935,5829
8,1024,8,32,7.803904056549072,8261
64,512,16,1,1.4776320457458496,10457
1024,256,128,1,3.631103992462158,12921
512,64,8,64,13.667327880859377,15661
4,16,4,8,521.2323608398438,17614
8,1024,8,64,8.241151809692383,20002
1024,2,4,2,228.9623107910156,21738
32,64,4,4,16.25702476501465,24549
512,2,64,1,325.9463806152344,26521
128,128,64,8,6.840320110321045,29473
32,128,1,64,14.446592330932615,32330
512,1024,1,512,10.432512283325195,34770
2,1024,2,1,22.253568649291992,38002
512,128,16,8,6.89356803894043,40463
64,64,16,32,13.68883228302002,43348
256,1024,1,4,3.672064065933228,45707
128,2,4,1,167.1526336669922,47363
128,4,16,4,187.3438720703125,48839
512,32,128,4,25.188352584838867,52252
256,256,256,1,3.374079942703247,54853
1024,512,16,64,2.1780478954315186,57334
8,256,8,128,33.082366943359375,61451
512,512,32,8,2.1626880168914795,64010
2,8,1,1,1792.8714599609375,67140
8,16,4,16,391.2017822265625,69114
128,512,32,16,2.0981760025024414,71402
512,1024,4,32,1.2789759635925293,73711
64,32,32,1,15.219712257385254,76856
8,1024,2,32,7.9482879638671875,79448
8,512,1,16,11.25171184539795,82219
8,16,4,8,259.42529296875,83794
256,8,8,8,93.90694427490234,85290
32,32,32,1,30.327808380126957,88875
512,4,512,2,186.7294769287109,90556
16,512,16,4,6.854656219482422,92800
8,512,4,2,9.568256378173828,95626
128,8,32,2,84.46771240234375,102198
1024,512,4,16,2.0244479179382324,104721
64,16,2,8,30.7906551361084,108961
64,512,2,4,2.64192008972168,111492
1024,512,8,8,1.9998719692230225,113520
256,8,64,8,100.99404907226562,115071
512,8,256,2,93.1952667236328,116725
128,128,8,32,6.590464115142822,119545
32,8,32,8,194.7289581298828,121146
1024,8,2,4,58.37209701538086,126356
128,256,64,1,3.3505280017852783,128995
128,512,1,128,4.585472106933594,132036
1024,2,4,1,194.77708435058597,133562
4,128,2,128,117.38623809814452,135055
256,4,256,4,195.8144073486328,136973
16,64,16,32,55.15980911254883,142393
256,128,16,1,4.493311882019043,144729
512,16,8,2,30.75379180908203,148837
16,512,8,64,7.660543918609619,151326
8,512,8,32,14.672896385192873,154161
512,1024,1,16,8.637439727783203,156635
8,256,1,1,19.08019256591797,160145
