tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,timestamp
256,256,1,32,5.199872016906738,0
2,512,2,8,36.90291213989258,4513
1024,64,4,2,8.230912208557129,7780
32,128,16,8,12.75494384765625,11615
1024,128,4,64,7.1833600997924805,14788
512,128,256,1,6.205440044403076,17479
16,128,4,1,15.767552375793455,21448
8,128,1,128,59.09196853637695,27098
512,8,2,4,58.35776138305664,32728
128,1024,32,2,1.1694079637527466,35361
1024,64,2,4,8.153087615966797,38624
1024,32,16,8,24.972288131713867,42558
64,64,16,32,13.692928314208984,46207
64,16,4,1,28.38630485534668,50728
2,512,1,64,63.09990310668945,56321
128,8,8,8,93.91820526123048,58386
1024,32,2,16,18.340864181518555,61905
32,256,1,32,6.388735771179199,65102
512,64,8,1,8.301568031311035,68202
2,1024,2,32,31.01900863647461,72451
1024,2,4,2,229.64633178710935,74748
64,64,2,64,13.402112007141112,78756
256,256,8,64,3.66592001914978,81837
1024,512,1,128,8.103936195373535,85243
2,64,1,1,240.7434234619141,87264
256,64,32,1,8.652799606323242,90556
512,128,8,32,6.990848064422607,93745
128,512,16,1,1.5472639799118042,96350
32,512,2,8,2.7453439235687256,99426
128,4,16,1,116.22911834716795,101347
512,32,16,2,16.6615047454834,104349
32,1024,8,32,2.120703935623169,107173
32,128,2,8,8.842240333557129,110580
128,32,128,1,22.8853759765625,114472
128,64,4,32,12.547072410583496,117637
512,128,1,2,9.5928316116333,121001
1024,64,16,16,13.520895957946776,124493
1024,1024,1,16,8.574975967407227,127749
16,16,1,2,112.80998229980467,129450
64,4,2,4,114.57740783691406,131025
256,1,128,1,611.541015625,133277
32,1024,1,256,5.540863990783691,136721
8,512,8,1,9.268223762512209,140107
8,1024,1,16,5.829631805419922,142816
8,8,1,2,453.0595703125,145041
1024,2,256,1,308.0007629394531,146856
32,256,32,4,6.413311958312988,149710
16,64,4,32,50.78425598144531,155047
512,4,1,4,114.56307220458984,156764
8,4,1,4,915.947509765625,159774
1024,4,4,1,106.84825897216795,161304
256,512,128,1,1.985535979270935,163713
16,8,2,2,227.6986846923828,165464
16,1024,8,32,3.869695901870728,168494
1024,64,512,2,12.301312446594238,171795
1024,8,1024,1,80.18739318847656,178555
256,1024,4,256,1.269760012626648,180699
32,16,16,4,94.94322967529295,182349
4,512,1,256,36.96537780761719,186575
64,16,64,16,54.67136001586914,192234
128,32,1,8,16.258047103881836,195966
256,64,16,8,12.48153591156006,199644
1024,8,2,8,62.54899215698242,205346
32,128,32,1,8.48691177368164,208130
256,16,256,4,49.27692794799805,213102
32,16,1,16,65.89746856689453,219313
512,64,16,64,15.151103973388672,222945
32,128,1,2,8.941568374633789,226078
128,128,4,64,6.732800006866455,228737
256,8,2,2,56.80742263793945,234416
16,512,4,1,5.125120162963867,237318
16,16,8,16,196.2065887451172,239179
64,1024,2,1,5.636096000671387,241989
8,1024,2,32,7.916543960571289,244783
64,64,8,2,8.19711971282959,247399
