tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
16,16,16,4,32,128,1,32,512,256,27.626495361328125,True,0
32,2,64,32,128,2,16,4,256,1024,47.87916946411133,True,4818
16,2,16,64,32,16,16,2,128,1024,3.87993597984314,True,7018
8,8,64,64,32,16,128,4,1024,32,9.80992031097412,True,9228
4,1,128,16,16,1,64,1,1024,1,402.5077819824219,True,13681
128,16,32,4,128,1,32,1,1024,256,2147483648.0,False,28037
512,2,8,4,1024,2,16,1,32,16,2147483648.0,False,44679
8,2,32,64,8,64,8,8,32,256,5.736447811126709,True,46583
4,128,256,64,4,32,16,1,128,1024,567.5560913085938,True,58111
4,128,128,512,8,32,64,4,128,32,631.2529907226562,True,63648
16,8,256,8,32,8,512,2,512,1024,2147483648.0,False,76024
8,1,32,4,64,8,1,1,32,128,2147483648.0,False,89257
32,2,64,64,32,16,4,1,64,1,2147483648.0,False,102167
16,4,4,1024,32,256,32,2,128,128,9.738240242004396,True,104706
4,64,128,32,32,32,1,16,2,512,2147483648.0,False,117317
32,1,64,1024,32,64,128,2,512,16,233.92767333984372,True,123067
8,512,512,256,16,1,4,32,8,32,2147483648.0,False,139009
4,1,1024,4,8,1,128,8,128,32,3728.498779296875,True,147842
8,2,64,32,64,32,64,16,128,16,98.43405151367188,True,149340
4,16,64,64,4,32,2,8,256,32,3.755007982254028,True,151709
8,16,32,4,256,1,4,1,16,8,2147483648.0,False,164100
16,2,32,64,16,2,1,1,128,32,61.37036895751953,True,167863
8,4,64,64,32,4,16,64,256,1024,7.030784130096436,True,169913
32,2,64,1024,32,32,4,1,512,256,2147483648.0,False,182713
8,4,16,4,16,4,2,32,16,256,21.339136123657227,True,185553
16,1,64,128,16,4,16,8,512,256,2.7586560249328613,True,187945
4,1,32,128,32,128,1,1,128,64,2147483648.0,False,200112
8,128,128,512,8,32,64,1,1024,256,2147483648.0,False,211814
32,64,64,64,64,2,32,2,1024,512,2147483648.0,False,224020
32,8,32,8,128,8,128,1,128,1,1431.8509521484375,True,233677
32,32,32,512,32,128,1,128,8,1024,2147483648.0,False,245171
4,4,32,512,16,32,2,1,2,16,228.96127319335935,True,247478
4,8,64,64,32,64,64,2,128,4,120.06297302246094,True,249316
8,16,64,64,128,8,64,2,256,64,15.438847541809082,True,253176
64,16,16,8,256,16,64,8,128,8,2147483648.0,False,264605
4,2,128,64,32,16,4,16,8,1024,3.398655891418457,True,266803
8,1,8,1024,32,256,8,2,16,512,3.2471039295196533,True,268930
4,16,256,8,8,2,8,1,32,2,802.513916015625,True,277657
4,2,128,32,16,8,64,1,256,16,55.7578239440918,True,283773
32,8,256,4,32,1,32,2,1024,2,2147483648.0,False,297842
8,1,4,8,32,32,1,16,256,256,13.404159545898438,True,300336
16,1,32,4,16,4,1,2,128,16,9.01632022857666,True,304005
16,1,4,8,16,512,16,1,16,64,174.3585205078125,True,305732
4,4,32,8,64,32,2,1,8,256,25.92767906188965,True,312840
8,32,128,8,16,32,8,8,8,128,530.9706420898438,True,315818
4,128,128,16,32,1,4,2,4,32,2147483648.0,False,327348
16,8,8,32,16,32,16,2,1024,256,4.842495918273926,True,329567
8,2,32,8,128,1,1,64,128,512,19.137535095214844,True,333327
8,8,16,512,8,32,16,4,16,4,2086.626220703125,True,337215
4,32,32,16,8,16,4,8,512,1024,6.356991767883301,True,339564
128,2,64,8,128,8,1,64,8,1024,3.4856960773468018,True,342577
4,8,8,8,64,8,16,32,16,1024,17.107967376708984,True,345316
4,16,256,16,4,16,1,16,64,16,11.738112449645996,True,348223
32,32,64,8,128,8,4,1,512,16,2147483648.0,False,360626
4,128,128,256,8,8,256,1,512,8,928.97998046875,True,366820
16,128,256,16,32,1,16,16,1024,128,2147483648.0,False,379211
8,1,256,1024,32,8,2,256,1024,256,14.286848068237305,True,381329
