tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
4,8,32,16,8,4,8,2,512,1024,12.25318431854248,True,0
4,4,4,64,16,64,16,1,16,4,1332.3756103515625,True,2531
16,16,16,128,32,8,2,4,2,1024,69.45894622802734,True,4928
16,8,256,1024,32,8,16,32,16,256,363.3407897949219,True,7113
4,2,8,16,64,4,4,2,4,4,347.9122009277344,True,8824
4,1,64,512,128,8,2,128,4,256,56.86272048950195,True,11058
4,1,256,256,32,4,32,16,256,128,24.32102394104004,True,12737
8,8,64,1024,32,16,4,32,64,64,9.259008407592772,True,15214
8,256,256,128,8,32,1,2,64,512,2147483648.0,False,27629
256,1,4,128,256,32,2,1,1024,512,2147483648.0,False,39598
8,2,4,4,128,2,128,2,256,1024,53.56032180786133,True,40807
4,8,32,4,128,1,4,64,32,64,110.91763305664062,True,43464
4,16,128,128,32,2,8,128,8,1024,116.81279754638672,True,45230
4,2,512,64,4,8,8,4,16,16,449.1274108886719,True,51054
8,1,64,1024,32,64,8,2,512,256,2.3541760444641118,True,55100
4,4,4,8,64,8,4,8,256,256,7.197696208953857,True,57246
32,32,64,128,32,2,8,4,64,64,101.5029754638672,True,62346
4,8,512,512,8,1,4,4,32,4,305.0557556152344,True,68060
8,4,256,32,16,16,2,16,256,16,2.5712640285491943,True,70427
32,16,16,64,32,4,128,2,1024,32,105.28972625732422,True,73155
4,512,512,64,4,8,64,8,1024,8,2147483648.0,False,86033
32,4,64,256,128,8,4,1,4,1024,2147483648.0,False,98464
8,1,16,4,8,2,8,1,512,512,50.99622344970703,True,100657
4,1,64,32,4,128,4,1,64,256,40.429569244384766,True,104088
16,32,256,128,16,8,1,4,2,8,1119.932373046875,True,114128
32,1,4,16,32,32,2,16,256,64,15.02617645263672,True,116739
32,256,256,128,32,4,32,4,128,4,2147483648.0,False,135235
4,4,128,32,8,1,8,16,512,64,19.64748764038086,True,138068
8,64,128,4,32,1,1,128,1,1024,2147483648.0,False,150348
4,256,256,16,8,8,16,16,1024,64,180.82508850097656,True,161329
32,16,32,256,64,32,32,8,256,16,548.906005859375,True,166513
8,16,64,16,64,16,8,64,256,64,43.25990295410156,True,168048
8,4,8,256,64,64,128,2,256,8,69.7333755493164,True,169370
64,8,64,64,64,16,32,8,512,256,260.71551513671875,True,172650
64,8,128,256,64,4,16,32,128,512,105.39110565185548,True,175624
8,64,64,512,32,16,2,32,2,64,2147483648.0,False,186978
8,64,256,256,16,16,2,8,64,16,37.38623809814453,True,191388
4,2,4,128,4,128,2,1,16,512,16.63795280456543,True,193879
4,16,16,16,512,1,4,4,1024,64,2147483648.0,False,206375
8,2,128,64,64,4,128,2,1024,1024,35.70790481567383,True,211578
64,4,4,4,512,2,16,32,1024,1024,161.91693115234375,True,214440
32,1,64,8,64,1,8,4,64,8,164.89471435546875,True,219079
128,1,8,16,1024,2,4,16,512,512,37.20806503295898,True,221366
16,2,16,128,64,16,8,64,1024,1024,3.0300159454345703,True,223050
