A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
1,0,0,0,1,2,1,0,1,0,2,1,1,1,1,1,1,1000,5,10,1,1,20,2048,1,512,1,2,2,10283008,True,1143
1,1,0,0,0,0,1,2,0,2,1,1,1,1,1,1,1,1000,25,2,2,5,2,2048,1,1,1,1024,2,916480,True,1789
0,0,1,0,0,1,2,0,1,2,0,1,1,1,1,1,1,1000,8,125,1,1,1,2048,1,16,1,1,128,12180480,True,2546
0,0,1,1,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,2,20,5,1,5,2048,1,128,1,4,4,29556736,True,3591
1,1,0,1,0,1,2,0,2,0,1,1,1,1,1,1,1,1000,40,1,5,1,5,2048,1,128,1,4,4,280576,True,4483
1,1,0,1,1,1,0,2,2,0,1,1,1,1,1,1,1,1000,40,5,5,1,1,2048,1,4,1,256,2,276480,True,5968
0,0,0,1,1,0,1,2,2,1,0,1,1,1,1,1,1,1000,25,20,2,1,1,2048,1,512,1,4,1,1730560,True,6867
1,1,0,0,1,2,0,1,0,1,2,1,1,1,1,1,1,1000,500,1,2,1,1,2048,1,32,1,2,32,55296,True,8155
1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1000,1,4,50,1,5,2048,1,2,1,128,8,9223372036854775807,False,9005
0,0,0,0,1,1,0,2,2,1,0,1,1,1,1,1,1,1000,100,5,1,1,2,2048,1,8,1,32,8,471040,True,9868
0,0,1,1,0,1,0,2,1,2,0,1,1,1,1,1,1,1000,40,5,5,1,1,2048,1,256,1,1,8,915456,True,10849
1,1,0,0,1,1,0,2,1,0,2,1,1,1,1,1,1,1000,40,25,1,1,1,2048,1,1,1,256,8,1950720,True,11693
0,1,1,1,0,2,1,0,0,1,2,1,1,1,1,1,1,1000,200,1,1,5,1,2048,1,512,1,4,1,265216,True,12560
0,0,1,0,0,0,1,2,0,2,1,1,1,1,1,1,1,1000,20,5,10,1,1,2048,1,1,1,32,64,9223372036854775807,False,13425
0,0,1,1,0,0,2,1,1,0,2,1,1,1,1,1,1,1000,10,20,1,5,1,2048,1,128,1,2,8,12791808,True,14605
1,1,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,50,20,1,1,1,2048,1,16,1,4,32,1646592,True,15644
0,1,1,0,1,2,1,0,1,2,0,1,1,1,1,1,1,1000,250,4,1,1,1,2048,1,2,1,8,128,355328,True,16938
1,1,1,0,1,1,0,2,1,2,0,1,1,1,1,1,1,1000,25,20,1,2,1,2048,1,16,1,2,64,2480128,True,17850
0,1,0,1,0,2,1,0,1,0,2,1,1,1,1,1,1,1000,200,1,5,1,1,2048,1,2,1,2,512,266240,True,18915
0,1,0,1,1,1,0,2,2,0,1,1,1,1,1,1,1,1000,500,2,1,1,1,2048,1,16,1,64,2,134144,True,19876
1,0,1,1,1,2,0,1,0,2,1,1,1,1,1,1,1,1000,5,200,1,1,1,2048,1,1024,1,2,1,24606720,True,23832
1,0,0,0,0,2,1,0,1,0,2,1,1,1,1,1,1,1000,100,1,5,2,1,2048,1,4,1,1,512,58368,True,26591
0,0,1,0,1,0,1,2,0,2,1,1,1,1,1,1,1,1000,250,1,1,2,2,2048,1,32,1,32,2,210944,True,27509
0,1,0,1,0,0,1,2,0,2,1,1,1,1,1,1,1,1000,40,1,1,1,25,2048,1,64,1,2,16,863232,True,28504
1,0,1,0,0,2,0,1,0,1,2,1,1,1,1,1,1,1000,1,100,5,1,2,2048,1,256,1,8,1,11531264,True,29660
1,1,0,0,0,1,0,2,2,0,1,1,1,1,1,1,1,1000,20,10,5,1,1,2048,1,64,1,4,8,862208,True,30503
1,0,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1000,25,10,1,2,2,2048,1,2048,1,1,1,9223372036854775807,False,32310
0,0,0,1,0,0,1,2,2,0,1,1,1,1,1,1,1,1000,40,25,1,1,1,2048,1,2048,1,1,1,1342464,True,33107
1,0,1,0,0,2,1,0,1,0,2,1,1,1,1,1,1,1000,125,4,1,1,2,2048,1,8,1,16,16,540672,True,34163
1,1,1,1,1,2,1,0,0,2,1,1,1,1,1,1,1,1000,10,20,1,1,5,2048,1,512,1,4,1,5373952,True,35271
0,1,0,0,1,0,1,2,2,1,0,1,1,1,1,1,1,1000,2,25,2,5,2,2048,1,512,1,1,4,11054080,True,38568
0,0,0,0,1,0,2,1,2,1,0,1,1,1,1,1,1,1000,5,50,1,4,1,2048,1,32,1,8,8,6975488,True,39737
