tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,timestamp
128,1024,2,256,3.89734411239624,0
256,64,2,4,8.114175796508789,2528
32,16,16,16,101.17938995361328,4443
1024,256,1024,1,5.943295955657959,7071
512,2,512,1,317.4471740722656,8740
1024,64,1024,1,11.171839714050291,11664
1,256,1,128,258.54156494140625,13805
512,1024,2,64,4.702208042144775,16320
128,1024,2,128,4.039680004119873,18936
128,16,8,16,48.34508895874024,23775
16,32,4,8,65.34246063232422,29255
1024,128,32,16,7.483391761779785,31931
256,256,16,2,2.519040107727051,34476
256,32,64,1,23.342079162597656,38223
512,128,16,1,4.46668815612793,40739
512,32,512,2,24.30156707763672,44155
256,1024,8,8,1.1673599481582642,46400
1024,256,8,64,4.101119995117188,48876
512,64,8,1,8.264703750610352,51495
64,2,2,2,214.1235198974609,53178
64,1024,16,2,0.8960000276565552,55379
1024,16,1,1,37.41593551635742,59751
512,8,512,1,81.65478515625,66290
32,1024,32,1,1.4735360145568848,68606
2,64,1,64,465.2185668945313,70416
256,128,4,32,6.727680206298828,73022
1024,16,1024,1,41.81811141967773,77384
1024,32,1024,1,21.995519638061523,81326
512,8,256,4,98.22310638427734,83108
64,128,2,32,6.6908159255981445,85596
8,16,8,4,254.76812744140625,87390
1024,1024,1024,1,4.624383926391602,90198
256,1024,16,32,1.307647943496704,92435
32,16,4,8,64.15974426269531,98500
256,4,256,4,195.81336975097656,100107
1024,512,128,4,2.089983940124512,102656
1024,32,128,2,23.778303146362305,106162
1024,1024,128,8,1.9292160272598269,108463
1024,8,256,1,83.98847961425781,115034
128,128,128,1,6.303743839263916,117782
1024,1024,32,2,1.21343994140625,120042
512,512,128,8,1.978368043899536,122854
256,512,64,2,2.042880058288574,125528
1024,1,512,1,610.1985473632812,127796
512,256,256,1,3.4017279148101807,130131
512,1024,32,1,0.9666560292243958,132710
128,16,128,8,52.73292922973633,137853
1024,256,64,4,3.7662720680236816,140360
512,16,128,1,42.38131332397461,144870
256,32,256,1,22.824960708618164,148501
512,32,512,1,21.996543884277344,151729
128,512,64,2,1.9025919437408447,153966
16,128,4,64,27.044864654541016,158169
128,32,16,4,24.044544219970703,161830
32,256,1,256,9.366527557373049,164436
1024,64,256,4,12.812288284301758,167556
256,4,256,1,160.56524658203125,169045
8,64,2,16,71.11270141601562,175698
1024,1,1024,1,610.529296875,177763
512,32,16,16,25.15558433532715,181137
256,4,1,1,91.02130889892578,182608
128,512,2,512,3.8451199531555176,185395
32,256,32,4,6.411263942718506,188076
1024,32,512,1,22.05593681335449,191402
256,512,64,4,2.0531198978424072,194257
256,256,128,2,3.5174400806427,197128
1024,2,1024,1,317.5014343261719,199035
128,128,8,16,6.449151992797852,201782
512,512,256,4,3.39353609085083,204247
512,1024,64,8,1.1632640361785889,207224
1024,4,512,1,159.4449920654297,208991
32,8,8,2,119.49158477783205,210474
32,128,16,8,12.75494384765625,213434
512,8,128,4,98.30502319335938,215006
32,512,4,16,3.660799980163574,217292
512,128,8,16,7.108607769012451,220221
128,32,4,2,15.047679901123049,223305
4,1024,1,1024,63.15520095825195,228592
1024,2,16,1,230.8751373291016,230200
1,1024,1,1,44.74470520019531,234966
128,256,128,8,3.699712038040161,237129
1024,1,1024,1,610.4217529296875,239067
1024,4,512,2,187.0940093994141,240714
1024,64,512,1,12.294143676757812,243412
8,512,2,2,9.578495979309082,246174
256,512,32,16,2.1237759590148926,248445
512,8,256,2,93.2638702392578,250134
32,4,8,2,233.64813232421875,251874
8,64,8,4,66.78937530517578,257704
1024,128,1,32,6.755328178405762,260074
1024,1,1024,1,610.4063720703125,262471
1024,4,512,2,187.12063598632807,263980
32,256,8,2,4.591616153717041,266452
8,16,1,8,244.2608642578125,268178
512,256,16,64,4.049920082092285,270917
1024,256,512,2,6.172671794891357,273493
512,256,2,256,7.895040035247803,276166
128,32,32,32,27.684864044189453,279873
512,8,32,1,59.18105697631836,285163
256,512,32,4,2.1667840480804443,287624
256,16,128,4,49.06086349487305,292700
32,512,16,1,2.61734390258789,294887
128,512,64,1,1.9691519737243648,297424
1,512,1,2,76.22144317626953,303579
512,512,128,8,1.978368043899536,306182
1024,1024,1024,1,4.624383926391602,308612
1024,16,512,2,47.57913589477539,313289
1024,1,1024,1,610.8344116210938,315236
256,128,8,16,6.651904106140137,317808
128,128,128,4,6.585343837738037,320158
1024,4,512,1,159.35487365722656,321803
64,32,1,1,16.295936584472656,324827
512,8,16,1,58.50009536743164,330334
1024,1024,2,256,5.1312642097473145,332985
1024,128,1024,1,11.13907241821289,335574
1024,8,1024,1,81.65478515625,342076
512,8,512,2,93.82502746582033,343803
1024,2,32,2,316.7672424316406,345921
32,32,2,2,29.258752822875977,349869
8,256,2,256,33.98553466796875,354271
64,512,16,8,1.9363839626312256,356562
512,64,256,4,12.840959548950195,359920
128,4,64,1,160.62156677246094,361408
512,256,64,16,3.814399957656861,363927
512,512,512,2,4.671487808227539,366441
64,1024,2,256,2.704384088516236,368797
1024,1,1024,1,611.5010375976562,370772
32,256,16,64,7.930880069732666,373473
16,1024,4,1,4.81279993057251,375958
256,16,128,1,42.42943954467773,380566
512,16,512,2,47.42041778564453,385400
256,16,128,4,49.0250244140625,390216
256,4,256,4,195.80210876464844,392114
128,512,1,4,3.8389759063720703,394828
1024,8,128,8,105.12076568603516,396266
256,512,32,4,2.1688320636749268,398446
32,16,1,8,59.89273452758789,404140
512,128,16,8,6.891520023345947,407082
512,1024,1,1,10.660863876342772,409811
64,32,16,2,15.714303970336914,413591
32,256,1,256,9.371647834777832,416058
128,4,2,4,114.45760345458984,417731
8,32,4,2,124.21324920654295,419230
64,16,8,4,31.48185539245605,423530
256,1024,4,64,1.474560022354126,425995
128,32,128,8,26.669055938720703,429510
1024,8,512,1,81.43974304199219,436192
1024,512,16,32,2.289664030075073,438263
1024,2,512,2,373.2971496582031,440165
32,512,32,4,3.5379199981689453,442369
1024,2,128,1,325.8593139648437,444216
256,1024,256,2,1.911808013916016,446562
256,8,4,4,58.99776077270508,451902
1,512,1,1,76.87065887451172,458266
512,128,512,1,6.290431976318359,460892
512,32,512,1,21.99244880676269,464609
512,256,512,2,6.155263900756836,467567
256,32,256,1,22.820863723754883,470944
32,256,1,8,4.829184055328369,473570
512,128,16,32,7.015423774719238,476198
64,32,64,8,25.606143951416016,479853
64,32,1,16,16.96460723876953,483195
64,512,64,2,1.9159040451049805,485709
512,16,512,1,41.82835388183594,490581
1024,8,128,2,93.11129760742188,492490
4,256,2,32,55.30624008178711,497427
64,16,64,2,46.04620742797852,502084
256,32,256,4,25.27948760986328,505735
512,256,512,2,6.156288146972656,508808
1024,1024,32,16,1.1806720495224,511436
1024,8,4,2,57.54265594482422,516470
512,32,256,1,22.864896774291992,519800
256,32,64,2,23.67180824279785,523127
8,256,8,64,29.424640655517575,526635
256,1024,16,2,0.974847972393036,528635
16,64,8,8,49.386497497558594,533286
128,128,1,16,4.998144149780273,535727
256,128,32,32,7.369728088378906,538287
256,256,32,16,3.560447931289673,540613
16,256,16,4,12.798975944519045,543320
1024,16,16,16,50.103294372558594,548045
8,512,1,4,9.558015823364258,550894
128,256,32,4,3.5246078968048096,553268
1024,1024,8,32,1.2584960460662842,555478
512,128,512,1,6.290431976318359,558334
128,1024,16,1,1.4755840301513672,561011
1024,64,128,2,12.36070442199707,563591
128,1,32,1,449.29638671875,565744
32,256,8,8,6.642687797546387,568052
512,32,512,1,21.993471145629883,571372
1,1024,1,32,47.85254287719727,575820
64,16,64,2,46.05132675170898,580676
4,1024,1,32,12.55833625793457,583469
1024,1024,16,8,1.2318719625473022,585517
64,64,16,8,12.500991821289062,588559
1024,128,8,64,7.821311950683594,591590
512,4,512,2,186.7386932373047,593212
256,128,128,4,6.575104236602783,595660
1024,512,4,64,2.372607946395874,598017
64,64,64,1,11.742207527160645,600727
128,512,4,128,2.3500800132751465,603013
8,1024,8,128,8.965120315551758,605511
64,8,16,1,58.49599838256836,611427
512,512,16,64,2.173952102661133,614035
128,1,64,1,609.97119140625,616013
8,256,4,8,18.001920700073242,619185
4,128,4,8,69.42412567138672,624991
32,512,16,1,2.615295886993408,627066
1024,128,1024,1,11.134976387023926,629722
128,256,128,4,3.438591957092285,632034
4,1024,4,1,11.03052806854248,634722
256,8,4,2,56.95180892944336,640036
128,128,32,8,6.513663768768311,643263
512,1024,8,16,1.154047966003418,645337
512,512,256,1,1.9640320539474487,647762
1024,4,1024,1,159.30368041992188,649119
256,32,128,8,26.653696060180664,653309
512,256,4,128,4.381696224212647,655941
512,32,16,2,16.56934356689453,659446
64,64,4,16,12.23782444000244,662257
1,512,1,256,145.9087371826172,663803
8,8,2,4,471.4117126464844,665720
512,64,512,1,11.170816421508787,668509
128,128,2,32,7.028736114501953,671045
8,512,4,32,14.2673921585083,674020
64,256,16,64,4.06220817565918,676517
256,64,4,64,13.178879737854004,679813
16,128,1,128,29.452287673950195,683753
64,256,1,256,4.65715217590332,686268
1024,64,2,64,14.041088104248049,689356
256,256,256,4,3.4396159648895264,691984
1024,64,512,2,12.25011157989502,695555
1024,2,512,1,318.3052673339844,697431
1024,256,32,2,3.512320041656494,700130
32,64,8,32,25.90822410583496,703443
512,32,256,1,22.866943359375,706870
32,256,32,32,7.352320194244385,709553
1024,64,32,32,14.128128051757812,712749
512,8,512,2,93.79430389404295,714453
32,32,4,32,50.299903869628906,719458
1,128,1,8,274.95526123046875,721205
32,8,4,2,115.3597412109375,723074
4,64,4,32,209.05062866210935,724772
256,1024,128,1,1.1827199459075928,726974
256,1024,256,2,1.9159040451049805,729176
