IMAGES_CACHE_LCL,IMAGES_CACHE_PRV,FILTER_CACHE_LCL,FILTER_CACHE_PRV,OUT_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WG_4_OCL_DIM,WG_5_OCL_DIM,WG_6_OCL_DIM,WG_7_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,WI_4_OCL_DIM,WI_5_OCL_DIM,WI_6_OCL_DIM,WI_7_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,INPUT_SIZE_4,WG_4,GLB_4,WI_4,LCL_4,PRV_4,INPUT_SIZE_5,WG_5,GLB_5,WI_5,LCL_5,PRV_5,INPUT_SIZE_6,WG_6,GLB_6,WI_6,LCL_6,PRV_6,INPUT_SIZE_7,WG_7,GLB_7,WI_7,LCL_7,PRV_7,runtime,Valid,timestamp
1,1,1,0,1,5,3,1,0,2,6,4,1,3,2,5,4,0,6,16,8,1,2,1,1,64,64,1,1,1,1,112,4,2,14,1,1,112,2,8,7,1,1,3,1,1,1,3,1,7,1,1,1,1,7,7,1,7,1,1,1,1419264,True,2057
1,0,1,0,0,1,6,5,0,2,4,3,6,3,1,5,0,2,4,16,8,2,1,1,1,64,1,2,1,16,2,112,8,7,1,2,1,112,8,7,1,2,1,3,1,3,1,1,1,7,1,1,1,1,7,7,1,7,1,1,1,179192832,True,5308
0,1,0,1,1,3,4,0,2,5,6,1,1,4,2,6,3,0,5,16,2,2,1,4,1,64,16,2,2,1,1,112,4,1,1,2,14,112,1,16,7,1,1,3,1,3,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,5169152,True,7153
0,1,1,1,0,0,6,1,4,3,5,2,3,5,2,6,0,4,1,16,1,16,1,1,1,64,2,16,1,1,2,112,14,2,4,1,1,112,56,2,1,1,1,3,1,1,1,3,1,7,1,7,1,1,1,7,1,1,1,1,7,52961280,True,9078
1,1,1,0,1,5,3,1,0,2,6,4,1,3,2,5,4,0,6,16,8,1,2,1,1,64,64,1,1,1,1,112,4,2,14,1,1,112,2,8,7,1,1,3,1,1,1,3,1,7,1,1,1,1,7,7,1,7,1,1,1,1417216,True,10777
1,1,1,0,1,6,3,1,0,2,5,4,1,3,2,5,4,0,6,16,8,1,2,1,1,64,64,1,1,1,1,112,4,2,14,1,1,112,2,28,2,1,1,3,1,1,1,3,1,7,1,1,1,1,7,7,1,7,1,1,1,18035712,True,12539
1,0,1,1,1,3,4,2,1,5,0,6,6,3,5,0,4,1,2,16,16,1,1,1,1,64,32,1,1,2,1,112,1,14,8,1,1,112,2,1,8,7,1,3,1,3,1,1,1,7,1,1,1,7,1,7,1,7,1,1,1,524288,True,14029
0,1,1,0,1,0,5,3,1,4,2,6,6,0,3,4,5,2,1,16,2,4,2,1,1,64,1,32,1,2,1,112,16,7,1,1,1,112,7,4,2,1,2,3,1,1,1,3,1,7,1,7,1,1,1,7,1,1,1,7,1,95112192,True,16221
1,0,1,1,1,3,4,2,1,5,0,6,1,4,6,0,5,2,3,16,16,1,1,1,1,64,32,1,1,2,1,112,1,14,1,4,2,112,2,1,8,7,1,3,1,3,1,1,1,7,1,1,1,7,1,7,1,7,1,1,1,4935680,True,18123
1,0,1,1,1,3,4,2,1,5,0,6,6,3,4,0,5,1,2,16,16,1,1,1,1,64,4,2,1,8,1,112,1,14,8,1,1,112,2,1,2,28,1,3,1,3,1,1,1,7,1,1,1,7,1,7,1,7,1,1,1,5559296,True,20714
1,0,1,1,1,1,4,3,2,5,0,6,6,3,5,0,4,1,2,16,16,1,1,1,1,64,32,1,1,2,1,112,1,14,8,1,1,112,2,1,8,7,1,3,1,3,1,1,1,7,1,1,1,7,1,7,1,7,1,1,1,572416,True,22544
