tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
128,4,16,32,256,2,8,16,64,32,666.6526489257812,True,0
8,4,128,16,32,4,2,1,2,64,2147483648.0,False,13647
4,512,512,512,4,16,2,64,2,512,2147483648.0,False,26490
4,1,32,4,128,8,1,32,1,128,57.04191970825195,True,33767
16,8,128,16,16,64,2,32,16,512,3.526655912399292,True,35544
4,16,128,4,4,2,16,16,256,32,62.245887756347656,True,40242
16,2,128,256,16,8,64,2,64,1024,2147483648.0,False,51828
8,4,512,256,8,4,128,8,1024,256,232.9231414794922,True,67358
16,8,128,32,16,64,2,32,16,512,3.226624011993408,True,69146
16,8,128,16,16,64,4,8,16,512,19.084287643432617,True,72004
4,8,128,8,4,64,2,32,16,512,5.038080215454102,True,73578
16,8,128,16,16,8,2,32,16,512,4.127744197845459,True,75365
16,32,256,32,16,16,1,4,256,32,30.69337654113769,True,85834
8,4,128,128,16,4,8,128,64,1024,6.842368125915527,True,87604
4,8,64,16,16,32,2,16,64,512,0.9584640264511108,True,89060
32,1,64,64,32,4,8,16,64,1024,1.9374079704284668,True,90967
128,1,64,1024,128,16,1,1,1024,1,2147483648.0,False,112141
64,16,128,256,64,16,2,1,4,1024,2147483648.0,False,130380
32,32,64,32,32,1,32,32,64,128,1055.8709716796875,True,135967
8,1,8,8,8,256,8,16,8,128,141.1727294921875,True,137164
8,8,64,512,16,32,2,16,64,512,1.1663360595703125,True,138718
4,8,64,16,64,32,2,128,64,512,2.915328025817871,True,141448
8,8,64,16,16,32,2,16,64,512,0.9226239919662476,True,143101
4,8,32,16,16,64,2,16,64,512,1.094655990600586,True,144758
8,8,64,16,16,32,32,4,64,512,25.95225524902344,True,147801
8,8,64,16,16,16,16,8,64,512,8.041472434997559,True,149702
8,8,64,16,16,32,2,16,64,1024,0.9226239919662476,True,151296
8,8,64,4,8,32,2,16,64,512,2.08076810836792,True,152891
64,2,128,8,64,8,2,4,512,64,37.55315017700195,True,164570
512,1,8,8,512,2,1,1,2,1,2147483648.0,False,181253
32,4,32,16,256,8,512,2,1024,8,197.17120361328125,True,185644
8,2,64,32,128,4,128,1,512,512,29.30688095092773,True,191394
8,1,8,16,32,128,1,2,8,64,16.317440032958984,True,194181
32,1,32,64,64,32,256,2,1024,128,15.541248321533203,True,199743
8,4,256,128,8,16,4,1,64,1,2147483648.0,False,212240
4,128,128,64,64,1,4,1,16,8,2147483648.0,False,224751
16,8,64,16,16,64,2,16,64,512,1.240064024925232,True,226460
8,8,64,16,16,4,4,4,64,16,8.607744216918945,True,228604
8,8,64,16,16,32,2,16,64,512,0.9236479997634888,True,230195
16,8,64,8,16,1,4,16,64,512,3.724287986755371,True,231973
16,16,128,16,16,32,2,16,64,512,2.9122560024261475,True,234016
8,8,64,16,16,32,2,16,64,512,0.9226239919662476,True,235478
16,8,64,8,32,32,2,16,64,512,0.7311360239982605,True,237235
8,8,32,32,16,64,2,16,64,512,1.233919978141785,True,238722
16,8,64,8,32,32,2,16,64,1024,0.7311360239982605,True,240534
16,8,64,8,32,32,4,16,64,256,1.146880030632019,True,242276
8,8,64,8,32,32,2,16,64,512,0.7639039754867554,True,244234
16,8,64,4,32,32,2,16,64,512,0.971776008605957,True,246008
16,8,64,8,32,32,2,16,64,512,0.7311360239982605,True,247662
16,16,32,8,32,64,2,16,64,512,3.664896011352539,True,250248
16,16,64,32,32,32,2,16,64,512,2.08076810836792,True,252844
8,16,64,4,32,32,4,16,32,512,2.7064321041107178,True,254725
16,8,64,8,128,8,4,1,64,2,2147483648.0,False,267020
16,8,64,8,32,32,4,8,64,64,2.7238399982452397,True,268856
8,16,128,8,16,16,8,8,64,512,9.678848266601562,True,271043
16,1,64,8,32,32,2,16,64,512,0.6103039979934692,True,272612
16,1,64,128,32,32,32,4,64,512,30.38105583190918,True,276913
16,1,64,4,32,1,2,64,64,512,1.9814399480819704,True,278274
16,1,64,1024,32,32,2,16,64,1024,0.9953280091285706,True,279966
16,1,64,8,32,16,2,32,64,512,0.4997119903564453,True,281318
8,1,64,8,32,16,2,16,16,512,0.8980479836463928,True,283031
16,1,64,8,32,32,128,4,1024,512,15.676416397094728,True,286557
16,1,64,32,32,16,2,32,64,512,0.6758400201797485,True,287939
16,1,16,8,32,32,2,32,64,1024,0.9215999841690063,True,289446
8,1,64,8,16,16,2,32,32,512,0.5949440002441406,True,290760
32,1,64,8,128,4,2,32,64,512,1.3393919467926023,True,292721
32,1,64,8,128,4,2,32,64,512,1.3393919467926023,True,294300
16,1,64,512,32,16,4,32,128,512,1.026047945022583,True,295679
16,8,64,8,32,16,2,32,64,512,0.7751680016517639,True,297591
16,64,64,8,32,16,2,32,64,512,2147483648.0,False,308810
32,1,64,8,128,4,2,32,64,512,1.3393919467926023,True,310625
16,1,64,8,32,16,2,128,64,512,1.0813440084457395,True,312224
128,64,64,16,128,2,16,1,256,2,2147483648.0,False,329782
4,2,8,8,64,8,4,8,8,64,27.74527931213379,True,332628
8,1,8,64,128,16,16,4,512,8,13.179903984069824,True,334697
16,4,128,8,64,8,16,2,64,16,29.248512268066406,True,346811
16,1,64,8,32,16,4,1,64,1,271.0650939941406,True,355784
16,1,32,8,32,32,2,32,64,512,0.6205440163612366,True,357097
8,1,64,8,32,16,2,32,64,512,0.3901439905166626,True,358626
16,1,64,8,32,16,2,256,16,512,7.819263935089111,True,360443
8,1,64,8,32,16,2,32,64,512,0.3901439905166626,True,361880
8,1,64,8,32,4,4,32,1024,512,0.6584320068359375,True,363157
8,1,64,8,32,16,4,32,64,512,0.4444159865379333,True,364512
8,8,8,8,32,32,2,32,64,512,4.994048118591309,True,366502
8,8,8,16,32,32,2,32,64,512,5.140480041503906,True,368461
8,1,64,8,32,4,64,4,64,512,63.56991958618164,True,370110
8,1,64,8,16,16,2,32,64,512,0.4341759979724884,True,371485
4,1,64,8,32,16,2,32,64,512,0.3706879913806915,True,373320
4,1,64,8,32,16,8,1,1024,1,62.91046524047852,True,378542
4,1,64,256,32,16,4,4,64,8,8.483839988708496,True,382067
32,1,4,8,32,64,2,32,64,512,4.96127986907959,True,383609
4,1,64,8,32,16,2,32,64,512,0.3706879913806915,True,385308
8,8,64,8,128,4,2,32,64,512,3.7959680557250977,True,390235
4,1,4,8,32,64,2,32,64,512,3.880959987640381,True,391723
8,16,64,8,32,16,2,32,64,512,1.598464012145996,True,394194
