tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
16,1,64,128,128,2,8,2,32,1024,7.99129581451416,True,0
16,8,32,4,128,16,2,8,32,1024,3.1682560443878174,True,5322
4,2,32,16,4,64,1,2,8,4,466.7361145019531,True,7067
8,1,128,32,32,2,8,4,64,128,20.749311447143555,True,10836
64,4,16,32,64,16,8,8,64,8,203.23020935058597,True,23476
8,4,8,4,64,128,1,32,2,128,254.8777008056641,True,39483
32,4,32,16,64,2,1,4,8,1024,16.40140724182129,True,43702
8,64,256,32,16,16,8,16,64,1024,125.0334701538086,True,54684
16,8,32,4,128,16,2,8,32,1024,3.1641600131988525,True,59416
16,8,32,4,128,16,2,8,16,1024,2.772991895675659,True,64299
16,8,32,4,128,16,4,8,64,1024,2.5364480018615723,True,67149
16,8,32,4,128,16,2,16,32,1024,2.899967908859253,True,71890
32,8,16,4,256,8,4,8,64,1024,23.2488956451416,True,77597
16,8,32,4,128,32,4,8,64,1024,1.947648048400879,True,80067
16,8,32,4,128,16,4,8,64,1024,2.537472009658813,True,82468
32,8,16,4,256,8,4,8,64,512,23.19564819335937,True,88203
16,8,32,4,256,8,2,16,64,1024,5.848063945770264,True,100564
16,8,32,4,256,8,4,8,64,1024,5.301248073577881,True,105469
16,8,32,4,256,8,4,8,64,1024,5.286911964416504,True,110072
32,8,32,4,128,32,2,16,64,512,11.354111671447754,True,115160
4,8,32,4,4,128,4,8,64,1024,6.9324798583984375,True,117016
16,16,16,4,256,16,2,4,16,1024,2147483648.0,False,129153
16,8,32,256,128,32,4,8,64,1024,1.603584051132202,True,131660
16,8,32,32,128,32,4,8,64,1024,1.6629760265350342,True,134157
16,32,256,256,32,8,4,8,64,1024,24.08038330078125,True,139885
16,8,32,256,128,32,2,16,16,1024,1.913856029510498,True,144618
16,8,32,32,128,2,4,8,1024,1024,15.164416313171388,True,147728
16,8,32,256,128,32,4,8,64,1024,1.6046080589294434,True,150112
16,8,32,256,128,32,2,64,64,512,5.552127838134766,True,154878
16,8,32,256,128,32,4,8,64,1024,1.6046080589294434,True,157419
8,8,32,512,128,32,2,16,32,1024,2.649087905883789,True,162316
16,8,32,256,128,32,4,8,64,512,1.603584051132202,True,164804
16,8,32,512,128,32,32,4,64,1024,4.648960113525391,True,166727
16,16,64,16,128,16,4,8,64,1024,3.481600046157837,True,171370
16,8,32,1024,128,32,2,16,32,1024,2.7934720516204834,True,176060
8,8,32,64,32,64,4,8,512,1024,0.9820160269737244,True,177675
4,8,32,64,8,128,2,4,4,32,64.02355194091797,True,182320
8,16,64,64,16,64,4,8,512,1024,1.1683839559555054,True,184094
4,8,32,64,4,128,4,2,64,4,109.77587127685548,True,185282
8,8,32,8,64,32,4,8,512,1024,1.6476160287857056,True,187090
8,2,4,512,32,256,128,2,512,1024,5.642240047454834,True,188635
8,8,32,64,16,64,4,8,256,1024,0.8939520120620728,True,190180
8,8,32,64,32,64,4,32,512,1024,0.8611840009689331,True,191605
32,8,32,64,32,64,4,8,512,1024,2.689023971557617,True,193629
8,8,32,64,32,64,4,32,512,1024,0.8386560082435608,True,195124
8,1,32,64,32,64,4,32,512,1024,0.5990399718284607,True,196502
16,8,32,1024,32,64,256,2,512,1024,62.58278274536133,True,198634
8,8,32,1024,32,64,4,32,512,1024,1.0291199684143066,True,200223
32,1,32,64,32,64,4,32,512,1024,1.371135950088501,True,201601
8,4,32,64,32,128,4,32,512,1024,0.5652480125427246,True,203016
8,1,16,64,32,64,4,32,512,1024,0.8898559808731079,True,204384
4,1,256,16,8,16,4,1,512,1024,2147483648.0,False,216610
8,4,32,32,32,8,8,16,512,64,4.122623920440674,True,218276
8,4,32,64,16,128,8,8,512,16,2.4053759574890137,True,219703
8,1,32,64,32,128,4,32,512,1024,0.5335040092468262,True,220970
8,4,32,256,32,128,4,32,128,1024,0.5406720042228699,True,222361
8,1,64,512,16,128,8,2,512,4,11.734016418457031,True,226155
8,1,32,64,32,64,1,128,512,1024,4.257791996002197,True,228003
16,1,32,64,32,128,4,32,512,1024,0.8314880132675171,True,229350
8,1,32,32,32,16,1,128,512,1024,3.650559902191162,True,230980
32,1,32,64,32,128,4,256,512,1024,2.6511359214782715,True,232510
8,1,32,64,32,128,4,32,512,1024,0.5335040092468262,True,233852
16,1,16,64,128,64,4,32,512,1024,1.3209600448608398,True,235288
4,1,32,64,32,128,4,32,512,256,0.9062399864196776,True,236713
16,32,32,128,256,8,4,32,512,1024,2147483648.0,False,248868
8,1,32,64,32,128,4,32,512,1024,0.5335040092468262,True,250239
4,32,32,64,32,128,4,32,512,1024,2.869247913360596,True,252819
16,1,64,64,16,128,4,32,512,1024,1.311743974685669,True,254209
8,1,32,64,32,128,4,32,512,1024,0.5335040092468262,True,255458
8,1,32,64,32,128,4,32,512,1024,0.5335040092468262,True,256754
8,8,32,64,32,128,8,2,512,4,7.876607894897461,True,258966
8,1,32,16,32,2,4,32,512,256,1.955839991569519,True,260422
16,1,32,256,128,32,4,32,512,1024,1.5708160400390625,True,261864
8,1,32,64,32,128,1,128,512,1024,2.248703956604004,True,263393
8,1,32,64,32,128,4,32,512,1024,0.5335040092468262,True,264682
8,1,32,64,32,128,2,64,32,1024,0.989184021949768,True,266067
8,1,32,64,32,128,4,32,1024,1024,0.5345280170440674,True,267367
8,2,16,16,32,128,4,16,512,1024,0.7587839961051941,True,268876
8,1,32,64,32,128,2,64,512,1024,1.0127359628677368,True,270249
8,1,32,128,32,128,4,32,512,1024,0.5447679758071899,True,271494
8,1,128,64,16,64,4,32,512,1024,1.1550719738006592,True,272988
8,1,32,1024,32,128,4,32,512,1024,0.5724160075187683,True,274299
4,1,32,64,64,64,4,16,512,1024,0.6625279784202576,True,275720
8,1,32,32,16,16,4,32,512,1024,1.018880009651184,True,277015
128,8,32,8,256,8,1,1,2,32,2147483648.0,False,295648
16,4,64,64,32,16,4,16,1024,64,1.4714879989624023,True,297288
64,2,8,8,256,32,4,2,64,8,127.36000061035156,True,299189
4,64,64,256,16,128,64,1,64,4,525.676513671875,True,301875
128,4,32,16,128,4,2,512,64,1024,97.7438735961914,True,304439
32,8,32,32,128,32,2,2,256,1024,22.44095993041992,True,314315
8,4,128,4,32,8,2,512,4,512,42.83494567871094,True,317966
128,16,16,8,128,32,32,2,1024,512,303.5740051269531,True,329877
16,1,32,32,256,8,4,32,512,1024,2.0797441005706787,True,331523
32,2,32,64,32,128,8,8,512,32,4.182015895843506,True,333321
8,1,32,4,32,128,4,32,512,1024,0.5570560097694397,True,334609
8,1,4,256,32,256,16,16,512,1024,1.9845119714736936,True,336172
16,1,32,64,32,128,4,32,512,512,0.971776008605957,True,337536
8,1,32,256,32,128,4,32,512,1024,0.5355520248413086,True,338796
8,1,32,128,32,64,4,128,512,1024,0.950272023677826,True,340172
8,1,32,64,32,128,4,32,512,1024,0.5335040092468262,True,341394
8,4,32,64,32,128,4,32,512,1024,0.567296028137207,True,342802
8,1,64,64,16,64,4,32,512,1024,0.8847360014915466,True,344430
8,1,32,64,32,128,4,32,128,1024,0.532480001449585,True,345837
8,1,16,64,32,128,4,32,512,1024,1.0393600463867188,True,347133
8,1,32,64,32,32,4,32,128,1024,0.5519359707832336,True,348649
4,1,128,64,16,64,4,32,128,1024,0.9297919869422911,True,349993
16,1,32,64,32,128,4,32,128,128,1.6179200410842896,True,351377
8,1,32,16,32,4,4,32,128,1024,0.579584002494812,True,352776
8,1,32,64,32,128,8,16,1024,64,1.789952039718628,True,354401
8,1,32,8,32,16,4,32,128,1024,0.502784013748169,True,355667
32,1,32,32,32,128,4,32,128,1024,1.316864013671875,True,357063
8,1,32,64,32,128,4,4,128,1024,1.5175679922103882,True,358795
8,1,32,8,32,16,4,4,128,1024,0.9594879746437072,True,360474
8,1,64,256,16,32,4,32,128,1024,1.154047966003418,True,361934
8,1,32,8,32,16,1,128,1,1024,36.58137512207031,True,365352
8,1,32,8,32,16,2,512,16,1024,20.280319213867188,True,367778
4,1,64,8,8,16,32,8,128,1024,17.588224411010742,True,370352
8,1,32,8,32,16,4,32,512,1024,0.5939199924468994,True,371628
8,1,32,8,16,16,4,32,128,1024,0.997376024723053,True,372961
4,1,32,8,8,32,8,8,128,32,19.44063949584961,True,375635
8,1,32,8,32,16,4,8,1024,1024,0.8284159898757935,True,377125
8,1,16,8,32,32,2,64,32,1024,2.0336639881134038,True,378582
8,1,32,8,32,16,4,32,128,1024,0.502784013748169,True,379946
16,1,32,8,16,16,4,32,128,1024,1.3701119422912598,True,381367
16,1,32,8,32,16,4,8,128,1024,1.0690560340881348,True,382916
8,1,32,128,32,16,4,32,128,1024,0.5642240047454834,True,384239
8,1,32,8,32,16,4,2,128,2,45.09183883666992,True,388587
8,1,32,8,32,16,4,32,128,1024,0.502784013748169,True,389942
8,2,32,8,32,16,4,32,128,1024,0.7751680016517639,True,391390
8,32,32,8,32,128,2,64,32,1024,18.895872116088867,True,396894
8,16,32,8,32,16,2,64,256,1024,3.622911930084229,True,399372
16,1,32,8,128,8,4,32,128,1024,1.2984319925308228,True,400827
8,1,32,8,16,16,4,32,128,1024,0.997376024723053,True,402218
8,1,32,8,64,16,4,32,128,1024,0.6184960007667542,True,403621
4,1,32,16,32,64,2,64,128,1024,1.0536960363388062,True,404971
8,1,32,8,32,32,4,32,128,1024,0.494592010974884,True,406285
8,1,32,8,32,32,4,32,128,1024,0.494592010974884,True,407541
8,1,32,8,32,32,2,64,128,1024,1.031167984008789,True,408954
8,1,32,8,16,32,4,32,128,1024,0.9103360176086426,True,410296
8,1,32,8,32,16,2,64,32,1024,1.004544019699097,True,411614
16,1,32,8,32,32,4,128,128,1024,1.013759970664978,True,413041
8,1,32,8,32,32,4,32,128,1024,0.494592010974884,True,414356
8,1,32,8,32,32,4,32,128,1024,0.494592010974884,True,415591
8,1,32,8,32,32,4,32,128,1024,0.494592010974884,True,416889
8,1,32,8,32,32,4,16,64,1024,0.6236159801483154,True,418368
8,1,32,4,32,16,4,32,128,1024,0.5294079780578613,True,419710
8,1,32,8,32,32,4,32,128,1024,0.494592010974884,True,420979
8,1,32,8,32,32,4,32,128,1024,0.494592010974884,True,422397
8,1,32,8,32,32,4,32,128,1024,0.494592010974884,True,423828
8,8,32,8,32,32,4,32,128,1024,0.9011200070381165,True,425286
8,64,64,8,16,32,2,64,128,1024,99.1610870361328,True,429549
8,1,8,4,32,64,4,32,128,1024,1.0618879795074463,True,430938
8,1,64,8,32,16,4,32,128,1024,0.3911679983139038,True,432443
8,1,128,8,16,16,4,256,128,1024,1.5994880199432373,True,433867
8,2,32,8,32,32,4,32,128,1024,0.5427200198173523,True,435138
4,1,32,8,16,32,4,32,128,1024,0.5652480125427246,True,436568
8,1,32,8,32,32,4,64,128,1024,0.591871976852417,True,437956
8,1,64,8,32,16,2,64,128,512,0.9523199796676636,True,439381
8,1,64,8,32,16,4,32,128,512,0.336896002292633,True,441262
8,1,64,8,32,16,8,32,128,1024,2.032639980316162,True,442787
8,1,64,16,32,16,4,32,64,512,0.4116480052471161,True,444224
16,1,32,8,32,32,4,32,128,512,0.8417279720306396,True,445622
8,1,64,8,32,32,4,32,128,512,0.4485119879245758,True,447029
4,1,64,32,8,16,4,32,64,512,1.4888960123062134,True,448535
8,1,64,8,32,32,4,32,128,256,0.5683199763298035,True,450175
4,1,64,8,16,32,4,32,128,512,0.4208639860153198,True,451500
8,1,64,8,32,16,4,32,128,512,0.336896002292633,True,452951
8,1,64,8,16,32,4,32,128,512,0.8744959831237793,True,454479
8,1,64,8,32,16,4,32,128,512,0.3358719944953918,True,455853
8,1,64,8,32,16,4,32,32,512,0.7393280267715454,True,457284
8,1,64,8,16,32,4,64,128,256,1.5032320022583008,True,458835
4,1,64,4,16,32,4,16,128,512,0.8232960104942322,True,460316
8,1,64,8,32,16,4,32,128,512,0.336896002292633,True,461636
8,1,64,8,32,16,4,256,128,512,1.4663679599761963,True,463031
8,1,64,16,32,16,4,64,64,512,0.7229440212249756,True,464313
8,1,64,8,32,16,4,32,128,512,0.336896002292633,True,465585
8,1,64,8,32,16,4,16,128,512,0.3461120128631592,True,467023
4,1,64,8,16,32,4,32,128,512,0.4208639860153198,True,468344
8,1,64,8,16,32,8,32,128,512,1.8780159950256348,True,469789
8,1,64,8,32,8,4,32,128,512,0.3461120128631592,True,471102
8,1,64,8,32,16,4,32,64,512,0.4444159865379333,True,472510
