A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
1,0,0,0,1,0,2,1,0,1,2,16,2,1,4,1,2,1000,2,2,1,2,125,2048,1,2048,1,1,1,39398400,True,3793
0,0,0,0,0,1,2,0,1,0,2,16,1,8,1,1,2,1000,5,40,1,1,5,2048,1,128,1,8,2,185875456,True,6061
0,0,1,1,0,2,1,0,2,0,1,16,1,4,1,4,1,1000,4,10,5,5,1,2048,1,512,1,1,4,20660224,True,7019
0,1,1,0,1,2,0,1,1,2,0,16,2,1,2,2,2,1000,1,2,2,250,1,2048,1,8,1,16,16,9223372036854775807,False,7850
0,1,1,1,0,1,0,2,1,2,0,16,1,4,1,4,1,1000,20,1,2,25,1,2048,1,1,1,2048,1,9223372036854775807,False,8608
0,0,1,0,1,2,0,1,1,0,2,16,1,2,2,4,1,1000,1,5,2,4,25,2048,1,8,1,16,16,9223372036854775807,False,9858
1,0,0,1,0,2,0,1,1,2,0,16,1,2,1,1,8,1000,10,2,10,1,5,2048,1,2,1,16,64,7977984,True,10852
0,1,0,1,0,1,2,0,0,2,1,16,2,2,2,2,1,1000,5,10,10,1,2,2048,1,1,1,1024,2,4070400,True,11626
1,0,0,1,1,1,2,0,1,0,2,16,1,4,1,1,4,1000,50,1,1,4,5,2048,1,1,1,16,128,5094400,True,12522
1,1,0,0,1,2,1,0,0,1,2,16,2,1,1,4,2,1000,20,5,10,1,1,2048,1,128,1,4,4,670720,True,13375
0,0,0,0,1,1,2,0,0,1,2,16,4,1,1,4,1,1000,1,1,20,1,50,2048,1,2,1,256,4,1651712,True,14308
0,1,0,1,0,0,1,2,2,0,1,16,2,8,1,1,1,1000,1,125,4,1,2,2048,1,4,1,1,512,242982912,True,17152
0,1,0,1,1,2,0,1,1,2,0,16,4,1,1,2,2,1000,4,5,2,1,25,2048,1,1,1,1024,2,4405248,True,18024
0,1,1,0,1,1,0,2,2,0,1,16,4,4,1,1,1,1000,1,1,125,4,2,2048,1,1,1,256,8,9223372036854775807,False,18638
0,1,0,1,0,1,2,0,2,1,0,16,8,1,2,1,1,1000,5,1,1,20,10,2048,1,1024,1,1,2,7860224,True,19424
0,0,0,1,0,1,2,0,0,2,1,16,1,2,1,2,4,1000,1,5,2,2,50,2048,1,64,1,1,32,461510656,True,24039
0,1,1,0,1,2,1,0,1,0,2,16,1,1,4,4,1,1000,5,1,2,4,25,2048,1,512,1,1,4,3060736,True,25253
0,1,1,1,1,1,2,0,0,1,2,16,1,1,2,2,4,1000,2,5,2,25,2,2048,1,8,1,32,8,9223372036854775807,False,26234
1,0,0,1,1,0,2,1,1,2,0,16,2,1,8,1,1,1000,10,2,2,5,5,2048,1,256,1,1,8,1980416,True,27032
0,1,0,0,0,1,0,2,1,0,2,16,1,2,2,4,1,1000,1,10,20,1,5,2048,1,32,1,4,16,28834816,True,28040
0,1,1,1,1,0,2,1,1,2,0,16,2,4,1,2,1,1000,20,2,5,1,5,2048,1,512,1,1,4,2219008,True,28856
1,0,1,0,0,1,2,0,1,0,2,16,2,1,1,2,4,1000,1,5,40,1,5,2048,1,2,1,16,64,9223372036854775807,False,29534
1,1,0,0,1,2,0,1,2,1,0,16,4,1,1,2,2,1000,1,8,1,25,5,2048,1,2,1,2,512,138298368,True,32247
1,0,0,0,0,0,1,2,0,1,2,16,4,1,4,1,1,1000,1,1,2,10,50,2048,1,128,1,2,8,71518208,True,33705
0,0,1,1,0,0,1,2,1,0,2,16,1,4,4,1,1,1000,1,40,5,1,5,2048,1,32,1,2,32,84756480,True,35138
1,0,0,1,1,2,0,1,2,1,0,16,1,1,2,1,8,1000,1,1,2,25,20,2048,1,2,1,32,32,9223372036854775807,False,36216
0,1,0,0,1,1,0,2,2,0,1,16,2,1,1,2,4,1000,1,2,4,5,25,2048,1,4,1,4,128,105260032,True,38407
1,1,0,1,0,1,2,0,1,0,2,16,2,1,1,8,1,1000,25,1,1,4,10,2048,1,8,1,256,1,20795392,True,39354
1,1,0,0,1,0,2,1,0,2,1,16,1,4,4,1,1,1000,1,8,125,1,1,2048,1,4,1,64,8,3980288,True,40110
0,1,0,1,1,0,2,1,0,1,2,16,1,2,1,8,1,1000,20,1,10,1,5,2048,1,64,1,32,1,1040384,True,41008
0,1,1,1,1,1,2,0,2,0,1,16,1,2,1,1,8,1000,50,1,5,2,2,2048,1,32,1,8,8,744448,True,41766
1,0,1,0,1,0,2,1,1,0,2,16,4,1,4,1,1,1000,5,1,4,25,2,2048,1,16,1,16,8,9223372036854775807,False,42502
0,1,0,0,1,2,1,0,2,1,0,16,1,2,4,2,1,1000,20,25,2,1,1,2048,1,2,1,8,128,3389440,True,43629
1,1,1,1,1,0,1,2,1,2,0,16,2,4,1,2,1,1000,5,2,1,4,25,2048,1,1,1,1024,2,9223372036854775807,False,44636
1,0,0,0,1,0,2,1,0,2,1,16,4,1,1,1,4,1000,5,5,1,5,8,2048,1,4,1,2,256,6200320,True,45504
