A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
0,0,0,0,0,1,0,2,2,1,0,16,2,4,1,2,1,1000,4,250,1,1,1,2048,1,64,1,1,32,205844480,True,2823
1,0,1,0,0,0,1,2,1,0,2,16,2,8,1,1,1,1000,200,1,5,1,1,2048,1,64,1,4,8,5496832,True,3745
1,0,1,1,0,2,0,1,0,2,1,16,4,2,1,1,2,1000,50,20,1,1,1,2048,1,32,1,16,4,17393664,True,4780
1,1,0,0,1,2,1,0,1,2,0,16,8,2,1,1,1,1000,10,50,2,1,1,2048,1,16,1,32,4,11041792,True,5721
1,0,1,0,0,0,1,2,1,0,2,16,2,8,1,1,1,1000,200,1,5,1,1,2048,1,64,1,4,8,5497856,True,6518
1,0,1,0,0,0,1,2,1,0,2,16,2,8,1,1,1,1000,200,1,5,1,1,2048,1,64,1,4,8,5498880,True,7303
1,0,1,0,0,0,1,2,1,0,2,16,2,8,1,1,1,1000,200,1,5,1,1,2048,1,64,1,4,8,5497856,True,8090
1,0,1,0,1,0,2,1,1,0,2,16,2,8,1,1,1,1000,200,1,5,1,1,2048,1,64,1,4,8,3514368,True,8969
1,1,1,0,1,0,2,1,0,1,2,16,16,1,1,1,1,1000,10,10,5,2,1,2048,1,512,1,1,4,3747840,True,9875
0,0,1,1,1,2,0,1,0,2,1,16,4,1,1,2,2,1000,2,50,5,1,2,2048,1,2,1,128,8,34567168,True,11265
1,0,0,1,0,1,2,0,2,0,1,16,16,1,1,1,1,1000,100,1,1,1,10,2048,1,64,1,16,2,820224,True,12143
1,1,0,0,0,0,1,2,1,2,0,16,16,1,1,1,1,1000,4,5,2,5,5,2048,1,1024,1,1,2,23763968,True,13150
1,0,0,1,0,1,2,0,2,0,1,16,4,1,4,1,1,1000,100,1,1,10,1,2048,1,64,1,16,2,753664,True,14008
1,0,0,1,0,1,2,0,1,0,2,16,16,1,1,1,1,1000,500,1,1,1,2,2048,1,64,1,4,8,917504,True,14806
1,0,0,1,0,0,2,1,2,0,1,16,16,1,1,1,1,1000,10,1,2,1,50,2048,1,64,1,16,2,5951488,True,15756
1,0,0,1,1,1,2,0,2,0,1,16,16,1,1,1,1,1000,100,1,1,1,10,2048,1,64,1,16,2,1235968,True,16674
0,0,1,0,1,0,2,1,0,1,2,16,1,4,2,2,1,1000,200,1,1,1,5,2048,1,8,1,16,16,3714048,True,17753
0,0,1,1,1,1,2,0,2,0,1,16,2,1,4,1,2,1000,200,1,5,1,1,2048,1,32,1,4,16,207872,True,18596
1,1,0,0,1,1,0,2,2,0,1,16,2,2,2,2,1,1000,500,1,2,1,1,2048,1,512,1,1,4,471040,True,19383
1,0,1,1,1,1,2,0,0,2,1,16,2,1,8,1,1,1000,4,1,5,50,1,2048,1,64,1,2,16,2342912,True,20325
0,1,1,1,0,2,1,0,1,2,0,16,16,1,1,1,1,1000,4,125,2,1,1,2048,1,16,1,64,2,33016830,True,21467
1,1,1,1,1,2,0,1,2,0,1,16,2,8,1,1,1,1000,50,20,1,1,1,2048,1,128,1,8,2,21475328,True,22440
0,0,1,1,0,0,2,1,0,1,2,16,2,8,1,1,1,1000,1,5,10,1,20,2048,1,512,1,1,4,26958848,True,23664
1,1,1,1,1,0,1,2,1,2,0,16,16,1,1,1,1,1000,20,1,10,1,5,2048,1,2,1,128,8,9223372036854775807,False,24490
0,0,1,1,1,1,2,0,2,1,0,16,2,1,4,1,2,1000,200,5,1,1,1,2048,1,32,1,4,16,977920,True,25412
0,0,1,1,0,2,1,0,2,0,1,16,2,1,4,1,2,1000,8,5,25,1,1,2048,1,32,1,4,16,1689600,True,26342
0,1,1,1,1,1,0,2,2,0,1,16,2,1,4,1,2,1000,200,1,5,1,1,2048,1,32,1,4,16,207872,True,27293
0,0,1,1,0,1,2,0,2,0,1,16,2,1,4,1,2,1000,200,1,5,1,1,2048,1,32,1,4,16,1213440,True,28211
0,0,0,1,1,1,0,2,1,2,0,16,4,2,1,2,1,1000,200,5,1,1,1,2048,1,2,1,8,128,3892224,True,29297
0,0,0,1,0,0,1,2,2,1,0,16,8,2,1,1,1,1000,100,10,1,1,1,2048,1,512,1,1,4,3785728,True,30120
1,0,0,0,1,2,1,0,1,2,0,16,2,2,1,1,4,1000,50,2,5,2,1,2048,1,8,1,4,64,1019904,True,31131
1,0,1,0,1,1,2,0,2,1,0,16,2,2,2,2,1,1000,40,1,1,5,5,2048,1,512,1,4,1,8898560,True,32031
0,0,1,1,1,1,2,0,2,0,1,16,2,4,2,1,1,1000,200,1,5,1,1,2048,1,32,1,4,16,1674240,True,32958
0,0,1,0,1,1,2,0,2,0,1,16,16,1,1,1,1,1000,200,1,5,1,1,2048,1,32,1,4,16,1147904,True,33773
0,0,0,1,1,1,2,0,2,1,0,16,16,1,1,1,1,1000,200,1,5,1,1,2048,1,32,1,4,16,269312,True,34568
0,0,1,1,1,1,2,0,2,0,1,16,2,1,4,1,2,1000,100,2,5,1,1,2048,1,1024,1,1,2,509952,True,35427
1,0,1,0,1,1,0,2,2,0,1,16,8,2,1,1,1,1000,1,2,125,4,1,2048,1,64,1,8,4,9223372036854775807,False,36222
0,0,1,1,1,1,2,0,2,0,1,16,2,1,4,1,2,1000,250,2,2,1,1,2048,1,32,1,4,16,432128,True,37153
0,0,1,1,1,1,2,0,2,0,1,16,2,1,4,1,2,1000,200,5,1,1,1,2048,1,32,1,4,16,984064,True,37955
0,0,1,0,1,0,2,1,2,1,0,16,2,8,1,1,1,1000,8,1,125,1,1,2048,1,64,1,8,4,3075072,True,38904
0,0,0,1,0,1,2,0,2,0,1,16,16,1,1,1,1,1000,25,10,4,1,1,2048,1,1024,1,1,2,2119680,True,39863
0,0,1,1,1,1,2,0,0,2,1,16,1,2,1,1,8,1000,100,2,1,1,5,2048,1,1,1,8,256,9052160,True,40935
1,1,1,1,0,2,1,0,1,0,2,16,2,1,2,4,1,1000,100,1,1,5,2,2048,1,64,1,16,2,7139328,True,41832
0,0,1,1,0,2,1,0,0,2,1,16,4,2,1,1,2,1000,500,2,1,1,1,2048,1,512,1,1,4,7123968,True,42741
0,0,1,1,1,1,2,0,2,0,1,16,2,1,4,1,2,1000,200,1,5,1,1,2048,1,32,1,4,16,206848,True,43592
0,0,1,1,1,1,2,0,2,0,1,16,2,1,4,1,2,1000,200,1,1,1,5,2048,1,32,1,4,16,989184,True,44437
0,0,1,1,1,1,2,0,2,0,1,16,2,1,2,4,1,1000,200,1,5,1,1,2048,1,32,1,32,2,525312,True,45350
0,0,1,0,1,1,2,0,2,0,1,16,2,4,1,1,2,1000,200,5,1,1,1,2048,1,32,1,4,16,9791488,True,46266
0,0,0,1,1,1,2,0,2,0,1,16,2,1,4,1,2,1000,200,1,5,1,1,2048,1,32,1,4,16,340992,True,47237
0,0,1,1,1,1,2,0,2,0,1,16,2,1,2,1,4,1000,200,1,1,5,1,2048,1,32,1,4,16,928768,True,48210
0,0,1,1,1,0,2,1,2,1,0,16,2,1,8,1,1,1000,200,1,1,1,5,2048,1,32,1,4,16,533504,True,49091
0,0,1,0,1,1,2,0,2,1,0,16,2,1,4,1,2,1000,200,1,5,1,1,2048,1,32,1,4,16,206848,True,49921
0,0,1,1,1,1,2,0,2,0,1,16,2,1,4,1,2,1000,200,1,5,1,1,2048,1,32,1,4,16,207872,True,50812
