A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
1,1,1,1,1,0,1,2,2,0,1,1,1,1,1,1,1,1000,2,5,20,1,5,2048,1,1,1,32,64,9223372036854775807,False,1416
1,1,1,1,0,0,2,1,1,2,0,1,1,1,1,1,1,1000,10,1,4,1,25,2048,1,16,1,2,64,9223372036854775807,False,2931
1,1,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,25,1,1,40,1,2048,1,8,1,64,4,3794944,True,4801
0,1,0,1,1,2,0,1,2,1,0,1,1,1,1,1,1,1000,1,1,2,2,250,2048,1,1024,1,2,1,44875776,True,6537
1,1,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,25,1,1,40,1,2048,1,64,1,16,2,6697984,True,7866
1,1,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,20,1,1,50,1,2048,1,8,1,128,2,9223372036854775807,False,9308
1,1,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,25,1,1,40,1,2048,1,8,1,64,4,3794944,True,10986
1,1,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,25,1,1,40,1,2048,1,8,1,64,4,3794944,True,12471
1,1,1,1,1,1,0,2,2,1,0,1,1,1,1,1,1,1000,25,1,1,40,1,2048,1,8,1,64,4,3794944,True,13990
0,1,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,25,10,1,4,1,2048,1,8,1,128,2,3036160,True,15242
1,0,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,25,1,1,40,1,2048,1,8,1,64,4,3891200,True,16729
1,1,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,25,1,1,40,1,2048,1,8,1,64,4,3794944,True,18140
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,4,1,25,5,2,2048,1,64,1,32,1,962560,True,19838
0,1,0,1,0,0,2,1,1,0,2,1,1,1,1,1,1,1000,2,25,1,1,20,2048,1,8,1,16,16,25044992,True,21659
1,0,1,0,1,2,1,0,0,1,2,1,1,1,1,1,1,1000,1,100,1,1,10,2048,1,2,1,64,16,144467968,True,23878
0,0,0,1,1,0,1,2,0,2,1,1,1,1,1,1,1,1000,1,100,1,10,1,2048,1,4,1,1,512,65288192,True,26156
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,10,4,1,2048,1,8,1,256,1,372736,True,27567
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,4,1,25,5,2,2048,1,64,1,32,1,962560,True,28675
1,1,0,0,0,2,0,1,2,1,0,1,1,1,1,1,1,1000,4,1,25,5,2,2048,1,64,1,32,1,962560,True,29887
1,1,0,0,0,0,1,2,0,2,1,1,1,1,1,1,1,1000,4,1,25,5,2,2048,1,64,1,32,1,963584,True,30967
0,1,1,0,1,1,0,2,1,0,2,1,1,1,1,1,1,1000,5,100,1,1,2,2048,1,1,1,16,128,19879936,True,32595
1,1,0,1,1,0,2,1,1,2,0,1,1,1,1,1,1,1000,10,1,2,5,10,2048,1,128,1,16,1,4239360,True,34149
1,0,0,1,1,1,0,2,2,1,0,1,1,1,1,1,1,1000,5,2,10,5,2,2048,1,16,1,4,32,1348608,True,35660
0,0,1,1,1,0,2,1,2,1,0,1,1,1,1,1,1,1000,1,10,20,5,1,2048,1,256,1,4,2,4669440,True,37133
1,1,0,0,0,1,0,2,0,2,1,1,1,1,1,1,1,1000,25,1,4,5,2,2048,1,8,1,256,1,724992,True,38594
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,10,4,1,2048,1,8,1,256,1,370688,True,39868
1,1,0,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1000,25,1,10,4,1,2048,1,8,1,256,1,401408,True,41152
1,1,0,0,0,2,1,0,0,2,1,1,1,1,1,1,1,1000,4,1,25,2,5,2048,1,8,1,256,1,595968,True,42264
1,1,0,0,0,2,0,1,2,1,0,1,1,1,1,1,1,1000,25,1,2,10,2,2048,1,8,1,256,1,1612800,True,43657
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,10,4,1,2048,1,8,1,256,1,370688,True,44669
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,10,4,1,2048,1,8,1,256,1,372736,True,46060
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,10,2,10,5,1,2048,1,8,1,256,1,1257472,True,47424
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,1,40,1,2048,1,8,1,256,1,3863552,True,48577
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,10,4,1,2048,1,8,1,256,1,372736,True,49926
1,1,1,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,10,4,1,2048,1,8,1,256,1,358400,True,51041
1,1,0,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,10,4,1,2048,1,8,1,256,1,372736,True,52362
1,1,1,0,0,2,1,0,0,2,1,1,1,1,1,1,1,1000,25,1,10,1,4,2048,1,8,1,256,1,357376,True,53657
1,1,1,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,2,5,4,1,2048,1,8,1,64,4,1855488,True,55021
1,1,1,0,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,25,1,10,2,2,2048,1,8,1,256,1,358400,True,56326
