A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
0,0,1,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1000,50,10,2,1,1,2048,1,512,1,2,2,757760,True,1187
0,0,0,0,1,1,0,2,1,2,0,1,1,1,1,1,1,1000,200,1,5,1,1,2048,1,16,1,32,4,75776,True,2413
1,1,0,0,0,1,2,0,0,1,2,1,1,1,1,1,1,1000,1,125,8,1,1,2048,1,2048,1,1,1,15056896,True,3997
0,1,1,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1000,5,2,5,1,20,2048,1,256,1,2,4,2271232,True,5545
0,1,1,0,1,0,1,2,0,2,1,1,1,1,1,1,1,1000,500,1,1,1,2,2048,1,256,1,2,4,140288,True,6670
1,0,0,1,0,1,2,0,0,1,2,1,1,1,1,1,1,1000,40,5,5,1,1,2048,1,16,1,64,2,262144,True,7815
1,1,1,0,0,2,1,0,2,0,1,1,1,1,1,1,1,1000,40,1,25,1,1,2048,1,32,1,8,8,227328,True,9232
0,1,1,1,1,2,0,1,2,1,0,1,1,1,1,1,1,1000,20,50,1,1,1,2048,1,1,1,64,32,4438016,True,10571
0,0,1,1,1,1,0,2,0,2,1,1,1,1,1,1,1,1000,200,1,1,1,5,2048,1,1024,1,1,2,339968,True,11726
0,0,0,1,1,0,2,1,0,2,1,1,1,1,1,1,1,1000,10,10,2,1,5,2048,1,32,1,16,4,2171904,True,13097
1,1,0,0,1,2,0,1,0,2,1,1,1,1,1,1,1,1000,100,2,5,1,1,2048,1,32,1,64,1,190464,True,14693
1,0,1,0,0,1,2,0,0,1,2,1,1,1,1,1,1,1000,8,1,125,1,1,2048,1,1024,1,2,1,150528,True,15642
0,1,1,0,1,0,2,1,0,1,2,1,1,1,1,1,1,1000,100,1,2,1,5,2048,1,32,1,16,4,533504,True,16947
1,0,0,1,1,1,0,2,0,2,1,1,1,1,1,1,1,1000,8,125,1,1,1,2048,1,16,1,2,64,12914688,True,18045
1,1,1,1,0,0,1,2,1,0,2,1,1,1,1,1,1,1000,500,1,1,1,2,2048,1,2048,1,1,1,9223372036854775807,False,24264
1,1,1,0,1,1,0,2,1,0,2,1,1,1,1,1,1,1000,20,25,1,1,2,2048,1,512,1,1,4,3213312,True,25787
1,0,0,1,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,40,5,1,1,5,2048,1,512,1,1,4,956416,True,27062
1,1,1,1,0,2,1,0,1,0,2,1,1,1,1,1,1,1000,2,250,2,1,1,2048,1,2,1,32,32,19111936,True,28152
0,0,0,0,0,2,0,1,0,1,2,1,1,1,1,1,1,1000,100,1,2,1,5,2048,1,64,1,16,2,276480,True,28964
0,1,1,1,0,2,0,1,1,0,2,1,1,1,1,1,1,1000,25,8,1,5,1,2048,1,16,1,4,32,5656576,True,29917
1,0,0,1,1,0,2,1,1,0,2,1,1,1,1,1,1,1000,100,1,1,10,1,2048,1,2048,1,1,1,452608,True,31163
0,0,1,1,0,1,0,2,0,1,2,1,1,1,1,1,1,1000,1000,1,1,1,1,2048,1,2048,1,1,1,233472,True,32600
0,0,1,1,0,2,0,1,0,2,1,1,1,1,1,1,1,1000,10,10,2,5,1,2048,1,1,1,128,16,9223372036854775807,False,33209
1,0,0,1,0,1,2,0,0,2,1,1,1,1,1,1,1,1000,125,4,2,1,1,2048,1,2,1,8,128,230400,True,34958
1,0,1,0,1,2,1,0,2,1,0,1,1,1,1,1,1,1000,500,1,2,1,1,2048,1,32,1,64,1,172032,True,36498
1,1,0,1,0,1,2,0,0,2,1,1,1,1,1,1,1,1000,125,4,2,1,1,2048,1,256,1,8,1,401408,True,38121
1,0,1,0,0,0,2,1,1,2,0,1,1,1,1,1,1,1000,20,25,2,1,1,2048,1,1024,1,2,1,3402752,True,39617
1,0,1,0,1,2,1,0,1,0,2,1,1,1,1,1,1,1000,25,10,4,1,1,2048,1,64,1,4,8,490496,True,41008
0,1,1,1,1,0,2,1,0,1,2,1,1,1,1,1,1,1000,200,5,1,1,1,2048,1,2048,1,1,1,608256,True,42275
1,1,0,0,0,1,0,2,0,2,1,1,1,1,1,1,1,1000,125,8,1,1,1,2048,1,1024,1,2,1,603136,True,43600
1,0,1,1,1,0,1,2,0,1,2,1,1,1,1,1,1,1000,5,50,2,2,1,2048,1,8,1,256,1,6469632,True,44939
1,0,0,1,0,0,1,2,2,0,1,1,1,1,1,1,1,1000,20,25,1,2,1,2048,1,256,1,8,1,3873792,True,45894
0,1,0,1,1,1,0,2,0,2,1,1,1,1,1,1,1,1000,40,1,1,1,25,2048,1,256,1,2,4,1169408,True,46914
0,1,1,1,0,2,1,0,1,2,0,1,1,1,1,1,1,1000,100,5,2,1,1,2048,1,2048,1,1,1,684032,True,48094
0,0,0,1,1,0,1,2,0,1,2,1,1,1,1,1,1,1000,8,1,25,5,1,2048,1,128,1,1,16,172032,True,49272
1,0,0,1,1,0,2,1,2,1,0,1,1,1,1,1,1,1000,20,1,25,1,2,2048,1,1,1,1024,2,73728,True,50454
0,0,0,0,1,0,2,1,0,1,2,1,1,1,1,1,1,1000,50,4,1,5,1,2048,1,1024,1,1,2,644096,True,52231
0,1,1,1,0,1,0,2,0,2,1,1,1,1,1,1,1,1000,250,4,1,1,1,2048,1,16,1,16,8,461824,True,53620
1,0,0,0,0,0,1,2,1,2,0,1,1,1,1,1,1,1000,2,20,1,5,5,2048,1,32,1,1,64,18646016,True,55573
0,0,0,1,1,1,0,2,2,1,0,1,1,1,1,1,1,1000,4,5,5,5,2,2048,1,1,1,256,8,2013184,True,56861
0,1,0,1,0,0,1,2,2,0,1,1,1,1,1,1,1,1000,1,1,4,250,1,2048,1,256,1,8,1,31111168,True,58581
1,1,0,1,0,2,0,1,2,0,1,1,1,1,1,1,1,1000,10,2,25,1,2,2048,1,512,1,1,4,236544,True,60056
1,1,1,0,0,2,1,0,0,2,1,1,1,1,1,1,1,1000,50,20,1,1,1,2048,1,2048,1,1,1,3177472,True,61157
0,1,0,1,0,0,2,1,2,0,1,1,1,1,1,1,1,1000,250,4,1,1,1,2048,1,64,1,1,32,216064,True,62360
1,0,0,0,0,0,2,1,2,0,1,1,1,1,1,1,1,1000,125,4,1,2,1,2048,1,256,1,4,2,624640,True,63658
0,0,0,0,1,1,2,0,0,1,2,1,1,1,1,1,1,1000,500,2,1,1,1,2048,1,1,1,1,2048,125952,True,64879
0,1,0,0,1,2,0,1,2,0,1,1,1,1,1,1,1,1000,125,8,1,1,1,2048,1,32,1,1,64,375808,True,70089
0,1,0,0,0,1,2,0,0,1,2,1,1,1,1,1,1,1000,20,50,1,1,1,2048,1,256,1,1,8,2707456,True,71274
0,1,0,1,0,0,1,2,0,1,2,1,1,1,1,1,1,1000,5,1,4,50,1,2048,1,1,1,16,128,1740800,True,72952
0,0,1,1,1,0,1,2,2,0,1,1,1,1,1,1,1,1000,50,1,10,1,2,2048,1,2,1,16,64,9223372036854775807,False,74029
0,1,1,1,0,2,0,1,2,1,0,1,1,1,1,1,1,1000,100,10,1,1,1,2048,1,512,1,1,4,819200,True,75324
1,1,1,1,1,2,0,1,1,0,2,1,1,1,1,1,1,1000,4,125,1,2,1,2048,1,8,1,1,256,32811008,True,77285
1,0,1,0,1,0,2,1,1,2,0,1,1,1,1,1,1,1000,1,1000,1,1,1,2048,1,1024,1,1,2,137559040,True,79696
1,1,0,0,1,0,2,1,0,2,1,1,1,1,1,1,1,1000,8,25,5,1,1,2048,1,2,1,512,2,1276928,True,81365
0,1,0,1,1,2,1,0,1,0,2,1,1,1,1,1,1,1000,4,25,2,1,5,2048,1,64,1,1,32,7552000,True,82717
0,1,0,1,0,0,2,1,2,0,1,1,1,1,1,1,1,1000,4,1,25,2,5,2048,1,256,1,4,2,510976,True,84135
