tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,Valid,timestamp
32,256,1,128,157.9735107421875,True,0
128,64,128,4,60.1712646484375,True,6443
64,64,64,1,80.56626892089844,True,14738
16,32,4,4,252.3903961181641,True,31470
512,1024,8,16,119.00518035888672,True,41125
1024,8,8,8,5.312511920928955,True,43652
128,16,64,16,100.85887908935548,True,54022
512,256,8,4,32.28876876831055,True,58430
128,512,32,32,98.5722885131836,True,67792
2,512,2,8,1687.4444580078125,True,71160
512,8,16,1,7.916543960571289,True,73378
32,1024,1,1024,391.4618835449219,True,97632
1024,4,64,4,6.171648025512695,True,100648
1024,16,2,16,4.576255798339844,True,104129
1024,32,2,16,5.623807907104492,True,106964
64,512,8,8,93.13484954833984,True,115232
1024,256,2,16,29.822975158691406,True,119280
1024,128,2,128,16.582656860351562,True,122796
2,64,1,64,1825.0894775390625,True,125893
16,16,2,16,252.4067840576172,True,144866
1024,4,64,4,6.172671794891357,True,146949
256,16,2,16,15.870976448059082,True,150656
1024,4,4,4,4.064256191253662,True,153102
1024,16,4,16,5.521408081054688,True,156196
1024,64,4,4,16.01638412475586,True,158919
1024,1,4,1,4.063231945037842,True,161437
1024,16,4,4,5.687295913696289,True,163753
1024,128,4,128,19.04230308532715,True,168410
1024,128,4,1,112.62873840332033,True,177633
1024,1,4,1,4.064256191253662,True,179456
1024,1,128,1,5.36575984954834,True,181982
16,64,4,64,372.9469299316406,True,204693
32,1,4,1,126.2192611694336,True,215890
1024,8,4,8,4.064256191253662,True,218365
1024,128,4,128,19.04332733154297,True,222259
1024,1024,4,1,889.7034301757812,True,224905
1024,1,4,1,4.064256191253662,True,226897
512,1,4,1,7.998464107513428,True,229886
1024,2,4,1,4.395008087158203,True,232467
1024,1,8,1,4.092927932739258,True,234948
16,2,8,2,252.4549102783203,True,252202
1,32,1,1,3316.783203125,True,256927
64,8,4,1,63.069183349609375,True,265711
4,16,4,4,876.7344360351562,True,268067
1024,4,8,1,4.404223918914795,True,270427
1024,1,4,1,4.064256191253662,True,273006
64,1,4,1,63.261695861816406,True,281764
4,1,4,1,879.1500854492188,True,284020
1024,1,1,1,5.72211217880249,True,287351
1024,256,4,1,223.8699493408203,True,302976
16,1,4,1,252.4364776611328,True,320502
1024,1,4,1,4.064256191253662,True,322957
512,1024,1,1024,119.2468490600586,True,333464
64,512,4,32,91.56813049316406,True,341745
1024,1,4,1,4.064256191253662,True,343677
1024,4,4,4,4.064256191253662,True,345909
1024,1,2,1,4.575232028961182,True,348281
64,1,4,1,63.26374435424805,True,355473
1024,16,4,1,16.01535987854004,True,360188
1024,1,2,1,4.574207782745361,True,362479
128,512,2,1,897.849365234375,True,364688
4,4,1,1,875.916259765625,True,367316
256,256,4,256,49.38854217529297,True,373063
128,8,64,2,40.53401565551758,True,378105
1024,256,1024,1,36.42470550537109,True,383121
1024,1,8,1,4.091904163360596,True,385158
1024,1,8,1,4.092927932739258,True,387862
1024,1,4,1,4.064256191253662,True,391304
1024,64,32,1,8.676351547241211,True,394490
1024,1,1,1,5.7292799949646,True,396759
1024,64,4,1,57.01631927490234,True,404396
64,1,4,1,63.264766693115234,True,412593
128,2,128,2,49.0332145690918,True,417826
4,512,4,1,1044.92236328125,True,420249
8,32,4,32,563.5348510742188,True,422072
1024,64,8,1,29.19219207763672,True,426709
64,32,32,4,80.86323547363281,True,435477
512,1,4,1,7.998464107513428,True,437854
1024,1,4,1,4.063231945037842,True,439528
1024,1,4,1,4.064256191253662,True,442629
128,256,32,2,46.20595169067383,True,448480
128,256,4,8,44.80307388305664,True,454817
128,64,16,8,40.002559661865234,True,461406
512,512,8,8,61.49836730957031,True,468410
1024,512,2,1,889.4801635742188,True,471073
128,128,2,16,34.339839935302734,True,477863
64,512,32,8,117.06572723388672,True,488935
512,1024,64,1,179.4457550048828,True,502723
1024,32,4,32,6.466559886932373,True,505519
1024,64,4,64,10.776576042175291,True,509153
16,4,4,4,252.4375,True,526793
1024,1,1,1,5.7282562255859375,True,529066
1024,1,8,1,4.092927932739258,True,531620
1024,1,4,1,4.064256191253662,True,534682
1024,1,4,1,4.063231945037842,True,538301
1024,4,8,1,4.405248165130615,True,540599
1024,512,4,1,446.2960510253906,True,542026
1024,128,4,1,112.6266860961914,True,552574
64,1024,4,1,908.137451171875,True,554847
1024,256,4,1,223.8719940185547,True,570614
128,16,32,2,40.50944137573242,True,576553
