tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
8,2,8,8,1024,1,16,64,32,1024,118.77273559570312,True,0
8,2,32,16,8,2,8,4,256,4,63.110145568847656,True,1313
4,1,512,256,8,4,512,1,512,1,2147483648.0,False,15929
4,64,128,8,4,4,8,32,16,1024,267.8773803710937,True,17824
32,2,8,4,256,16,2,1,2,2,1424.31640625,True,25384
8,8,32,4,16,8,16,4,16,4,1769.60205078125,True,28463
128,2,32,8,128,16,32,16,32,16,2146.083740234375,True,32598
4,32,64,8,4,16,1,2,2,8,870.1644897460938,True,34972
8,2,8,4,8,8,4,1,128,2,234.62911987304688,True,36725
8,16,128,32,8,2,512,1,512,1024,2147483648.0,False,48085
512,1,4,4,1024,1,1,16,1,128,2147483648.0,False,59815
16,1,32,64,256,2,256,1,256,8,233.03884887695312,True,64026
4,1,8,8,8,4,32,4,512,1024,8.541184425354004,True,66061
4,2,128,128,64,16,1,4,4,4,2147483648.0,False,78801
128,64,64,32,128,4,64,4,512,8,2147483648.0,False,95679
32,16,128,128,32,1,256,4,256,512,809.5662231445312,True,100793
8,64,512,512,8,8,8,8,8,128,1276.325927734375,True,104915
128,4,16,16,256,2,2,2,256,2,2039.9913330078125,True,115439
16,8,8,128,16,128,256,1,1024,64,52.6376953125,True,117186
4,1,512,4,4,2,256,1,1024,1,2147483648.0,False,131754
4,128,512,4,16,1,1,64,1,128,2147483648.0,False,144034
32,2,4,8,1024,2,64,4,128,16,370.9849548339844,True,146085
4,8,1024,64,4,2,2,64,16,1024,43.8026237487793,True,147613
4,64,256,32,8,8,1,1,256,16,2147483648.0,False,160009
8,2,32,16,16,128,32,8,64,64,36.0714225769043,True,161281
4,1,64,64,32,64,16,1,256,1,60.70169448852539,True,165006
8,16,16,16,8,8,32,1,64,2,1751.4761962890625,True,168375
4,32,64,64,4,16,2,2,128,8,12.06886386871338,True,170677
4,512,1024,32,4,2,4,2,8,128,2147483648.0,False,183384
16,32,32,32,16,2,1,1,2,8,581.5040283203125,True,187245
256,16,16,8,512,1,128,4,128,32,2147483648.0,False,201026
16,16,128,4,32,2,64,2,64,256,2147483648.0,False,212329
4,128,256,8,8,8,512,2,1024,256,1315.9434814453125,True,218116
4,1,256,8,4,1,2,1,2,128,2147483648.0,False,230097
8,2,4,32,128,16,4,256,32,256,117.11283111572266,True,231533
4,2,512,1024,8,4,1,32,64,32,22.005760192871094,True,234612
32,32,64,64,64,2,2,1,1024,1,2147483648.0,False,246733
8,128,512,32,8,1,32,32,256,128,405.1077270507813,True,251913
4,32,32,4,4,2,2,1,2,1,2147483648.0,False,262520
8,16,16,16,16,1,8,2,1024,64,121.50476837158205,True,264001
4,2,64,16,4,64,1,1024,1,1024,403.23583984375,True,265451
64,4,16,64,64,128,8,128,512,256,109.3232650756836,True,267411
64,16,32,8,256,2,16,1,32,2,2147483648.0,False,279587
4,128,1024,4,4,2,4,16,4,16,4852.92626953125,True,287255
4,2,4,128,64,64,8,32,128,32,31.35795211791992,True,288529
4,8,64,512,4,64,1,1,512,8,16.00307273864746,True,291679
4,32,1024,8,4,2,8,32,128,64,37.69753646850586,True,293246
8,1,256,512,8,16,4,4,32,512,51.10784149169922,True,301170
4,8,1024,256,4,4,256,2,1024,128,2147483648.0,False,313704
4,16,32,128,4,256,128,1,1024,16,43.40838241577149,True,315234
8,64,128,128,8,64,16,1,64,4,2147483648.0,False,326573
4,1,32,4,64,32,1,2,1,2,2147483648.0,False,338426
32,4,8,8,1024,1,32,4,128,4,2533.802978515625,True,342516
32,1,64,8,64,2,2,2,256,2,2147483648.0,False,354111
4,256,512,8,4,16,512,1,512,16,2147483648.0,False,366657
16,1,4,4,1024,2,32,2,256,4,164.28851318359375,True,368293
1024,4,8,4,1024,1,4,4,64,32,2147483648.0,False,383762
256,8,8,256,256,32,1,16,1,256,2147483648.0,False,395911
8,4,256,1024,32,4,1,1,4,4,2147483648.0,False,415073
4,4,16,4,4,1,1,1,2,1,6894.96484375,True,423369
8,16,128,64,32,1,32,4,32,128,335.3968505859375,True,425934
64,32,32,128,128,4,64,1,64,1,2147483648.0,False,437993
64,4,32,32,64,2,256,4,256,32,826.74072265625,True,441281
4,2,16,4,4,256,4,1,16,4,1444.274169921875,True,444127
4,2,16,64,4,16,128,1,128,2,4090.861572265625,True,449972
4,16,32,32,16,128,2,32,128,32,11.33670425415039,True,452424
4,256,256,64,8,16,1,16,1,256,2147483648.0,False,464856
4,8,8,4,4,8,32,32,128,64,718.3370361328125,True,466754
32,1,128,64,32,8,16,1,64,1,2147483648.0,False,482447
8,4,16,128,8,128,4,4,16,128,11.538432121276855,True,484777
8,32,1024,1024,8,1,32,32,64,128,1286.5771484375,True,487986
4,1,4,32,4,32,2,4,2,4,6659.91357421875,True,496088
4,1,8,8,8,1,1,1,8,1,1938.628662109375,True,499244
8,2,4,8,8,16,8,8,16,128,118.9775390625,True,500784
8,1,128,4,32,2,16,4,64,4,379.009033203125,True,503718
64,8,32,32,64,4,1,2,2,16,408.9385070800781,True,512573
4,32,1024,64,8,2,32,1,256,32,2147483648.0,False,527168
8,4,512,1024,16,4,2,128,8,1024,68.18406677246094,True,528342
64,8,8,8,1024,1,1,1,2,1,2147483648.0,False,545869
4,32,512,8,4,8,16,64,16,128,807.23046875,True,548215
4,8,64,512,8,64,8,2,128,4,37.317630767822266,True,550265
4,4,1024,16,4,4,4,1,64,1024,2147483648.0,False,566130
4,1,4,128,256,32,2,4,256,16,87.47724914550781,True,569501
16,8,16,64,16,256,2,2,64,32,8.935423851013184,True,571551
256,1,16,8,256,1,8,1,128,256,2147483648.0,False,586958
4,8,256,256,32,8,8,1,32,16,107.99104309082033,True,594467
16,128,128,8,32,2,1,1,2,4,2147483648.0,False,608468
16,16,64,256,64,4,1,64,1,1024,2147483648.0,False,619736
16,16,32,16,16,2,2,32,64,128,26.00448036193848,True,621428
8,1,4,8,1024,2,16,32,16,128,257.2421264648437,True,623033
4,1,64,512,8,32,16,32,32,64,94.6882553100586,True,624311
8,8,64,32,128,2,64,1,256,256,68.51583862304688,True,627853
8,16,1024,32,8,2,8,32,16,512,144.32666015625,True,629971
4,32,256,256,32,1,2,16,2,512,202.09152221679688,True,634666
128,4,16,128,256,8,8,1,128,8,2147483648.0,False,647014
4,16,32,64,8,4,2,128,128,128,28.60953521728516,True,648173
128,2,16,8,256,4,256,1,256,32,2147483648.0,False,660682
4,32,64,4,16,8,2,1,2,2,2630.8701171875,True,666734
4,2,32,16,4,256,4,4,1024,8,7.717887878417969,True,669081
