tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,runtime,timestamp
1024,256,256,4,35.72224044799805,0
64,128,16,32,120.68966674804688,9160
128,512,8,16,73.76998138427734,15233
64,64,8,32,93.35295867919922,23194
1024,256,128,4,31.271936416625977,26729
8,256,4,2,467.5440673828125,28434
256,1024,2,128,127.97235107421876,37439
1024,32,128,8,12.45798397064209,40066
1024,512,16,4,60.913665771484375,45323
16,64,4,16,315.70330810546875,63988
1024,512,2,512,59.78112030029297,69458
1024,256,1024,1,36.92134475708008,73330
1024,64,128,4,13.34988784790039,76238
1024,4,64,2,5.3145599365234375,78975
1024,512,512,2,62.73945617675781,84599
256,1,16,1,16.300031661987305,87401
1024,128,16,4,16.994304656982422,90040
512,4,256,2,14.656512260437012,92208
128,1024,32,8,135.62265014648438,102196
256,64,256,2,28.01561546325684,105564
512,2,64,1,10.545151710510254,107787
1024,128,256,4,23.774208068847656,110735
1024,1024,1024,1,126.69439697265624,119967
512,4,4,4,8.005632400512695,122329
64,256,32,16,120.2872314453125,130879
512,1024,4,4,229.01145935058597,145280
256,1024,64,1,135.75782775878906,155173
1024,128,1024,1,23.972864151000977,158274
64,2,16,1,64.46080017089844,163917
128,64,16,32,61.71136093139648,169337
128,8,2,8,31.62828826904297,173013
1024,1,512,1,7.7414398193359375,175113
16,16,16,4,317.264892578125,193868
8,512,2,64,562.2988891601562,195401
512,512,4,256,71.79264068603516,201277
256,64,16,4,20.0314884185791,203861
1024,16,512,2,11.958271980285645,206212
1024,64,1024,1,12.94745635986328,208754
1024,512,1024,1,63.52588653564453,214553
512,1024,8,4,119.65030670166016,223949
1024,512,4,32,60.12416076660156,229366
512,16,512,2,23.87455940246582,232765
256,64,256,4,47.691776275634766,237593
1024,1024,1024,1,127.6948471069336,247294
256,512,4,32,68.24345397949219,253583
2,1024,2,128,2247.5478515625,256984
4,4,2,4,876.9986572265625,259132
512,32,512,2,23.855104446411133,261920
8,1024,1,32,468.0468444824219,263360
128,16,2,2,34.33881759643555,268104
