A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
0,1,1,0,1,2,0,1,2,0,1,1,1,1,1,1,1,1000,10,10,5,1,2,2048,1,16,1,8,16,2157568,True,1060
0,0,0,0,1,0,2,1,1,0,2,1,1,1,1,1,1,1000,10,1,4,5,5,2048,1,4,1,512,1,1448960,True,1791
1,1,1,1,1,1,2,0,0,1,2,1,1,1,1,1,1,1000,2,25,2,5,2,2048,1,2048,1,1,1,9223372036854775807,False,2564
0,1,1,1,1,1,2,0,0,2,1,1,1,1,1,1,1,1000,5,5,1,4,10,2048,1,8,1,8,32,14966784,True,3593
0,0,0,0,1,0,2,1,1,0,2,1,1,1,1,1,1,1000,10,1,4,5,5,2048,1,4,1,256,2,1555456,True,4466
0,0,0,0,1,0,2,1,1,0,2,1,1,1,1,1,1,1000,10,1,4,5,5,2048,1,4,1,512,1,1446912,True,5086
0,0,0,0,0,0,2,1,0,1,2,1,1,1,1,1,1,1000,10,1,2,10,5,2048,1,4,1,512,1,3582976,True,5960
0,0,0,0,1,0,1,2,1,0,2,1,1,1,1,1,1,1000,10,1,2,10,5,2048,1,4,1,512,1,2329600,True,6861
0,0,0,0,1,0,2,1,1,0,2,1,1,1,1,1,1,1000,10,1,2,10,5,2048,1,4,1,64,8,2057215,True,7796
0,0,0,1,1,0,2,1,1,0,2,1,1,1,1,1,1,1000,10,1,4,5,5,2048,1,4,1,512,1,1447936,True,8517
0,0,0,0,1,0,2,1,1,0,2,1,1,1,1,1,1,1000,10,1,4,5,5,2048,1,4,1,512,1,1446912,True,9199
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,10,1,4,5,5,2048,1,4,1,512,1,817152,True,10044
1,0,0,0,0,0,2,1,2,0,1,1,1,1,1,1,1,1000,1,1,10,20,5,2048,1,4,1,512,1,15807488,True,11138
1,0,0,0,0,0,2,1,2,0,1,1,1,1,1,1,1,1000,10,1,4,5,5,2048,1,4,1,512,1,824320,True,11805
1,0,0,0,1,0,1,2,2,0,1,1,1,1,1,1,1,1000,50,1,1,5,4,2048,1,4,1,512,1,646144,True,12573
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,4,1,10,25,1,2048,1,32,1,64,1,1057792,True,13317
0,0,1,1,0,2,1,0,0,1,2,1,1,1,1,1,1,1000,8,5,1,25,1,2048,1,2,1,128,8,9223372036854775807,False,14033
1,0,0,1,0,0,2,1,1,0,2,1,1,1,1,1,1,1000,2,125,1,4,1,2048,1,32,1,16,4,21322752,True,15149
1,0,0,0,0,0,2,1,2,0,1,1,1,1,1,1,1,1000,1,4,1,50,5,2048,1,32,1,1,64,33419266,True,16322
0,1,1,0,1,0,1,2,0,1,2,1,1,1,1,1,1,1000,4,5,5,5,2,2048,1,32,1,16,4,10798080,True,17186
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,50,1,2,5,2,2048,1,4,1,512,1,503808,True,18026
1,0,0,0,1,0,1,2,2,0,1,1,1,1,1,1,1,1000,50,1,1,5,4,2048,1,4,1,512,1,645120,True,18772
1,0,0,0,1,0,1,2,2,0,1,1,1,1,1,1,1,1000,50,1,1,5,4,2048,1,4,1,4,128,714752,True,19479
1,0,0,0,1,0,1,2,2,0,1,1,1,1,1,1,1,1000,1,1,1,40,25,2048,1,4,1,512,1,68983808,True,20953
0,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,50,1,2,5,2,2048,1,4,1,512,1,632832,True,21516
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,50,1,2,1,10,2048,1,4,1,512,1,503808,True,22230
1,0,0,0,1,0,2,1,1,0,2,1,1,1,1,1,1,1000,1,1,4,25,10,2048,1,4,1,512,1,8949760,True,23554
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,50,1,2,5,2,2048,1,4,1,512,1,503808,True,24295
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,50,1,2,5,2,2048,1,4,1,512,1,503808,True,25052
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,125,1,1,4,2,2048,1,4,1,512,1,292864,True,25775
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,50,1,2,5,2,2048,1,4,1,512,1,505855,True,26506
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,10,1,2,10,5,2048,1,8,1,256,1,2508800,True,27263
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,125,1,1,4,2,2048,1,4,1,512,1,291840,True,27852
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,125,1,1,4,2,2048,1,8,1,256,1,252927,True,28592
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,125,1,1,4,2,2048,1,4,1,512,1,291840,True,29371
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,50,1,2,5,2,2048,1,4,1,512,1,503808,True,30302
1,0,0,1,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,125,1,1,4,2,2048,1,8,1,256,1,289792,True,31293
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,25,1,2,5,4,2048,1,4,1,512,1,879616,True,32002
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,125,1,1,4,2,2048,1,4,1,512,1,293888,True,32536
1,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,1,1000,125,1,1,4,2,2048,1,8,1,256,1,251904,True,33397
