tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,Valid,timestamp
16,2,8,8,512,4,8,4,512,256,3.0617599487304688,True,0
4,64,128,64,32,32,2,4,2,32,590.6534423828125,True,12397
4,2,256,128,32,1,128,1,256,128,599.00927734375,True,20977
8,1,4,16,32,256,128,1,512,4,269.9192199707031,True,36570
8,8,512,64,16,2,8,4,512,256,22.804479598999023,True,48096
16,2,8,8,512,4,64,2,512,256,36.57625579833984,True,51709
8,4,256,32,32,1,8,4,512,256,51.01772689819336,True,59117
16,2,8,16,256,8,4,4,512,256,2.88972806930542,True,61641
16,4,64,32,128,4,16,4,512,256,24.344575881958008,True,65517
8,8,128,32,64,4,4,4,512,256,9.605119705200195,True,70002
16,2,8,16,128,16,4,4,512,256,2.120703935623169,True,71645
8,2,8,16,32,32,32,2,512,256,3.918848037719727,True,73504
16,2,8,16,128,16,4,2,512,256,2.6501119136810303,True,75359
16,2,8,16,128,16,4,4,512,256,2.119679927825928,True,76894
8,2,8,16,128,16,4,4,256,256,1.87391996383667,True,78559
16,2,8,16,256,8,2,4,512,256,8.093695640563965,True,81149
8,2,8,8,128,16,4,4,512,256,1.9240959882736208,True,82959
8,2,8,16,128,16,2,4,256,256,3.5174400806427,True,84916
8,2,4,16,128,16,4,8,256,256,5.961728096008301,True,86866
16,2,8,16,512,4,8,4,256,256,2.767872095108032,True,89256
8,4,8,16,128,16,4,2,256,256,1.7377279996871948,True,91168
8,2,8,16,128,16,256,1,256,256,9.31123161315918,True,93328
4,2,8,32,128,16,4,4,256,256,1.7018879652023315,True,95131
8,2,8,128,128,16,4,4,256,256,1.8769919872283936,True,96902
4,2,8,64,128,32,8,2,256,16,10.696703910827637,True,99213
4,2,8,32,64,16,256,1,256,256,10.589183807373049,True,101829
4,2,8,32,128,16,4,4,256,256,1.6424959897994995,True,103414
16,2,8,32,128,16,4,4,256,256,2.144256114959717,True,105082
4,2,8,32,128,16,4,4,1024,256,1.7008639574050903,True,107119
64,2,16,64,128,16,8,2,256,64,5.637119770050049,True,112028
4,8,8,32,512,4,4,4,256,256,38.148094177246094,True,124337
4,2,8,32,128,16,4,4,256,256,1.70905601978302,True,126165
4,2,8,16,128,4,1,4,256,256,13.06931209564209,True,130132
4,2,8,4,128,16,8,1,256,32,10.233856201171877,True,132981
16,2,8,64,32,32,4,4,256,256,1.8391040563583372,True,134633
4,2,8,32,128,16,4,4,256,256,1.7182719707489014,True,136226
4,1,8,64,128,16,4,4,256,256,1.6486400365829468,True,139165
4,2,8,32,128,16,4,4,256,256,1.644544005393982,True,140820
4,1,8,16,128,8,4,8,256,256,1.977344036102295,True,142686
4,2,8,32,128,16,4,4,256,256,1.6476160287857056,True,144619
