tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
32,1,64,64,32,64,1,1,256,32,2147483648.0,0
4,2,8,512,8,64,2,512,2,1024,1854.9892578125,3389
8,4,1024,16,8,1,4,2,32,2,2147483648.0,18050
4,2,512,512,16,2,2,4,2,64,2147483648.0,29829
4,16,32,256,8,32,32,8,256,32,55.662593841552734,31387
4,16,512,16,4,1,64,2,64,8,6071.20263671875,42180
4,4,1024,32,4,2,4,2,256,16,2147483648.0,54988
128,1,4,4,512,1,4,32,256,32,1634.18115234375,58239
4,4,1024,1024,8,1,2,512,512,1024,20.198400497436523,61269
8,256,512,4,16,1,128,2,512,16,2147483648.0,73696
64,4,4,32,256,8,1,4,2,8,2147483648.0,85039
4,32,64,8,16,1,64,2,256,16,128.6614990234375,86495
128,4,4,4,256,1,2,4,16,8,3283.4970703125,94594
8,8,128,16,8,16,4,128,128,256,3.4303998947143555,96450
16,1,8,32,16,4,8,1,32,64,22.560768127441406,99688
4,32,128,128,16,1,4,2,8,4,339.96697998046875,102134
4,1,1024,32,8,1,2,16,4,32,206.98828125,104379
16,4,8,16,64,2,16,8,256,32,24.025087356567383,107131
4,1,32,8,4,128,128,1,1024,2,1129.28662109375,110385
8,32,1024,256,8,2,1,64,1,1024,2084.400146484375,114893
4,512,512,1024,4,16,4,128,4,1024,2147483648.0,127777
8,2,128,8,8,32,8,1,16,512,2147483648.0,139511
16,16,16,32,256,16,4,64,64,128,2147483648.0,150835
4,16,512,8,8,4,2,4,4,8,383.84027099609375,155147
16,1,64,1024,32,64,4,2,16,2,369.7049560546875,160483
8,128,256,4,32,4,1,16,32,128,2147483648.0,174786
4,1,16,8,4,2,8,4,64,16,210.7402191162109,176470
8,32,512,16,16,4,1,16,1,128,411.4954223632813,180148
64,4,4,16,64,64,1,2,1,2,2147483648.0,190870
16,32,128,16,32,16,1,16,1,512,2147483648.0,202291
4,4,32,128,32,128,128,1,128,128,31.3702392578125,204164
4,4,1024,8,8,1,1,1,1,1,2147483648.0,214173
8,4,8,16,16,4,8,1,512,2,40.7275505065918,215539
4,64,1024,256,8,2,1,128,16,1024,246.41229248046875,220358
4,4,8,4,8,128,2,4,2,8,1628.937255859375,223188
8,16,16,8,32,1,1,8,1,8,6486.27001953125,234211
4,2,32,8,256,1,16,32,512,64,201.4412841796875,235703
32,1,128,1024,32,32,1,512,1,1024,119.86431884765624,236878
4,1,8,4,4,32,1,1,1,1,2147483648.0,247430
64,1,16,16,64,1,1,2,2,512,55.69228744506836,250605
