tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
8,1,256,128,8,32,1,1,1,2,2147483648.0,0
4,4,128,64,4,64,16,32,1024,512,2.781183958053589,2053
4,4,512,128,4,1,1,64,2,256,370.6122131347656,3822
8,8,16,16,512,1,1,8,512,32,2147483648.0,18061
4,2,16,8,16,32,4,1,1024,16,8.017919540405273,20273
8,4,4,64,128,16,2,32,1024,128,64.12799835205078,23063
8,128,512,1024,16,4,64,4,1024,4,2147483648.0,34429
4,1,4,8,32,32,2,1,64,4,43.16672134399414,36268
8,4,32,512,8,32,1,1,256,16,10.916864395141602,39379
8,4,64,8,16,8,4,4,256,8,8.357888221740723,43720
16,32,64,256,32,8,1,2,4,2,2057.879638671875,54617
8,512,1024,128,8,1,4,4,8,8,2147483648.0,70320
4,4,16,16,4,1,2,4,4,64,486.0262451171875,72018
4,1,256,16,4,16,256,4,512,128,477.4881286621094,78149
128,1,16,4,512,1,1,1,256,16,2147483648.0,99255
4,8,1024,4,4,1,64,2,256,256,2147483648.0,111824
4,8,64,128,4,2,32,16,128,128,59.723777770996094,113125
16,4,4,8,16,4,32,32,256,512,187.58245849609372,115093
4,2,256,64,4,8,8,16,8,128,84.0601577758789,116704
16,8,64,32,32,16,2,4,8,16,36.15641784667969,118655
4,8,32,8,4,256,2,1,2,2,3548.918701171875,124057
32,4,16,512,128,64,2,1,2,16,176.2723846435547,131081
4,64,128,32,8,4,1,16,8,1024,187.9449615478516,135765
4,2,4,4,512,4,8,2,1024,16,41.39315032958984,137592
4,4,1024,4,8,1,8,16,16,1024,925.8731689453124,141008
32,4,4,4,1024,4,4,1,256,1,2433.890380859375,149975
4,16,32,4,64,1,256,1,256,128,113.02706909179688,151774
16,512,512,32,16,4,1,32,2,32,2147483648.0,161782
8,16,64,16,8,16,1,32,1,256,101.47942352294922,163561
4,64,64,64,4,32,1,32,8,32,918.4696044921876,167178
