tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
4,32,32,32,64,2,1,16,1,16,2147483648.0,0
4,4,8,16,1024,2,8,8,8,8,1009.9210205078124,6226
8,128,256,64,8,32,2,1,4,128,2147483648.0,18547
4,8,512,256,16,1,4,64,128,128,4.54860782623291,20503
16,8,8,16,128,8,1,1,1,1,4801.099609375,31675
8,4,8,4,1024,2,1,8,512,256,2147483648.0,46179
8,16,128,16,64,4,16,8,64,64,18.330623626708984,48931
4,8,1024,4,4,4,8,64,128,256,29.592575073242188,50714
4,2,8,256,4,128,4,4,1024,4,15.335424423217772,52767
16,1,256,512,16,2,4,1,512,64,2147483648.0,69343
32,2,8,8,128,2,16,1,64,1024,66.80780792236328,71652
16,2,4,4,64,4,64,8,256,16,174.47116088867188,73096
16,2,8,16,128,4,4,128,16,256,95.02003479003906,74395
4,1,16,128,128,8,1,4,1,16,2147483648.0,85535
32,256,256,512,32,4,64,8,1024,32,2147483648.0,103493
16,1,8,8,32,2,16,1,128,16,33.56671905517578,105091
4,256,512,256,16,1,2,4,2,4,2147483648.0,117603
4,1,4,8,16,8,1,1,8,16,95.05996704101562,119278
8,256,1024,4,8,1,256,1,256,64,2147483648.0,138128
64,8,8,8,256,1,1,2,1,64,2147483648.0,150175
4,2,256,8,16,8,2,8,128,1024,1.5278079509735107,153679
32,2,8,4,1024,1,2,1,1024,1,2147483648.0,168132
16,2,128,4,32,2,1,256,2,512,53.03603363037109,169485
8,4,256,256,16,8,1,4,1,128,2147483648.0,180926
8,2,512,4,8,1,8,1,16,2,2147483648.0,197081
512,4,4,4,512,2,16,8,64,16,2147483648.0,209571
4,4,16,32,8,2,4,16,32,1024,10.044416427612305,211521
8,8,64,16,16,64,4,8,16,16,28.57676887512207,213376
4,8,16,32,4,32,2,1,64,4,84.2823715209961,214863
256,16,16,4,512,1,64,1,64,4,2147483648.0,229005
4,2,1024,1024,8,1,4,128,32,256,144.24371337890625,230388
16,8,128,512,16,64,2,32,8,1024,7.303167819976807,232715
4,32,256,32,4,1,1,16,8,32,122.66700744628906,234507
4,16,64,16,4,8,32,8,128,8,363.2599182128906,236171
256,4,8,8,1024,1,16,2,512,4,2147483648.0,247506
4,32,512,4,4,2,4,1,256,2,2147483648.0,259888
16,8,16,32,512,4,2,2,128,16,2147483648.0,271995
32,4,4,4,64,32,128,1,512,256,14.68620777130127,274475
4,4,4,4,32,64,2,2,2,4,1798.2423095703125,277975
4,8,32,256,8,8,1,1,128,1,53.98323059082031,280199
256,4,8,16,256,2,8,32,1024,256,399.0435791015625,285766
4,512,512,256,4,8,2,16,16,64,2147483648.0,298534
64,4,4,4,256,1,1,1,1,64,168.65484619140625,306405
64,32,32,16,128,2,32,2,128,4,2147483648.0,318366
4,4,8,16,16,64,1,32,2,64,519.7240600585938,320318
8,1,64,128,16,2,32,8,32,8,1128.8094482421875,323002
16,4,4,16,1024,4,256,2,1024,16,152.15411376953125,324301
4,8,64,256,8,4,32,16,1024,16,33.721343994140625,325408
4,1024,1024,512,8,2,8,2,8,64,2147483648.0,342329
8,256,512,4,16,2,128,2,128,2,2147483648.0,354609
128,8,32,32,128,4,1,64,1,512,2147483648.0,365942
32,2,4,64,32,32,1,16,4,1024,11.659263610839844,368219
16,1,256,16,32,4,1,4,1,4,2147483648.0,381090
128,2,16,8,512,4,1,64,32,64,2147483648.0,392514
4,1,64,16,4,2,1,8,64,32,8.474623680114746,394712
4,32,32,4,8,32,64,1,64,8,1181.619140625,397383
128,8,32,128,128,32,1,1,1,1,2147483648.0,411448
4,8,256,512,8,2,2,512,4,1024,372.2659912109375,413138
4,1,64,128,4,8,32,4,128,256,22.86079978942871,416263
8,8,16,16,16,2,2,2,4,4,561.0188598632812,417959
4,256,512,8,4,1,8,4,128,256,380.5767822265625,423638
16,2,4,8,512,4,256,1,512,128,32.733184814453125,425044
4,1,8,32,8,4,1,1,256,2,44.1610221862793,426445
4,4,1024,1024,8,2,8,4,512,256,33.5175666809082,437506
8,8,1024,64,8,1,8,1,128,1,2147483648.0,456379
4,4,4,4,4,1,64,1,256,1,2147483648.0,466976
8,2,64,1024,8,32,256,1,256,256,608.7024536132812,472419
4,16,512,1024,4,8,1,1,16,1,2147483648.0,484719
8,1,4,256,64,128,2,16,8,32,126.68313598632812,486200
8,4,32,16,16,4,2,1,16,2,272.53350830078125,488644
4,512,512,8,4,8,2,4,16,32,2147483648.0,501465
4,1,8,32,8,512,64,2,1024,1024,10.808320045471191,503634
4,2,256,64,4,4,1,1,128,4,101.48761749267578,513573
4,4,64,1024,4,128,1,32,16,256,9.534463882446287,516012
8,32,512,32,8,1,1,16,1,32,443.40325927734375,518396
128,32,64,4,128,8,8,32,8,128,2147483648.0,531929
