tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
16,2,8,64,32,128,2,4,16,8,69.74156951904297,0
4,2,512,16,8,2,1,1,16,1,2147483648.0,16616
4,2,8,16,4,8,64,1,512,8,279.12908935546875,18303
8,8,8,256,32,32,8,128,128,1024,31.77984046936035,19467
16,8,8,4,32,32,1,4,128,32,17.714176177978516,22995
8,4,32,4,8,4,256,4,1024,512,90.26866912841795,24406
64,16,64,128,64,64,2,4,512,4,271.4050598144531,29345
4,16,128,64,4,1,16,1,32,8,445.8966979980469,34441
8,4,64,256,16,4,1,1,2,4,522.3413696289062,42387
64,1,64,32,64,2,1,8,1,8,1957.4559326171875,47964
4,16,512,512,4,8,8,16,16,512,74.21542358398438,49284
8,512,512,4,16,1,4,2,4,32,2147483648.0,63958
8,2,16,128,8,8,2,4,4,4,1557.4517822265625,66687
8,2,32,4,8,8,128,1,128,2,5473.86865234375,75033
16,2,8,256,16,128,1,64,2,256,185.1893768310547,76206
16,16,16,4,128,1,4,1,4,1,3495.469970703125,83857
4,128,128,64,16,64,8,1,16,1,2301.316162109375,90874
4,64,256,64,8,4,16,16,64,256,214.70822143554688,93444
4,1,64,128,8,2,2,8,64,32,19.82054328918457,96417
4,512,512,8,8,4,1,1,4,2,2147483648.0,112176
4,16,32,16,8,1,32,1,32,1,5978.25927734375,119690
4,4,256,4,16,8,8,32,16,1024,40.30054473876953,120961
8,4,8,32,8,64,16,1,16,8,999.657470703125,123182
8,2,16,8,8,1,1,1,4,512,69.47840118408203,124673
4,32,1024,32,8,1,256,2,512,4,2147483648.0,136938
8,2,4,4,1024,1,64,1,64,256,155.95928955078125,138198
512,4,8,4,1024,1,4,2,4,64,2147483648.0,150708
8,4,512,512,8,1,32,8,512,128,132.27622985839844,153193
4,128,256,4,4,1,16,16,16,16,6931.40478515625,162679
8,2,64,128,8,4,16,1,64,1,1002.0260009765624,168548
4,2,16,4,4,512,4,8,4,512,55.426048278808594,169727
4,8,256,512,4,4,8,128,16,1024,95.3169937133789,170824
256,1,4,8,1024,2,64,1,64,2,2147483648.0,182645
8,2,32,128,32,64,16,16,1024,32,3.7109758853912354,184348
64,2,4,4,256,32,16,1,64,32,14.738431930541992,187710
4,256,1024,256,8,2,2,64,2,512,2147483648.0,199143
4,2,16,32,64,8,4,1,16,4,81.88518524169922,202213
8,16,64,256,128,8,512,1,512,128,57.436161041259766,205761
4,1,16,32,4,8,8,64,8,1024,107.11449432373048,206880
4,4,1024,256,4,4,1,32,1,64,715.1820678710938,209175
64,8,16,4,512,1,1,32,8,1024,2147483648.0,222954
4,64,1024,32,4,1,1,32,2,256,589.0867309570312,225780
4,1,64,4,4,8,32,2,128,1024,177.41004943847656,227954
4,1,8,16,16,64,8,2,16,256,9.629695892333984,229904
4,128,1024,32,8,1,16,4,128,256,2147483648.0,241321
512,1,8,8,1024,2,1,8,2,128,370.8334045410156,252164
4,1,512,512,8,1,128,8,512,256,327.27655029296875,254892
4,8,1024,1024,4,2,32,32,64,32,889.1064453125,257104
4,1,512,512,8,1,16,2,128,4,2147483648.0,269074
8,1,128,4,16,2,4,8,512,16,9.524224281311035,271623
