tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
4,8,1024,256,4,4,32,16,32,16,959.56787109375,0
8,32,256,1024,32,8,1,16,1,1024,2147483648.0,11299
16,8,16,16,512,1,16,2,16,32,17.328128814697266,14803
8,1,128,256,64,2,8,1,8,1,1378.6173095703125,24255
8,16,32,512,8,16,1,16,8,16,484.34381103515625,26457
32,1,256,32,32,1,512,1,1024,4,2147483648.0,36469
128,32,32,8,256,4,2,1,256,1,2147483648.0,50527
8,128,128,128,8,1,8,4,16,8,2775.419921875,58538
4,4,16,1024,4,128,1,1,1,128,151.6328887939453,59917
4,32,64,8,4,2,256,1,1024,1,3544.731689453125,65911
4,16,256,256,4,16,256,4,512,64,691.5010375976562,68419
4,16,16,4,64,1,2,2,2,128,64.7372817993164,73185
4,2,8,4,512,2,32,2,256,64,3.5031039714813232,75083
32,8,64,256,32,4,1,2,8,256,72.37017822265625,83523
16,16,512,64,16,1,256,4,256,1024,2147483648.0,95608
512,2,4,16,512,4,1,32,1,128,2147483648.0,107166
4,64,128,8,4,16,4,256,4,1024,1788.1282958984375,110618
4,4,8,128,8,128,64,4,1024,128,5.694464206695557,112485
8,2,16,4,256,4,2,1,4,1,2147483648.0,125134
8,64,128,8,64,2,2,4,16,4,2147483648.0,137219
64,8,32,16,128,4,1,1,32,16,2147483648.0,151252
4,128,512,8,4,16,2,1,4,256,2147483648.0,163639
4,8,64,8,16,128,2,8,4,64,21.969919204711918,166688
4,8,64,32,4,2,1,4,16,512,14.020607948303224,168747
16,2,64,16,32,2,8,4,1024,256,20.075519561767575,172570
4,1,64,8,16,4,128,1,128,128,321.364990234375,175746
256,4,4,8,512,16,1,1,1,8,2147483648.0,188149
8,64,256,256,8,1,4,4,4,4,2555.3818359375,193993
16,2,32,256,16,8,8,1,256,16,15.99180793762207,200183
4,8,8,64,4,256,1,16,128,64,12.273664474487305,202307
32,1,4,4,128,1,4,2,128,1024,5.115903854370117,204271
4,4,4,8,128,8,16,4,16,256,11.377663612365724,206396
4,8,512,512,16,4,1,2,32,8,2147483648.0,220841
8,2,32,256,8,16,1024,1,1024,1024,181.74566650390625,223704
8,4,4,8,8,32,4,32,4,128,812.521484375,225812
16,1,8,64,128,64,4,4,8,8,137.75975036621094,227513
128,4,8,32,256,16,64,2,128,8,788.3878173828125,232876
4,1,32,4,32,1,4,8,512,8,28.804096221923828,234247
8,16,256,256,8,16,1,16,8,128,15.131648063659668,236596
16,2,4,64,16,16,2,8,32,16,119.99641418457033,237945
4,64,1024,128,8,2,4,2,256,32,2147483648.0,250179
8,128,128,16,16,4,4,8,1024,64,2147483648.0,261467
16,4,4,8,256,16,64,2,64,16,68.38066864013672,263198
8,4,1024,256,8,2,2,2,2,1024,2147483648.0,277886
8,8,32,32,256,4,16,8,1024,1024,27.250688552856445,279487
8,4,4,32,16,512,1,2,2,256,23.346176147460938,282361
4,256,1024,64,4,4,8,1,128,1,2147483648.0,296970
4,32,256,8,8,1,2,2,16,4,204.16102600097656,300436
8,4,4,32,8,512,1,8,1,16,2092.61474609375,304034
8,1,4,16,16,16,32,32,64,256,163.80108642578125,305225
128,16,16,4,256,4,128,8,256,16,2147483648.0,317170
8,2,4,8,8,8,1,64,256,1024,10.50214385986328,319125
4,128,512,32,8,2,2,4,512,32,14.26534366607666,323674
8,16,64,16,8,128,4,1,4,4,834.7525024414062,329074
32,4,64,64,64,1,16,64,64,1024,38.456321716308594,330583
4,16,1024,512,8,2,16,2,128,2,2147483648.0,342855
4,256,256,32,8,4,2,1,8,2,2147483648.0,354344
8,4,512,64,8,2,1,1,4,1,2147483648.0,369095
4,2,8,16,64,4,1,8,1024,16,58.79808044433594,371028
4,128,128,128,64,8,2,2,16,2,2147483648.0,385042
