tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
16,4,4,4,256,1,4,1,8,256,119.66873931884766,0
32,16,32,16,128,16,1,1,1,16,2147483648.0,14046
128,32,32,32,128,1,64,1,256,64,2147483648.0,27892
4,1,8,4,1024,1,4,4,16,4,1275.94091796875,33409
16,1,4,16,512,4,8,4,16,64,18.250751495361328,36341
4,256,512,32,8,2,2,256,128,256,280.7070617675781,47385
32,2,128,32,32,1,1,16,2,1024,34.883583068847656,49652
32,4,4,32,32,8,8,32,64,512,41.923583984375,52126
8,4,256,8,8,8,2,128,32,1024,1.784832000732422,54392
8,128,512,16,8,8,8,8,512,512,79.42451477050781,60048
16,8,32,8,64,4,32,2,1024,64,38.91097640991211,62756
4,4,512,64,4,16,4,4,32,8,121.52422332763672,67594
16,4,8,4,128,1,128,4,256,256,53.32992172241211,69190
4,512,1024,512,8,1,1,1,1,16,2147483648.0,90465
4,4,512,128,4,16,16,8,16,8,850.8262329101562,93902
4,64,128,16,64,2,512,1,1024,1024,249.78842163085935,98361
64,4,16,128,128,16,1,4,1,64,176.57958984375,102373
8,8,128,4,8,1,64,1,512,1,2147483648.0,113761
4,4,1024,512,8,2,16,1,32,1,2147483648.0,129687
32,16,16,32,32,4,128,8,512,16,1610.166259765625,134077
4,1,64,16,4,16,8,8,1024,16,4.4759039878845215,136811
4,128,1024,128,4,2,8,16,32,32,906.218505859375,141059
32,1,64,4,32,8,2,4,32,16,71.9994888305664,144079
4,8,8,16,4,128,128,8,128,64,574.7435302734375,146244
4,64,512,256,8,8,128,1,256,1,2147483648.0,158627
64,32,128,64,64,2,8,1,8,4,2147483648.0,176222
8,2,16,8,64,8,8,1,64,1,208.02867126464844,178084
4,4,8,8,4,4,4,8,32,32,225.6855010986328,179673
8,8,256,1024,16,8,8,16,512,512,6.001664161682129,181897
16,1,64,1024,32,16,8,64,32,256,18.112512588500977,185172
4,16,128,512,8,64,2,4,16,8,43.42784118652344,186979
4,4,512,512,4,4,32,2,64,512,774.1839599609375,196161
8,32,64,512,8,128,32,2,256,32,21.172224044799805,199612
4,2,512,8,4,2,1,32,2,32,283.9725952148437,201211
4,1,16,4,8,64,4,16,4,32,550.139892578125,203269
32,4,4,16,32,16,1,2,2,8,643.6392822265625,205877
8,1,256,8,16,16,8,1,16,2,2147483648.0,219446
4,2,4,4,4,2,1,32,2,128,2730.283935546875,223263
16,4,4,8,128,4,32,16,32,64,260.8373718261719,225138
4,32,128,256,64,8,1,16,2,16,2147483648.0,237409
8,64,1024,128,8,1,8,4,1024,4,122.28915405273438,249398
16,2,32,16,64,64,2,1,256,2,92.47026824951172,255758
4,1,1024,16,4,2,1,2,1,1024,2147483648.0,269959
32,1,4,8,32,16,2,2,8,512,7.137279987335205,272560
8,64,256,16,16,8,2,4,8,8,224.9994201660156,276420
32,128,256,4,32,2,16,16,64,32,2147483648.0,290234
4,512,1024,1024,4,4,2,4,32,64,2147483648.0,303021
16,1,512,4,16,4,64,16,64,64,1004.7160034179688,308369
4,1,4,16,256,32,2,8,2,8,1490.58154296875,312718
128,4,4,16,256,4,4,16,4,512,1046.8209228515625,318219
64,2,16,8,64,4,1,16,1,32,431.2760314941406,320633
4,32,512,16,16,1,512,1,1024,1024,2147483648.0,333047
4,16,16,256,4,128,4,64,4,64,2810.5810546875,337278
8,1,16,8,16,64,16,4,16,8,760.5288696289062,339997
8,16,16,4,8,64,4,4,128,32,20.15436744689941,343457
64,1,64,8,64,2,16,2,16,16,2147483648.0,356161
4,8,512,256,4,16,1,2,8,512,382.3288269042969,367100
16,32,64,256,16,8,4,1,512,32,2147483648.0,378426
16,4,256,64,16,8,128,1,128,1,2147483648.0,392788
8,64,512,4,16,4,8,4,8,4,2147483648.0,404161
16,1,4,256,16,64,8,4,128,128,5.460991859436035,406493
32,1,32,4,128,1,2,1,16,1,2147483648.0,419219
4,64,1024,1024,4,2,2,16,4,512,983.6861572265624,422227
4,128,1024,16,4,4,1,8,1,8,3682.85595703125,429819
32,8,64,16,64,1,2,2,2,256,325.4466552734375,439152
4,2,512,4,4,4,8,2,16,64,2147483648.0,450864
32,2,128,128,64,4,1,4,1024,64,2147483648.0,463327
8,1,32,256,8,8,64,2,64,8,432.1669006347656,465700
32,4,16,64,256,4,32,1,1024,16,43.87839889526367,469911
16,4,4,256,16,256,1,1,4,2,1124.980712890625,472689
4,512,512,16,4,4,16,16,32,32,2147483648.0,485465
32,128,128,64,32,2,64,16,64,128,2147483648.0,499253
8,2,8,8,8,8,1,4,16,32,28.013568878173828,500577
32,8,8,16,256,16,4,4,4,16,1134.19677734375,506149
4,1,8,4,64,1,8,2,512,64,3.772416114807129,508765
4,256,256,128,4,1,8,1,64,2,2147483648.0,520246
4,8,8,16,8,8,1,1,1,4,2630.773681640625,524483
8,1,64,16,128,2,128,4,256,256,72.57087707519531,526273
4,8,8,8,4,1,16,2,64,8,1649.987548828125,529027
8,4,4,8,64,32,4,8,8,128,29.39801597595215,530607
8,16,32,16,8,8,4,1,8,2,1064.764404296875,534420
32,32,64,16,32,8,32,32,32,512,759.278564453125,539867
128,4,16,8,256,2,4,32,64,1024,110.64320373535156,544518
8,32,32,4,64,64,128,8,128,512,65.24825286865234,546648
4,1,16,4,64,128,8,32,512,256,1.7817599773406982,549116
8,32,64,16,16,2,4,1,32,64,52.9541130065918,553659
4,1,128,1024,4,16,64,8,64,512,130.76275634765625,556198
32,8,32,4,256,1,8,16,512,1024,53.66988754272461,558898
8,1,4,4,128,1,256,4,256,4,2850.4248046875,562961
16,2,32,32,16,8,4,256,16,1024,25.58668708801269,564176
4,1,1024,64,4,1,1,1,2,32,2147483648.0,574185
4,128,1024,256,4,4,1,16,2,1024,1838.2376708984373,580694
8,32,256,8,16,4,4,2,256,8,69.81632232666016,591918
8,1,16,8,128,2,16,1,16,128,36.12364959716797,593659
4,64,1024,128,4,4,1,2,2,16,2147483648.0,606001
4,64,1024,256,8,1,16,1,128,1024,2147483648.0,620227
4,1,8,8,128,8,4,1,128,512,25.745407104492188,623740
4,4,256,1024,32,4,2,256,8,512,49.8155517578125,625137
4,32,256,16,8,8,2,1,128,4,41.1965446472168,632363
4,8,8,1024,8,128,2,2,64,2,102.19519805908205,633662
4,2,16,32,64,128,1,4,1,8,1648.5570068359375,638362
8,4,1024,4,8,1,16,2,32,2,2147483648.0,652925
32,32,256,4,32,2,1,2,512,8,2147483648.0,666741
16,1,16,64,16,8,1,4,512,16,6.295551776885986,669444
