tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
4,2,512,128,4,4,1,1,4,4,2147483648.0,0
16,16,32,64,16,16,2,128,128,512,24.67737579345703,3552
4,2,4,4,128,16,1,32,32,128,80.71167755126953,11284
8,1,4,16,128,8,32,1,256,4,24.81664085388184,14860
4,128,256,128,4,1,8,1,128,1,2147483648.0,26487
4,2,128,64,16,64,2,16,64,32,3.719167947769165,28526
4,4,4,8,128,16,8,1,256,64,8.456192016601562,30655
64,2,32,256,64,8,4,4,512,32,26.605567932128903,35006
64,4,64,8,128,1,8,4,1024,1024,2147483648.0,46409
4,4,64,8,16,1,8,128,8,128,1744.227294921875,49397
4,2,128,64,16,64,8,8,32,32,14.460927963256836,52015
8,32,128,32,16,2,1,8,64,512,52.41753768920898,59515
4,32,128,64,16,64,2,16,64,32,5.986303806304932,62746
4,2,256,64,8,32,2,2,64,16,22.864896774291992,69408
4,8,128,64,16,32,2,16,64,32,3.195904016494751,71315
8,2,128,64,16,64,2,16,64,32,3.4887681007385254,73087
4,128,128,1024,16,32,2,16,256,32,76.31871795654297,88144
4,8,128,64,16,32,2,16,64,32,3.1948800086975098,89936
4,8,128,16,16,1,2,16,64,32,9.736191749572754,92135
4,8,128,64,16,32,2,16,64,32,3.195904016494751,94154
4,4,128,8,16,32,1,16,64,32,3.4263041019439697,96311
4,32,128,64,16,32,1,16,64,32,6.499328136444092,101181
4,2,8,64,32,128,2,16,64,32,11.13702392578125,103455
16,8,128,64,16,32,2,16,256,32,2.186239957809448,105687
32,8,128,32,32,16,2,2,256,32,68.96025848388672,118538
16,8,128,32,16,32,2,4,256,32,12.298239707946776,122661
8,16,256,64,8,16,128,8,256,32,644.701171875,125157
16,8,128,64,16,32,2,16,256,32,2.187263965606689,126885
512,1,4,16,512,8,2,1,512,8,2147483648.0,140404
8,4,32,4,8,4,16,1,64,32,87.53254699707031,148284
16,256,256,8,32,8,16,2,256,128,2147483648.0,162443
512,1,4,16,512,8,16,1,512,8,2147483648.0,176025
16,8,128,8,16,2,2,16,512,32,3.3505280017852783,177979
16,8,128,16,16,32,2,16,256,32,2.4289278984069824,180379
16,8,128,64,16,32,2,16,256,32,2.186239957809448,182382
4,8,128,1024,16,32,2,16,32,32,11.827199935913086,184826
64,32,64,32,128,8,8,8,128,512,2147483648.0,196907
8,128,128,16,32,1,16,2,16,32,2147483648.0,208245
128,1,32,4,128,1,16,4,512,512,138.9731903076172,220767
8,2,64,16,128,2,2,2,4,128,2147483648.0,233448
8,16,256,64,8,16,2,16,256,32,1.911808013916016,235583
16,8,128,16,16,32,4,8,256,8,9.567232131958008,238630
16,8,128,64,16,32,1,2,8,2,782.5172729492188,247755
32,8,128,64,32,16,2,16,256,32,5.311488151550293,250609
32,4,32,1024,32,64,2,16,256,32,8.647680282592773,253406
8,16,256,64,8,16,2,16,512,32,2.413568019866944,255569
4,16,256,64,8,16,2,16,256,32,1.860607981681824,257795
32,4,32,32,32,8,2,16,256,32,6.546432018280029,260190
4,16,256,64,8,16,1,16,8,32,37.47225570678711,264443
4,16,256,64,8,16,2,128,256,256,2.860032081604004,266893
4,16,256,64,8,16,2,16,32,32,8.934399604797363,269617
4,4,32,64,32,64,2,16,256,32,4.462592124938965,271825
4,256,256,64,8,16,2,16,256,32,195.38330078125,282592
4,16,256,64,8,16,1,16,64,32,5.529600143432617,284765
4,16,256,32,8,16,2,16,256,32,1.8421759605407717,286683
4,8,64,64,16,64,2,16,256,32,2.44326400756836,288417
4,16,256,32,8,2,2,16,256,32,2.0643839836120605,290062
4,16,256,32,4,16,2,2,256,32,33.17657470703125,294806
4,4,256,32,8,16,2,16,256,32,1.4366719722747805,297433
8,16,512,32,8,8,2,16,256,32,2.698240041732788,299826
4,4,256,32,8,16,2,32,256,32,2.013184070587158,301888
