tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
8,1,128,128,16,4,16,64,16,256,129.7592315673828,0
4,32,128,16,32,32,32,1,256,256,25.041919708251957,6300
256,1,8,32,256,16,16,64,128,256,199.4424285888672,19679
4,32,512,256,8,2,32,8,32,512,688.6912231445312,58412
16,1,32,256,64,64,128,4,1024,4,85.9494400024414,64922
4,32,256,16,16,2,2,32,128,32,8.219648361206055,68310
4,128,256,32,16,4,8,8,8,32,1096.7716064453125,74073
4,32,128,16,32,32,32,4,256,512,8.712191581726074,76814
4,128,512,16,8,2,2,64,128,128,73.09209442138672,85427
4,32,256,16,16,2,2,64,128,128,4.751359939575195,88299
4,32,256,16,16,2,2,32,128,32,8.220671653747559,91138
4,32,256,16,16,2,2,32,128,32,8.2227201461792,94266
32,1,4,32,32,256,4,2,4,2,4213.59521484375,99799
4,2,16,8,32,128,4,8,128,512,0.869376003742218,101382
8,32,128,128,8,1,8,4,1024,4,16.78233528137207,104409
64,1,4,8,256,4,2,16,64,1024,12.309503555297852,107438
4,4,16,4,32,128,4,8,128,512,1.7592320442199707,109318
4,2,16,8,32,128,4,8,256,512,0.8642560243606567,111205
8,2,16,8,64,128,4,8,64,512,1.0373120307922363,112862
4,2,16,8,32,128,4,8,64,512,0.8919039964675903,114564
4,2,8,8,32,256,8,8,512,512,1.4632960557937622,116493
8,2,8,8,32,256,4,8,128,512,2.1125121116638184,118454
8,1,16,8,32,128,8,8,256,256,1.0547200441360474,120267
4,2,16,8,32,128,4,32,256,512,0.8447999954223633,121977
8,2,16,4,32,128,8,32,256,512,1.0455039739608765,123701
4,2,16,8,32,128,4,64,256,256,2.0439040660858154,125340
4,2,32,8,32,128,4,128,256,256,2.115583896636963,126977
4,2,16,16,64,128,4,64,256,512,1.7274880409240725,128745
8,1,4,16,1024,4,4,64,512,64,1347.419189453125,134561
4,4,32,32,8,128,8,64,64,64,45.78508758544922,138684
8,2,16,32,128,8,1024,1,1024,8,94.0789794921875,140573
16,1,32,128,128,32,8,2,32,8,99.3259506225586,143259
4,2,16,8,32,128,4,128,256,512,2.50163197517395,144690
4,4,16,8,32,128,4,32,256,256,2.0725760459899902,146269
4,2,16,8,32,128,4,32,256,512,0.8447999954223633,147642
4,2,8,8,32,256,4,32,256,512,2.078720092773437,149726
4,4,16,8,32,128,4,32,256,512,1.2031999826431274,151591
8,2,16,8,32,128,4,32,256,256,1.3230079412460327,153617
4,2,16,8,32,128,4,32,256,1024,0.7608320116996765,155282
4,2,16,8,32,128,8,32,256,512,0.6266880035400391,157214
4,2,16,8,32,128,16,2,256,2,71.95852661132812,158514
4,2,16,8,32,128,16,16,256,512,0.8980479836463928,160448
4,4,128,8,16,16,8,32,256,512,2.011136054992676,162106
4,2,16,8,32,128,4,32,256,512,0.8437759876251221,163828
4,2,16,8,32,128,8,32,256,512,0.6266880035400391,165363
4,2,16,8,32,128,4,32,64,512,1.0833920240402222,167518
32,4,32,8,32,128,8,32,256,512,2.98905611038208,169753
4,2,16,8,32,128,8,16,256,64,1.9896320104599,171265
