tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,runtime,timestamp
64,2,4,4,512,1,8,8,512,64,233.5068206787109,0
16,64,256,8,32,4,8,64,128,256,2147483648.0,12063
8,4,32,16,256,2,4,8,128,256,2.505728006362915,15308
16,1,64,256,128,16,8,1,32,4,69.54496002197266,28030
8,4,128,512,8,64,2,64,4,1024,15.227904319763184,30845
32,64,128,16,32,4,4,64,512,256,2147483648.0,43035
8,4,32,32,256,4,4,8,128,256,1.551360011100769,46172
16,4,32,32,128,8,4,8,128,512,0.7659519910812378,48539
8,4,32,32,64,8,4,8,128,512,0.4413439929485321,50663
16,4,32,16,128,2,4,8,128,512,0.8888319730758667,52912
16,4,32,32,128,8,4,8,128,512,0.766975998878479,55060
8,4,32,64,64,8,4,8,128,256,0.4997119903564453,58065
8,4,32,64,64,16,8,4,128,64,0.7127040028572083,59929
8,4,32,32,64,8,4,8,128,512,0.4444159865379333,61604
8,4,32,32,64,8,2,4,128,512,10.049535751342772,65581
4,2,32,64,128,8,4,8,128,512,0.9830399751663208,69183
4,4,128,32,4,64,16,32,128,256,5.384191989898682,70958
8,32,32,128,16,16,4,128,1024,1024,32.7720947265625,75312
128,16,64,8,128,4,1,2,1024,16,2147483648.0,89365
8,1,64,32,16,8,1,128,1024,512,3.768320083618164,91271
8,4,32,64,64,8,4,8,256,256,0.5949440002441406,93211
8,2,16,32,128,8,4,8,128,512,1.0076160430908203,95546
8,2,32,32,64,8,4,8,128,512,0.449535995721817,97781
8,4,32,32,64,8,4,8,256,512,0.5949440002441406,99634
8,4,32,32,64,8,8,4,128,32,1.206272006034851,101421
4,8,8,4,32,32,64,1,512,1024,7.388160228729248,103893
8,2,8,64,32,64,64,1,512,8,35.85945510864258,108377
128,4,8,8,256,2,16,16,16,512,283.6387939453125,113451
8,4,32,32,64,8,2,8,128,256,1.0813440084457395,115764
8,2,32,64,64,8,4,8,128,1024,0.5416960120201111,117374
8,4,32,32,64,8,4,8,128,512,0.4413439929485321,119970
