A_CACHE_LCL,A_CACHE_PRV,B_CACHE_LCL,B_CACHE_PRV,C_CACHE_PRV,WG_1_OCL_DIM,WG_2_OCL_DIM,WG_3_OCL_DIM,WI_1_OCL_DIM,WI_2_OCL_DIM,WI_3_OCL_DIM,INPUT_SIZE_1,WG_1,GLB_1,WI_1,LCL_1,PRV_1,INPUT_SIZE_2,WG_2,GLB_2,WI_2,LCL_2,PRV_2,INPUT_SIZE_3,WG_3,GLB_3,WI_3,LCL_3,PRV_3,runtime,Valid,timestamp
1,0,0,1,0,0,2,1,0,2,1,16,2,4,2,1,1,1000,50,1,1,1,20,2048,1,1,1,1,2048,9589760,True,1213
0,0,1,0,1,2,0,1,1,2,0,16,2,4,1,1,2,1000,10,2,10,5,1,2048,1,1,1,512,4,9223372036854775807,False,1892
1,0,1,0,1,0,2,1,2,0,1,16,2,4,2,1,1,1000,50,2,1,2,5,2048,1,16,1,64,2,3924992,True,2743
1,0,0,0,0,2,0,1,0,2,1,16,8,1,2,1,1,1000,1,5,5,1,40,2048,1,16,1,64,2,20476928,True,3730
0,1,0,1,1,0,2,1,2,1,0,16,1,1,2,8,1,1000,1,100,1,1,10,2048,1,1024,1,1,2,48034816,True,4808
0,1,1,1,0,1,2,0,1,2,0,16,4,1,2,1,2,1000,5,2,2,1,50,2048,1,8,1,2,128,9223372036854775807,False,5675
0,1,1,1,0,0,1,2,2,0,1,16,2,2,1,2,2,1000,200,5,1,1,1,2048,1,8,1,64,4,3429376,True,6362
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,25,2,2,2048,1,2,1,32,32,190464,True,7092
0,0,0,0,1,0,1,2,2,1,0,16,1,4,1,4,1,1000,200,1,5,1,1,2048,1,64,1,4,8,1226752,True,7732
0,1,0,1,0,0,2,1,2,0,1,16,2,2,2,1,2,1000,1,25,5,8,1,2048,1,32,1,8,8,52007936,True,8749
1,1,0,0,0,1,2,0,1,2,0,16,8,1,1,1,2,1000,1,5,50,4,1,2048,1,4,1,64,8,3240960,True,9440
1,1,0,1,1,2,0,1,0,1,2,16,2,1,1,8,1,1000,1,250,1,4,1,2048,1,16,1,8,16,116742144,True,11090
0,0,0,1,1,0,1,2,1,0,2,16,1,1,4,4,1,1000,5,4,1,25,2,2048,1,1,1,2,1024,85225472,True,12887
1,1,0,1,0,1,0,2,0,2,1,16,1,2,4,1,2,1000,25,1,2,20,1,2048,1,4,1,512,1,10628096,True,13738
0,0,1,0,0,2,1,0,2,0,1,16,1,4,2,1,2,1000,10,50,1,1,2,2048,1,256,1,8,1,35514368,True,14627
1,0,1,1,1,0,2,1,1,0,2,16,1,1,4,2,2,1000,2,5,1,10,10,2048,1,2,1,16,64,9223372036854775807,False,15788
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,25,4,1,2048,1,4,1,32,16,235520,True,16493
1,1,0,1,0,2,1,0,2,0,1,16,2,2,1,2,2,1000,5,1,50,2,2,2048,1,2,1,32,32,1294336,True,17402
1,1,0,1,0,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,20,5,1,2048,1,2,1,32,32,1312768,True,18479
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,2,10,5,1,2048,1,2,1,32,32,879616,True,19283
0,1,0,1,1,1,0,2,0,2,1,16,1,1,4,1,4,1000,10,1,1,4,25,2048,1,1,1,8,256,5777408,True,20423
1,1,0,1,1,2,0,1,2,1,0,16,2,2,2,1,2,1000,1,4,125,1,2,2048,1,32,1,32,2,829440,True,21141
0,1,0,0,0,0,2,1,0,1,2,16,1,2,4,1,2,1000,1,10,5,10,2,2048,1,16,1,64,2,75360256,True,22399
0,1,1,0,0,2,1,0,2,1,0,16,2,1,1,1,8,1000,5,10,1,4,5,2048,1,1,1,4,512,9223372036854775807,False,23212
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,10,5,2,2048,1,1,1,64,32,486400,True,24084
1,1,0,1,1,2,1,0,1,0,2,16,2,2,1,2,2,1000,10,1,25,2,2,2048,1,2,1,32,32,190464,True,24907
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,10,5,2,2048,1,2,1,32,32,352256,True,26048
1,1,0,1,0,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,25,2,2,2048,1,2,1,32,32,1913856,True,26967
1,1,0,1,1,2,0,1,2,0,1,16,2,2,1,2,2,1000,10,1,2,10,5,2048,1,2,1,32,32,79815680,True,28669
1,1,0,1,1,2,1,0,2,0,1,16,2,1,1,4,2,1000,10,1,25,2,2,2048,1,1,1,64,32,9223372036854775807,False,29458
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,25,2,2,2048,1,2,1,32,32,189440,True,30097
1,0,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,5,5,4,2048,1,2,1,32,32,3853312,True,31156
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,2,25,2,1,2048,1,2,1,32,32,251904,True,31937
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,25,2,2,2048,1,2,1,32,32,190464,True,32806
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,25,2,2,2048,1,2,1,32,32,189440,True,33576
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,4,1,1000,10,1,25,2,2,2048,1,2,1,32,32,234496,True,34486
1,1,0,1,1,2,1,0,2,0,1,16,2,2,1,2,2,1000,10,1,2,10,5,2048,1,2,1,32,32,80093184,True,36110
1,1,0,1,1,2,1,0,2,1,0,16,2,1,1,4,2,1000,10,1,25,2,2,2048,1,2,1,32,32,876544,True,36862
1,0,0,1,1,2,1,0,2,0,1,16,1,2,1,4,2,1000,10,1,25,2,2,2048,1,2,1,32,32,1540096,True,37630
1,1,0,1,1,2,1,0,2,0,1,16,1,2,1,4,2,1000,10,1,25,2,2,2048,1,2,1,32,32,1898496,True,38359
0,0,1,0,1,0,2,1,0,2,1,16,1,1,16,1,1,1000,1,2,1,125,4,2048,1,16,1,4,32,9223372036854775807,False,39181
0,0,0,0,1,2,1,0,2,1,0,16,2,1,1,8,1,1000,20,1,1,25,2,2048,1,8,1,64,4,6053888,True,40247
0,1,0,0,1,1,0,2,2,0,1,16,1,4,1,4,1,1000,1,50,10,2,1,2048,1,256,1,2,4,59296768,True,41352
